engagement_id,customer_id,campaign_id,channel,Sent Count,Delivered Count,Open Rate (%),Click-Through Rate (CTR) (%),engagement_date,engagement_time,conversion_status
2671,93343,10,Mobile App Notifications,4216,2934,73.46,22.75,2024-06-17 15:50:35,15:50:35,No
2672,39523,10,Mobile App Notifications,4034,3165,64.55,16.65,2024-06-26 11:11:33,11:11:33,No
2673,97976,10,Mobile App Notifications,3007,2748,84.95,12.19,2024-06-20 12:53:59,12:53:59,No
2674,96727,10,Mobile App Notifications,2686,2243,83.12,12.97,2024-06-27 16:01:18,16:01:18,No
2675,21757,10,Mobile App Notifications,2964,2450,70.6,15.46,2024-06-17 15:35:55,15:35:55,No
2676,91893,10,Mobile App Notifications,2176,1860,60.62,12.93,2024-06-17 14:22:57,14:22:57,No
2677,99615,10,Mobile App Notifications,2122,1688,68.68,13.78,2024-05-23 11:43:55,11:43:55,No
2678,34375,10,Mobile App Notifications,4735,4185,73.36,15.75,2024-06-03 16:37:51,16:37:51,No
2679,10255,10,Mobile App Notifications,3795,2906,56.24,16.3,2024-05-29 13:08:46,13:08:46,No
2680,91708,10,Mobile App Notifications,3718,2902,71.45,11.78,2024-05-22 14:45:29,14:45:29,Yes
2681,71820,10,Mobile App Notifications,5994,4704,68.96,21.09,2024-05-22 14:05:36,14:05:36,No
2682,6632,10,Mobile App Notifications,2323,1847,64.18,10.02,2024-06-09 10:58:46,10:58:46,No
2683,9629,10,Mobile App Notifications,4448,4086,59.77,19.56,2024-06-16 14:27:50,14:27:50,Yes
2684,45080,10,Mobile App Notifications,3186,2769,70.35,21.37,2024-05-31 12:08:51,12:08:51,No
2685,82565,10,Mobile App Notifications,4373,3654,68.68,11.68,2024-06-11 10:01:42,10:01:42,Yes
2686,58112,10,Mobile App Notifications,4138,3142,74.82,17.16,2024-05-21 17:19:29,17:19:29,No
2687,79262,10,Mobile App Notifications,5070,4164,63.99,22.45,2024-05-21 13:58:53,13:58:53,No
2688,37749,11,Mobile App Notifications,2922,2178,59.89,20.36,2022-03-16 12:17:16,12:17:16,No
2689,11492,11,Mobile App Notifications,2918,2059,74.11,20.68,2022-03-22 16:56:04,16:56:04,No
2690,49834,11,Mobile App Notifications,1942,1502,59.39,15.11,2022-03-28 13:36:41,13:36:41,No
2691,5044,11,Mobile App Notifications,3554,2332,65.14,12.86,2022-03-16 16:47:27,16:47:27,No
2692,93746,11,Mobile App Notifications,1998,1616,73.95,18.67,2022-03-22 19:40:37,19:40:37,No
2693,86968,11,Mobile App Notifications,4456,3096,55.68,12.89,2022-03-05 11:03:02,11:03:02,No
2694,25693,11,Mobile App Notifications,4988,4525,64.38,23.37,2022-03-31 14:18:40,14:18:40,No
2695,11718,11,Mobile App Notifications,2668,2251,60.58,13.5,2022-03-17 12:56:26,12:56:26,No
2696,46304,11,Mobile App Notifications,3247,2396,69.62,21.48,2022-03-18 18:32:02,18:32:02,No
2697,13414,11,Mobile App Notifications,5909,5259,62.36,24.51,2022-03-17 13:10:27,13:10:27,No
2698,66881,11,Mobile App Notifications,6903,5436,72.68,24.14,2022-03-09 11:04:17,11:04:17,No
2699,49201,11,Mobile App Notifications,4659,3490,68.13,21.9,2022-03-25 12:57:11,12:57:11,No
2700,47509,11,Mobile App Notifications,2953,2157,72.92,16.27,2022-03-27 11:57:48,11:57:48,No
2701,56917,11,Mobile App Notifications,4840,4203,75.93,19.8,2022-03-15 11:32:46,11:32:46,No
2702,8382,11,Mobile App Notifications,3420,2798,72.97,17.4,2022-04-07 11:36:53,11:36:53,No
2703,96542,11,Mobile App Notifications,5207,4166,69.72,19.99,2022-03-12 12:40:35,12:40:35,No
2704,47462,11,Mobile App Notifications,3155,2435,71.24,11.11,2022-03-18 17:24:49,17:24:49,Yes
2705,22841,11,Mobile App Notifications,2769,2241,70.18,18.4,2022-03-25 11:20:02,11:20:02,No
2706,86698,11,Mobile App Notifications,4138,2992,62.84,17.05,2022-03-10 17:12:47,17:12:47,No
2707,84387,11,Mobile App Notifications,5778,4312,81.93,19.3,2022-03-30 12:52:01,12:52:01,No
2708,4146,11,Mobile App Notifications,6097,5183,77.49,23.81,2022-04-03 13:36:18,13:36:18,No
2709,22932,11,Mobile App Notifications,5421,4018,60.93,12.09,2022-03-21 10:52:55,10:52:55,No
2710,45515,11,Mobile App Notifications,4749,3479,77.51,19.57,2022-03-07 12:08:32,12:08:32,No
2711,31040,11,Mobile App Notifications,4411,3238,58.15,14.88,2022-04-08 14:14:46,14:14:46,No
2712,41682,11,Mobile App Notifications,4802,4557,65.86,17.3,2022-03-31 20:42:17,20:42:17,No
2713,45213,11,Mobile App Notifications,2253,1774,71.5,20.66,2022-03-18 11:54:39,11:54:39,No
2714,5420,11,Mobile App Notifications,4653,3710,73.66,12.13,2022-03-31 10:40:09,10:40:09,No
2715,5547,11,Mobile App Notifications,2739,1853,58.22,15.42,2022-03-23 11:44:18,11:44:18,No
2716,75192,11,Mobile App Notifications,3984,3038,65.37,12.76,2022-03-13 12:04:44,12:04:44,No
2717,30530,11,Mobile App Notifications,3969,3390,68.21,21.94,2022-03-19 13:09:10,13:09:10,No
2718,23192,11,Mobile App Notifications,6230,5401,78.66,11.64,2022-03-31 14:00:19,14:00:19,No
2719,62246,11,Mobile App Notifications,2603,2219,60.6,11.52,2022-03-20 13:23:26,13:23:26,No
2720,29534,11,Mobile App Notifications,2221,1959,66.83,11.47,2022-03-31 11:16:59,11:16:59,No
2721,88748,11,Mobile App Notifications,3128,2543,71.34,22.19,2022-04-05 10:43:30,10:43:30,No
2722,46927,11,Mobile App Notifications,6597,5881,56.49,19.93,2022-03-31 10:59:50,10:59:50,No
2723,80167,11,Mobile App Notifications,5114,3807,57.74,13.51,2022-03-22 18:05:18,18:05:18,No
2724,73956,11,Mobile App Notifications,4276,3356,67.36,13.18,2022-03-29 15:44:15,15:44:15,No
2725,54038,11,Mobile App Notifications,3986,3285,57.73,23.37,2022-03-25 11:26:49,11:26:49,No
2726,23857,11,Mobile App Notifications,6653,6144,63.65,24.45,2022-04-05 15:44:31,15:44:31,No
2727,32728,11,Mobile App Notifications,3985,3163,74.99,16.49,2022-03-25 09:38:22,09:38:22,No
2728,63176,11,Mobile App Notifications,2988,2425,64.89,24.4,2022-03-28 13:24:58,13:24:58,No
2729,95772,11,Mobile App Notifications,3994,3209,66.01,14.47,2022-03-20 12:34:48,12:34:48,No
2730,77621,11,Mobile App Notifications,6212,4787,63.47,15.92,2022-03-06 14:28:12,14:28:12,No
2731,1214,11,Mobile App Notifications,2392,2147,66.77,23.58,2022-03-11 15:19:33,15:19:33,No
2732,45959,11,Mobile App Notifications,2383,1650,57.06,21.56,2022-04-06 09:15:58,09:15:58,No
2733,41019,11,Mobile App Notifications,3939,2986,56.5,21.04,2022-04-06 12:32:03,12:32:03,No
2734,7082,11,Mobile App Notifications,2460,1740,68.92,14.83,2022-03-11 13:12:07,13:12:07,No
2735,97811,11,Mobile App Notifications,5780,4070,61.23,20.38,2022-03-30 15:45:31,15:45:31,No
2736,61133,11,Mobile App Notifications,5873,4140,62.72,23.32,2022-03-09 15:41:55,15:41:55,No
2737,71805,11,Mobile App Notifications,3715,2843,64.98,12.39,2022-03-15 14:49:38,14:49:38,No
2738,53431,11,Mobile App Notifications,4921,3643,58.53,26.41,2022-03-30 12:43:28,12:43:28,No
2739,10996,11,Mobile App Notifications,3613,2367,77.12,16.48,2022-04-06 11:03:44,11:03:44,No
2740,38822,11,Mobile App Notifications,3363,2212,55.61,18.89,2022-03-28 12:19:10,12:19:10,No
2741,11660,11,Mobile App Notifications,2426,1859,80.95,14.87,2022-04-04 16:19:22,16:19:22,No
2742,29225,11,Mobile App Notifications,5814,4917,69.68,11.5,2022-03-23 15:51:51,15:51:51,No
2743,71385,11,Mobile App Notifications,3528,2484,73.55,16.21,2022-03-24 14:51:41,14:51:41,No
2744,9519,11,Mobile App Notifications,4241,3552,65.5,20.74,2022-03-17 13:55:44,13:55:44,No
2745,33712,11,Mobile App Notifications,5494,4657,79.15,16.8,2022-03-24 12:27:40,12:27:40,No
2746,99975,11,Mobile App Notifications,2881,2237,74.58,10.84,2022-03-09 09:25:58,09:25:58,No
2747,56229,11,Mobile App Notifications,5487,4349,57.2,24.79,2022-03-22 14:30:53,14:30:53,No
2748,50494,11,Mobile App Notifications,5946,5048,74.39,19.96,2022-03-14 12:28:42,12:28:42,No
2749,34591,11,Mobile App Notifications,3003,2263,52.49,13.03,2022-03-12 11:34:30,11:34:30,Yes
2750,21185,11,Mobile App Notifications,2589,2389,60.47,12.58,2022-04-06 06:58:06,06:58:06,No
2751,72879,11,Mobile App Notifications,6062,4186,70.12,17.07,2022-03-05 08:55:25,08:55:25,No
2752,44455,11,Mobile App Notifications,5337,4471,64.84,14.9,2022-03-27 11:01:12,11:01:12,No
2753,74481,11,Mobile App Notifications,5649,4075,59.32,10.21,2022-03-23 09:44:10,09:44:10,No
2754,23244,11,Mobile App Notifications,4645,3536,84.93,23.2,2022-04-07 16:47:31,16:47:31,No
2755,14795,11,Mobile App Notifications,6197,5131,67.19,23.61,2022-04-04 14:35:56,14:35:56,No
2756,76741,11,Mobile App Notifications,4736,3760,84.7,23.57,2022-03-11 12:17:52,12:17:52,No
2757,37999,11,Mobile App Notifications,3433,2874,69.94,22.77,2022-03-23 16:11:57,16:11:57,No
2758,6995,11,Mobile App Notifications,5544,4204,58.29,24.9,2022-04-08 18:28:35,18:28:35,No
2759,22762,11,Mobile App Notifications,6757,5377,79.25,18.82,2022-03-08 14:32:12,14:32:12,No
2760,80571,11,Mobile App Notifications,2984,2552,68.03,10.92,2022-03-13 13:32:49,13:32:49,No
2761,53707,11,Mobile App Notifications,3755,2808,55.31,14.08,2022-04-04 11:05:31,11:05:31,Yes
2762,24029,11,Mobile App Notifications,6077,4987,57.98,22.16,2022-03-26 14:07:53,14:07:53,No
2763,56743,11,Mobile App Notifications,3865,2786,67.97,13.37,2022-03-24 06:53:16,06:53:16,No
2764,27734,11,Mobile App Notifications,3361,2430,67.08,21.98,2022-03-12 08:34:06,08:34:06,No
2765,55278,11,Mobile App Notifications,4996,3839,74.83,14.17,2022-03-30 11:34:57,11:34:57,No
2766,28943,11,Mobile App Notifications,2987,2180,71.02,11.92,2022-03-08 13:46:12,13:46:12,No
2767,17461,11,Mobile App Notifications,4457,3713,68.89,24.99,2022-03-12 11:58:09,11:58:09,No
2768,5417,11,Mobile App Notifications,1964,1438,57.95,24.79,2022-04-01 13:25:47,13:25:47,No
2769,8765,11,Mobile App Notifications,5068,3955,67.2,15.37,2022-03-23 09:36:09,09:36:09,No
2770,55010,11,Mobile App Notifications,3464,3013,72.64,12.52,2022-03-07 14:49:26,14:49:26,No
2771,51192,11,Mobile App Notifications,2213,1774,68.88,12.04,2022-03-20 05:50:33,05:50:33,No
2772,87491,11,Mobile App Notifications,3024,2399,68.29,23.74,2022-03-06 12:37:02,12:37:02,No
2773,83782,11,Mobile App Notifications,3164,2540,66.34,17.74,2022-03-05 12:38:09,12:38:09,No
2774,3806,11,Mobile App Notifications,3652,2630,78.16,15.14,2022-03-30 19:51:54,19:51:54,No
2775,75312,11,Mobile App Notifications,7139,5764,73.92,12.83,2022-03-20 12:28:38,12:28:38,No
2776,24085,11,Mobile App Notifications,3010,2642,78.58,13.35,2022-03-13 14:17:53,14:17:53,No
2777,22757,11,Mobile App Notifications,2931,2036,58.89,14.91,2022-03-22 08:01:46,08:01:46,No
2778,34615,11,Mobile App Notifications,2427,2208,67.89,24.56,2022-03-22 20:48:48,20:48:48,No
2779,92858,11,Mobile App Notifications,5806,4981,62.26,19.01,2022-04-09 13:25:27,13:25:27,No
2780,74886,11,Mobile App Notifications,3480,2888,73.87,15.62,2022-04-05 08:36:28,08:36:28,No
2781,60305,11,Mobile App Notifications,4948,4520,61.11,13.29,2022-03-26 17:00:44,17:00:44,No
2782,77167,11,Mobile App Notifications,4529,3403,63.12,20.82,2022-03-24 17:56:15,17:56:15,No
2783,53583,11,Mobile App Notifications,5580,4340,57.19,13.19,2022-03-25 10:27:56,10:27:56,No
2784,68694,11,Mobile App Notifications,5819,5117,64.1,19.34,2022-03-20 12:07:03,12:07:03,No
2785,1648,11,Mobile App Notifications,3297,2643,57.59,20.89,2022-04-06 15:47:35,15:47:35,Yes
2786,51071,11,Mobile App Notifications,4298,2992,73.34,16.64,2022-03-22 14:40:26,14:40:26,No
2787,22483,11,Mobile App Notifications,3953,3241,59.05,23.36,2022-03-09 12:42:06,12:42:06,No
2788,78178,11,Mobile App Notifications,5139,4255,70.99,12.71,2022-03-30 16:05:47,16:05:47,No
2789,27567,11,Mobile App Notifications,2392,2015,71.24,18.31,2022-03-27 08:15:44,08:15:44,No
2790,66536,11,Mobile App Notifications,5357,5195,71.19,21.7,2022-03-28 09:13:53,09:13:53,No
2791,77829,11,Mobile App Notifications,4201,3284,61.27,19.7,2022-03-28 09:08:24,09:08:24,No
2792,24033,11,Mobile App Notifications,5064,4053,65.92,14.39,2022-04-08 12:17:42,12:17:42,No
2793,4511,11,Mobile App Notifications,3007,2710,58.88,10.74,2022-03-07 08:34:34,08:34:34,No
2794,87400,11,Mobile App Notifications,5853,4575,71.11,14.02,2022-04-09 10:40:34,10:40:34,No
2795,96605,11,Mobile App Notifications,5938,4476,70.32,16.69,2022-03-28 11:35:26,11:35:26,No
2796,94128,11,Mobile App Notifications,2604,2456,58.08,13.3,2022-04-03 13:19:56,13:19:56,No
2797,69441,11,Mobile App Notifications,4706,3662,57.51,17.63,2022-03-27 15:02:18,15:02:18,No
2798,23125,11,Mobile App Notifications,4265,3053,63.15,21.48,2022-03-11 16:47:15,16:47:15,No
2799,16776,11,Mobile App Notifications,2458,1890,71.19,19.7,2022-03-21 16:11:50,16:11:50,No
2800,2955,11,Mobile App Notifications,5746,4758,71.01,11.86,2022-04-03 17:49:06,17:49:06,No
2801,88454,11,Mobile App Notifications,2746,2215,70.38,18.17,2022-03-08 14:29:27,14:29:27,No
2802,788,11,Mobile App Notifications,4591,3736,66.87,11.11,2022-03-31 09:36:32,09:36:32,No
2803,64106,11,Mobile App Notifications,3275,2426,61.39,24.61,2022-03-06 15:02:04,15:02:04,No
2804,43518,11,Mobile App Notifications,5408,4634,67.03,11.23,2022-03-06 12:57:21,12:57:21,Yes
2805,14987,11,Mobile App Notifications,3138,2706,73.85,10.86,2022-03-09 08:40:31,08:40:31,No
2806,16357,11,Mobile App Notifications,2281,1815,58.13,16.77,2022-04-05 10:19:29,10:19:29,No
2807,88235,11,Mobile App Notifications,5028,3706,72.68,21.45,2022-03-21 17:46:49,17:46:49,No
2808,64429,11,Mobile App Notifications,3194,2561,62.14,22.12,2022-04-06 15:14:37,15:14:37,No
2809,89487,11,Mobile App Notifications,5285,4588,57.41,9.95,2022-03-28 12:56:54,12:56:54,No
2810,2331,11,Mobile App Notifications,3929,2922,62.07,14.94,2022-04-06 18:49:56,18:49:56,No
2811,15355,11,Mobile App Notifications,3712,2801,71.47,17.09,2022-03-27 15:13:46,15:13:46,No
2812,11092,11,Mobile App Notifications,5063,3695,67.57,25.32,2022-03-06 17:29:33,17:29:33,No
2813,19991,11,Mobile App Notifications,5562,4783,63.03,14.85,2022-03-05 16:44:06,16:44:06,No
2814,85136,11,Mobile App Notifications,2432,1883,72.32,19.67,2022-04-06 14:52:57,14:52:57,No
2815,47635,11,Mobile App Notifications,2731,2077,71.21,20.04,2022-03-19 11:43:07,11:43:07,No
2816,81826,11,Mobile App Notifications,5254,3972,76.76,21.18,2022-04-02 14:15:24,14:15:24,No
2817,81710,11,Mobile App Notifications,2346,2106,71.97,23.38,2022-03-31 13:44:31,13:44:31,No
2818,76818,11,Mobile App Notifications,5252,4404,60.71,15.37,2022-03-14 12:58:20,12:58:20,No
2819,99583,11,Mobile App Notifications,4642,3913,67.49,12.02,2022-04-05 15:59:48,15:59:48,No
2820,10344,11,Mobile App Notifications,4696,3756,72.54,10.86,2022-03-29 11:09:16,11:09:16,No
2821,79175,11,Mobile App Notifications,5831,4161,61.45,18.85,2022-03-23 11:29:13,11:29:13,No
2822,57981,11,Mobile App Notifications,3382,2572,55.5,14.06,2022-03-18 10:56:56,10:56:56,No
2823,48586,11,Mobile App Notifications,4805,3738,57.56,10.52,2022-04-03 11:05:36,11:05:36,Yes
2824,48585,11,Mobile App Notifications,3298,2911,69.99,22.04,2022-04-04 08:49:49,08:49:49,No
2825,73750,11,Mobile App Notifications,2320,2138,79.18,23.23,2022-04-05 14:09:04,14:09:04,No
2826,54323,11,Mobile App Notifications,4071,3642,68.15,13.17,2022-03-28 12:28:45,12:28:45,No
2827,16277,11,Mobile App Notifications,2898,2203,64.45,10.21,2022-03-25 14:58:34,14:58:34,Yes
2828,57761,11,Mobile App Notifications,3254,3222,61.49,10.39,2022-03-05 16:37:57,16:37:57,No
2829,50572,11,Mobile App Notifications,5731,4935,69.96,10.18,2022-03-11 14:28:04,14:28:04,No
2830,86732,11,Mobile App Notifications,4826,3701,71.92,15.93,2022-03-17 08:00:43,08:00:43,No
2831,76506,11,Mobile App Notifications,3837,3356,60.72,14.6,2022-03-25 14:37:27,14:37:27,No
2832,87752,11,Mobile App Notifications,5510,4676,59.82,14.38,2022-03-12 13:58:37,13:58:37,No
2833,12623,11,Mobile App Notifications,3629,3025,57.33,14.2,2022-03-10 12:48:40,12:48:40,No
2834,40749,11,Mobile App Notifications,3854,3425,70.71,15.55,2022-03-28 13:59:20,13:59:20,No
2835,12024,11,Mobile App Notifications,3393,2940,69.53,20.78,2022-03-30 17:16:09,17:16:09,Yes
2836,69643,11,Mobile App Notifications,2819,2158,67.37,19.32,2022-04-01 11:31:11,11:31:11,No
2837,23515,11,Mobile App Notifications,4287,2951,66.56,10.43,2022-03-05 11:34:16,11:34:16,No
2838,34046,11,Mobile App Notifications,3640,2662,69.11,18.21,2022-03-12 16:32:38,16:32:38,No
2839,2963,11,Mobile App Notifications,6224,4870,68.59,25.82,2022-04-09 09:51:40,09:51:40,No
2840,99664,11,Mobile App Notifications,5000,4180,63.07,11.95,2022-03-29 10:53:36,10:53:36,Yes
2841,74031,11,Mobile App Notifications,3396,2190,60.31,17.32,2022-03-19 16:51:26,16:51:26,Yes
2842,65560,11,Mobile App Notifications,5248,4228,64.77,22.31,2022-03-13 09:16:57,09:16:57,No
2843,71248,11,Mobile App Notifications,5575,4944,60.05,20.67,2022-03-12 12:56:48,12:56:48,No
2844,46334,11,Mobile App Notifications,4772,3582,57.63,14.98,2022-03-11 13:55:44,13:55:44,No
2845,81871,11,Mobile App Notifications,2725,1971,72.27,20.58,2022-04-03 14:43:10,14:43:10,No
2846,49789,11,Mobile App Notifications,4580,3867,59.45,23.45,2022-04-06 11:34:28,11:34:28,No
2847,38321,11,Mobile App Notifications,3083,2386,65.45,13.09,2022-03-08 12:21:41,12:21:41,No
2848,88728,11,Mobile App Notifications,3190,2698,68.63,21.54,2022-03-12 09:15:49,09:15:49,No
2849,39797,11,Mobile App Notifications,2617,2030,67.16,22.3,2022-04-01 16:55:01,16:55:01,No
2850,66086,11,Mobile App Notifications,1871,1601,71.95,15.0,2022-03-19 08:30:51,08:30:51,No
2851,46400,11,Mobile App Notifications,2839,2686,61.46,13.14,2022-04-06 17:33:56,17:33:56,No
2852,12034,11,Mobile App Notifications,4705,4171,73.34,15.37,2022-04-09 13:31:07,13:31:07,Yes
2853,70849,11,Mobile App Notifications,2493,1803,67.57,25.25,2022-03-18 10:06:19,10:06:19,No
2854,84574,11,Mobile App Notifications,4874,3671,56.68,18.68,2022-03-23 17:21:48,17:21:48,No
2855,81701,11,Mobile App Notifications,4093,3318,71.19,20.83,2022-04-05 15:28:43,15:28:43,No
2856,60366,11,Mobile App Notifications,3703,2616,69.23,14.2,2022-03-25 13:07:44,13:07:44,No
2857,44116,11,Mobile App Notifications,4719,3360,61.7,23.69,2022-03-07 15:52:54,15:52:54,No
2858,82181,11,Mobile App Notifications,2504,1883,59.04,14.91,2022-03-15 11:28:20,11:28:20,Yes
2859,63336,11,Mobile App Notifications,4215,3250,74.05,16.32,2022-04-06 14:59:16,14:59:16,No
2860,63757,11,Mobile App Notifications,4396,3533,71.33,14.49,2022-04-04 07:00:09,07:00:09,No
2861,29691,11,Mobile App Notifications,4243,2750,69.9,25.04,2022-04-05 16:04:05,16:04:05,No
2862,49181,11,Mobile App Notifications,4355,3557,62.22,12.99,2022-03-31 10:03:24,10:03:24,No
2863,26647,11,Mobile App Notifications,3835,3530,69.66,13.9,2022-03-13 11:41:06,11:41:06,No
2864,45595,11,Mobile App Notifications,5725,4927,71.77,16.12,2022-03-20 14:38:24,14:38:24,Yes
2865,71688,11,Mobile App Notifications,4727,4186,69.89,19.13,2022-03-15 08:57:53,08:57:53,Yes
2866,85586,11,Mobile App Notifications,3001,2109,69.42,11.34,2022-04-08 12:02:23,12:02:23,No
2867,45288,11,Mobile App Notifications,2747,2395,66.15,16.28,2022-03-27 18:55:33,18:55:33,No
2868,70168,11,Mobile App Notifications,3402,2628,64.73,14.51,2022-03-24 11:19:37,11:19:37,No
2869,62097,11,Mobile App Notifications,5702,3985,80.88,10.81,2022-03-21 10:15:41,10:15:41,No
2870,28860,11,Mobile App Notifications,4717,3776,62.86,13.34,2022-03-22 11:25:28,11:25:28,No
2871,38919,11,Mobile App Notifications,4686,4046,71.92,20.53,2022-04-02 15:11:57,15:11:57,No
2872,12851,11,Mobile App Notifications,3007,2766,66.25,14.12,2022-03-23 16:09:55,16:09:55,No
2873,40543,11,Mobile App Notifications,2529,1920,84.02,18.25,2022-03-10 10:50:25,10:50:25,No
2874,11470,11,Mobile App Notifications,5875,4498,66.76,18.86,2022-03-23 12:46:14,12:46:14,No
2875,16924,11,Mobile App Notifications,3266,2999,82.58,14.55,2022-04-04 11:49:42,11:49:42,No
2876,9190,11,Mobile App Notifications,3187,2681,57.68,15.73,2022-03-25 11:21:38,11:21:38,No
2877,40202,11,Mobile App Notifications,3564,2873,62.33,20.14,2022-03-08 07:11:19,07:11:19,No
2878,47241,11,Mobile App Notifications,2983,2062,61.91,17.06,2022-03-13 11:46:17,11:46:17,No
2879,93103,11,Mobile App Notifications,4193,3280,62.46,12.91,2022-03-11 10:01:42,10:01:42,Yes
2880,48090,11,Mobile App Notifications,3670,3233,67.14,21.37,2022-03-31 11:25:17,11:25:17,No
2881,43454,11,Mobile App Notifications,6019,5349,77.56,18.21,2022-03-11 12:01:47,12:01:47,No
2882,245,11,Mobile App Notifications,3077,2574,78.29,10.52,2022-04-06 11:39:03,11:39:03,No
2883,26693,11,Mobile App Notifications,4833,4168,64.28,18.43,2022-04-07 13:46:53,13:46:53,No
2884,80845,11,Mobile App Notifications,2933,2665,69.64,21.74,2022-03-23 12:16:56,12:16:56,No
2885,14070,11,Mobile App Notifications,5217,4247,68.96,10.53,2022-03-15 13:51:00,13:51:00,No
2886,26823,11,Mobile App Notifications,5871,4507,75.29,10.98,2022-04-01 15:33:12,15:33:12,No
2887,86029,11,Mobile App Notifications,4610,3677,75.38,22.89,2022-03-20 12:06:22,12:06:22,No
2888,58503,11,Mobile App Notifications,5271,4204,59.04,13.06,2022-03-14 17:18:05,17:18:05,No
2889,49269,11,Mobile App Notifications,2618,1711,74.06,24.81,2022-03-14 15:33:33,15:33:33,No
2890,1154,11,Mobile App Notifications,6396,4846,73.64,20.09,2022-04-05 12:45:51,12:45:51,No
2891,59200,11,Mobile App Notifications,4634,3546,70.64,19.08,2022-03-05 15:41:18,15:41:18,No
2892,37281,11,Mobile App Notifications,4577,3280,59.14,24.36,2022-03-25 09:02:02,09:02:02,No
2893,72427,11,Mobile App Notifications,3825,3253,72.07,18.48,2022-03-09 05:36:43,05:36:43,Yes
2894,20388,11,Mobile App Notifications,2112,2016,58.1,19.9,2022-03-27 15:40:30,15:40:30,No
2895,48853,11,Mobile App Notifications,3749,2901,61.04,19.57,2022-03-17 10:19:12,10:19:12,No
2896,32720,11,Mobile App Notifications,5682,4213,57.66,11.4,2022-03-11 14:47:15,14:47:15,No
2897,10838,11,Mobile App Notifications,3964,3411,68.22,14.26,2022-03-13 21:34:29,21:34:29,No
2898,78496,11,Mobile App Notifications,3556,3268,60.77,21.14,2022-04-02 17:08:02,17:08:02,No
2899,47395,11,Mobile App Notifications,2994,2689,75.0,22.58,2022-03-22 14:31:02,14:31:02,No
2900,81111,11,Mobile App Notifications,4114,2740,67.06,13.68,2022-03-13 10:04:08,10:04:08,No
2901,1530,11,Mobile App Notifications,4842,3234,68.87,10.89,2022-03-05 17:24:41,17:24:41,No
2902,3035,11,Mobile App Notifications,2417,1945,75.93,12.72,2022-03-26 11:18:59,11:18:59,No
2903,68956,11,Mobile App Notifications,3953,2997,66.94,17.16,2022-03-22 16:24:05,16:24:05,No
2904,68056,11,Mobile App Notifications,5553,4538,75.86,17.78,2022-03-19 11:54:00,11:54:00,No
2905,29615,11,Mobile App Notifications,4356,3388,69.06,19.36,2022-03-19 13:06:11,13:06:11,Yes
2906,4170,11,Mobile App Notifications,3081,2608,58.81,25.18,2022-04-01 13:54:58,13:54:58,No
2907,68603,11,Mobile App Notifications,4854,3417,73.66,18.34,2022-03-31 13:09:09,13:09:09,No
2908,44304,11,Mobile App Notifications,5071,4458,67.68,16.96,2022-04-01 17:27:48,17:27:48,Yes
2909,42213,11,Mobile App Notifications,5105,4347,64.29,19.81,2022-03-23 13:05:55,13:05:55,No
2910,25851,11,Mobile App Notifications,3618,2626,71.34,11.32,2022-04-04 10:11:32,10:11:32,No
2911,4107,11,Mobile App Notifications,3820,2716,76.49,21.66,2022-03-22 13:41:17,13:41:17,No
2912,56946,11,Mobile App Notifications,4882,4383,65.83,20.66,2022-03-17 12:22:51,12:22:51,No
2913,92811,11,Mobile App Notifications,3317,2735,73.0,14.21,2022-03-12 12:16:04,12:16:04,No
2914,98233,11,Mobile App Notifications,2261,1795,64.14,15.8,2022-03-24 11:12:10,11:12:10,No
2915,454,11,Mobile App Notifications,3591,3010,71.39,22.89,2022-03-05 13:51:50,13:51:50,No
2916,91096,11,Mobile App Notifications,3331,2499,74.99,17.52,2022-03-20 05:22:21,05:22:21,No
2917,79301,11,Mobile App Notifications,3909,2794,72.03,22.39,2022-03-11 09:37:38,09:37:38,No
2918,19740,11,Mobile App Notifications,4510,3157,65.39,21.48,2022-03-09 10:07:13,10:07:13,No
2919,74131,11,Mobile App Notifications,4348,2914,67.08,25.43,2022-04-09 16:50:34,16:50:34,No
2920,20464,11,Mobile App Notifications,5868,4642,85.86,21.76,2022-03-13 13:57:51,13:57:51,Yes
2921,80552,11,Mobile App Notifications,4639,3660,59.23,16.99,2022-03-12 11:04:31,11:04:31,No
2922,57080,11,Mobile App Notifications,2964,2328,62.53,14.8,2022-03-15 13:00:15,13:00:15,No
2923,19395,11,Mobile App Notifications,5507,4891,61.91,10.0,2022-03-15 18:10:25,18:10:25,No
2924,18475,11,Mobile App Notifications,2529,2311,79.46,21.26,2022-03-24 09:58:16,09:58:16,No
2925,65294,11,Mobile App Notifications,4789,4193,63.51,15.91,2022-04-01 13:03:02,13:03:02,No
2926,8435,11,Mobile App Notifications,3604,2920,64.15,14.3,2022-04-08 14:10:30,14:10:30,No
2927,11635,11,Mobile App Notifications,3822,3144,69.26,13.56,2022-04-07 14:41:51,14:41:51,No
2928,59336,11,Mobile App Notifications,3299,2699,59.11,16.74,2022-04-09 14:28:38,14:28:38,No
2929,59539,11,Mobile App Notifications,4267,3792,61.78,17.24,2022-03-06 13:44:12,13:44:12,No
2930,13735,11,Mobile App Notifications,4976,4566,73.48,18.98,2022-04-08 14:19:59,14:19:59,No
2931,50146,11,Mobile App Notifications,3585,2895,65.95,11.95,2022-03-18 12:13:16,12:13:16,No
