age,credit_default,income,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management,days_since_last_transaction,current_balance,peak_month,peak_month_spending,peak_month_frequency,total_transactions_3m,total_transactions_6m,total_transactions_12m,total_transaction_amount_3m,total_transaction_amount_6m,total_transaction_amount_12m,average_transaction_amount_3m,average_transaction_amount_6m,average_transaction_amount_12m,transaction_frequency_3m,transaction_frequency_6m,transaction_frequency_12m,high_value_transaction_rate_3m,high_value_transaction_rate_6m,high_value_transaction_rate_12m,online_transaction_ratio_3m,online_transaction_ratio_6m,online_transaction_ratio_12m,has_mobile_app,has_web_account,mobile_logins_per_week,web_logins_per_week,avg_mobile_session_duration,avg_web_session_duration,job_blue-collar,job_entrepreneur,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,region_Suburban,region_Urban,cluster
45,0,5940,1,1,1,1,1,0,1,60,14763.45403034514,6,65230.043209963806,48,118,202,444,34971.68355824427,49154.95787423927,300415.7616253752,296.3701996461379,243.3413756150459,676.612075732827,39.333333333333336,33.666666666666664,37.0,0.0932203389830508,0.0891089108910891,0.0698198198198198,0.8102844548811546,0.7240559358582944,0.7176190419284999,1,1,7,5,3.4,2.2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2
48,0,3352,1,1,0,1,0,1,0,12,6877.693751483433,5,10476.256448001335,37,73,160,390,11411.900182719262,35275.80444227065,65414.59408051767,156.32739976327755,220.4737777641916,167.72972841158378,24.33333333333333,26.666666666666668,32.5,0.0684931506849315,0.05625,0.0846153846153846,0.6528633037214088,0.6826400367777803,0.590732924849428,1,0,6,0,2.8,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,0,1691,1,1,1,1,0,1,1,0,4911.474147220796,9,11222.88365892432,46,95,205,371,8061.358715545888,11186.482953654657,74559.29398700055,84.85640753206198,54.56820953002271,200.96844740431416,31.666666666666668,34.166666666666664,30.916666666666668,0.0842105263157894,0.0780487804878048,0.0997304582210242,0.5157657776645977,0.6337829037979682,0.6745574688574651,0,1,0,6,0.0,6.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31,0,1312,0,1,0,0,0,1,0,28,3837.921455693694,12,1725.0332414699465,42,109,180,372,7953.04126103329,9342.102591414188,7169.290222111191,72.9636812938834,51.90056995230105,19.272285543309653,36.333333333333336,30.0,31.0,0.0458715596330275,0.0277777777777777,0.0618279569892473,0.7156008953251839,0.6491400787833064,0.704831567108321,1,1,11,6,3.0,3.4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
41,0,4287,1,0,1,1,0,1,0,1,6175.902024212789,10,66185.91951656624,54,92,259,408,18617.3623362291,42149.217796132776,342661.14180301566,202.36263408944677,162.7382926491613,839.8557397132737,30.666666666666668,43.16666666666666,34.0,0.1739130434782608,0.1621621621621621,0.1666666666666666,0.6465523191512365,0.5784463137202183,0.6454083732067585,1,1,6,4,2.9,4.8,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2
54,0,3873,1,1,0,1,0,1,0,15,5799.41207536376,7,14687.5640267589,43,125,174,439,22499.173311412946,42258.22136739483,80852.53817270213,179.99338649130357,242.8633411919243,184.1743466348568,41.66666666666666,29.0,36.583333333333336,0.128,0.0689655172413793,0.082004555808656,0.7100433895667039,0.683679146605565,0.623300260682796,1,1,6,8,1.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,0,2797,1,1,0,1,1,1,1,17,7582.998319255995,7,14750.836640951256,45,132,197,422,18370.483912151903,22045.093328811112,63770.829452526064,139.17033266781746,111.9040270498026,151.11570960314234,44.0,32.833333333333336,35.166666666666664,0.1136363636363636,0.1218274111675127,0.0805687203791469,0.5384829726033051,0.60818222591382,0.657879791579324,1,1,5,6,2.9,6.1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
40,0,2937,1,0,0,1,0,1,0,68,3048.993882549236,10,12884.831204577811,46,107,199,406,16174.359952351408,40780.54685448002,70411.36139465617,151.16224254534026,204.9273711280403,173.42699850900533,35.666666666666664,33.166666666666664,33.833333333333336,0.0560747663551401,0.0703517587939698,0.0738916256157635,0.7456014178040569,0.6941818652314223,0.6755908779035582,1,1,7,6,3.6,2.8,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
61,0,4401,1,1,0,1,0,0,0,25,9433.367840406854,11,14336.400582429813,37,68,155,325,15099.677021974983,27705.455806637685,60767.77816652517,222.0540738525733,178.74487617185602,186.9777789739236,22.666666666666668,25.83333333333333,27.08333333333333,0.1176470588235294,0.0774193548387096,0.083076923076923,0.3972960277977824,0.5234152151694231,0.4937363653675826,1,1,6,7,6.3,8.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
44,0,3811,1,1,1,1,1,1,1,19,4426.4172822980445,4,11564.088438548975,47,99,245,417,20765.817064608666,24861.38997134017,61223.73084061266,209.75572792534,101.4750611075109,146.8194984187354,33.0,40.833333333333336,34.75,0.0404040404040404,0.036734693877551,0.0479616306954436,0.6364039364641013,0.6906365569583728,0.5590030901848406,1,1,6,4,4.7,8.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
57,0,4563,1,1,0,1,1,1,0,10,8992.586119767371,7,10780.91762577207,43,97,251,458,18196.8656997372,71496.62748512256,47428.57908972944,187.59655360553813,284.84712145467154,103.55584954089396,32.333333333333336,41.833333333333336,38.16666666666666,0.0618556701030927,0.0557768924302788,0.0982532751091703,0.7061327958747333,0.6219463384933227,0.6838289544353124,1,1,6,8,2.9,7.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
31,0,2252,1,1,0,1,1,1,0,102,3962.161552636952,1,5967.942796616065,42,0,164,370,0.0,39938.97467899112,34708.70019128558,0.0,243.53033340848245,93.80729781428536,0.0,27.33333333333333,30.83333333333333,0.0,0.1280487804878048,0.1189189189189189,0.0,0.5925341408264106,0.6226545109408788,1,1,11,5,5.1,4.2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
52,0,3463,1,1,1,0,0,0,0,0,7494.21495681621,2,5055.237736171629,38,134,205,382,20227.48216139204,26650.933512004565,24074.809764371883,150.95135941337344,130.00455371709543,63.0230622103976,44.66666666666666,34.166666666666664,31.83333333333333,0.0522388059701492,0.073170731707317,0.0549738219895288,0.6327270341180269,0.5707131634419698,0.6466040586955386,1,1,6,6,3.5,5.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,0,1488,1,0,0,1,1,1,0,8,2328.611740935395,8,3209.433017796238,44,65,187,332,4852.392971642143,11275.097444683424,15620.351627589056,74.65219956372528,60.29463874162258,47.049251890328485,21.666666666666668,31.166666666666668,27.666666666666668,0.0461538461538461,0.0588235294117647,0.0391566265060241,0.6163431264163973,0.6339943352366473,0.6876116882542286,0,1,0,4,0.0,0.7,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
54,0,4063,1,0,0,1,1,1,0,200,11730.369602452196,3,24972.67130499254,44,119,0,437,23738.905137154597,0.0,133145.75351015347,199.48659779121508,0.0,304.6813581468043,39.66666666666666,0.0,36.41666666666666,0.1764705882352941,0.0,0.1578947368421052,0.7065920587111003,0.0,0.5758061670928026,0,1,0,7,0.0,9.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
51,0,806,0,0,0,1,1,0,0,58,1716.6425774387665,1,2241.428532689274,28,42,89,258,1503.2284381460142,4581.612450999356,10847.91715446235,35.79115328919082,51.47879158426243,42.04619052117189,14.0,14.833333333333334,21.5,0.0476190476190476,0.0337078651685393,0.0697674418604651,0.6191596336538806,0.6024955842686172,0.5870846352761682,1,1,5,8,4.9,1.7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
35,0,3351,1,0,0,1,0,1,0,20,9138.92954165286,7,15182.619006676056,45,105,224,440,16210.455827144402,48108.0572300741,100220.80025905553,154.38529359185145,214.76811263425935,227.774546043308,35.0,37.333333333333336,36.66666666666666,0.0571428571428571,0.1294642857142857,0.1159090909090909,0.648469641323828,0.7102303919690924,0.5718458786999102,1,1,12,6,4.3,7.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43,0,3742,1,1,1,0,1,1,0,0,4262.536059799668,10,21212.98816363208,49,68,210,432,12520.33079545753,64721.1707539855,87425.48871795456,184.12251169790488,308.1960512094548,202.37381647674667,22.666666666666668,35.0,36.0,0.0588235294117647,0.0666666666666666,0.0717592592592592,0.6631847495447312,0.6321720717974865,0.5835738887728033,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33,0,6032,1,0,0,1,0,1,0,16,14758.23662600178,12,31299.46959132033,62,141,246,503,36698.90618082075,61594.646819567424,167075.63672302154,260.27593036043083,250.38474316897327,332.158323505013,47.0,41.0,41.91666666666666,0.1134751773049645,0.0853658536585365,0.1351888667992047,0.7168327974547717,0.7073363761501286,0.8225749833866436,1,1,11,4,3.0,2.4,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
26,0,924,1,0,0,1,0,0,0,25,1699.8624359684557,12,1473.1367411280849,34,68,154,326,3489.057214006203,7977.810500448434,6561.046296238437,51.309664911855926,51.8039642886262,20.125908884166986,22.666666666666668,25.666666666666668,27.166666666666668,0.0588235294117647,0.0389610389610389,0.0613496932515337,0.6047128391181279,0.5804421399177375,0.5389680111963611,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
62,0,1599,1,1,0,0,0,1,1,1,4269.684894890274,2,8415.04892477819,27,69,153,289,4949.796730182267,12356.660937237037,39385.41802291584,71.73618449539518,80.76248978586297,136.28172326268455,23.0,25.5,24.08333333333333,0.0579710144927536,0.0588235294117647,0.0553633217993079,0.4359668379191879,0.5433341903888472,0.4804394603640801,0,1,0,8,0.0,6.4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
56,0,2968,1,1,0,1,0,1,0,1,3259.979282486737,2,7977.74463236981,42,71,155,370,10146.977109031412,20000.03540362692,48954.23002399975,142.9151705497382,129.03248647501238,132.30872979459392,23.666666666666668,25.83333333333333,30.83333333333333,0.0704225352112676,0.0709677419354838,0.1027027027027027,0.6750800375746524,0.7281416746378738,0.6562496739396192,1,1,6,7,3.9,5.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
43,0,3355,1,1,1,1,0,1,0,55,6428.428954551821,3,11565.55679684418,40,122,257,408,18781.498348186135,43428.962060012615,52771.57715714355,153.94670777201753,168.98428817125532,129.34210087535183,40.66666666666666,42.833333333333336,34.0,0.0737704918032786,0.0894941634241245,0.1004901960784313,0.6204051535778857,0.6124773016942786,0.6812546712229167,1,1,7,5,3.2,6.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
58,0,706,0,0,1,0,0,1,0,21,1661.2315688116264,9,1206.8559954988011,28,59,114,243,2493.581266787456,8264.859237748484,6239.598692626049,42.264089267584,72.49876524340776,25.67736087500432,19.666666666666668,19.0,20.25,0.0508474576271186,0.0701754385964912,0.0493827160493827,0.5965710806383788,0.6851370202464976,0.7133996511655973,1,1,5,8,3.4,7.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
57,0,2346,1,0,1,1,0,1,0,23,2478.959084354554,9,15245.514445321194,33,103,181,348,11975.321633583935,22373.969424559444,81208.12767020281,116.2652585784848,123.61309074342236,233.35668870747932,34.333333333333336,30.166666666666668,29.0,0.1067961165048543,0.0718232044198895,0.0890804597701149,0.606234033694147,0.5860428335765585,0.6939554686231392,1,1,6,8,1.6,2.7,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
41,0,1908,1,1,1,1,0,1,0,38,4987.474646588926,4,8914.606082559481,44,84,203,350,7580.85733140853,15157.079208599143,46193.26746932847,90.24830156438726,74.66541482068544,131.98076419808137,28.0,33.833333333333336,29.166666666666668,0.0595238095238095,0.0591133004926108,0.0371428571428571,0.6571386916740625,0.641119993937947,0.5719030931877102,1,1,6,5,4.7,6.2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
41,0,3316,1,1,1,1,0,0,0,17,6498.128010758435,3,18082.41784793289,48,64,227,393,9289.302465207918,29061.73668195045,108361.08732065398,145.14535101887373,128.02527172665395,275.727957558916,21.33333333333333,37.833333333333336,32.75,0.15625,0.079295154185022,0.089058524173028,0.6498782072723743,0.5869321695992684,0.6623757391733553,1,1,6,4,3.6,6.9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
38,0,3036,0,0,1,1,0,1,0,200,4352.046846877793,1,13667.552570868627,53,88,0,411,13879.8332553918,0.0,78458.70322900935,157.72537790217956,0.0,190.89708814844124,29.33333333333333,0.0,34.25,0.0795454545454545,0.0,0.072992700729927,0.5941108253654062,0.0,0.6654217089007238,1,1,11,4,0.6,7.2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
37,0,2504,1,0,1,0,0,1,0,12,4076.821372703853,1,17508.43844633975,47,67,196,418,7966.514195918894,16691.42903970517,86893.03260307145,118.90319695401334,85.16035224339373,207.8780684284006,22.33333333333333,32.666666666666664,34.833333333333336,0.0597014925373134,0.0510204081632653,0.0382775119617224,0.6343298089247945,0.680870288288118,0.6514095024014261,1,0,10,0,0.7,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
48,0,2969,1,0,0,1,0,1,0,16,8859.172623567863,5,21513.69659128773,49,90,266,461,11209.820671650026,28122.26303394445,127536.56645806962,124.55356301833362,105.72279336069344,276.65198797845903,30.0,44.333333333333336,38.41666666666666,0.0777777777777777,0.1278195488721804,0.0737527114967462,0.6509627187736597,0.6264287159744099,0.6374631856754264,1,1,6,6,4.0,6.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
57,1,8840,1,1,0,1,1,1,0,37,12139.950173578603,2,58913.43312618922,44,118,219,451,55153.70136284971,133111.47316167655,259266.69978429365,467.4042488377094,607.8149459437285,574.8707312290325,39.333333333333336,36.5,37.583333333333336,0.1525423728813559,0.1598173515981735,0.1396895787139689,0.613663644765325,0.595839614120824,0.6152987014622247,1,1,3,8,4.3,4.3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2
40,0,5187,1,0,1,1,1,0,0,0,14428.9478648581,5,31131.97988434162,56,109,255,494,28305.858774264696,65169.59151355315,140843.77290740004,259.68677774554766,255.5670255433457,285.1088520392713,36.333333333333336,42.5,41.16666666666666,0.055045871559633,0.1058823529411764,0.1214574898785425,0.6720697779997661,0.604405287813675,0.7142663942424324,1,1,6,5,3.5,4.1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2
57,0,1245,1,1,1,1,0,0,0,5,3168.0091180808845,2,5938.10447060957,40,84,163,410,5469.498634211604,10733.541918104464,25089.40995389192,65.11307897870957,65.8499504178188,61.19368281437054,28.0,27.166666666666668,34.166666666666664,0.0833333333333333,0.0736196319018405,0.1048780487804878,0.5857860229618103,0.6098504712370227,0.5940305493390533,1,1,4,9,6.3,8.8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
55,0,4208,1,0,1,1,0,1,1,0,10757.575924853383,12,26312.960795356204,49,118,189,478,24038.7087852685,30132.91620655352,122179.50571951648,203.71787106159744,159.43341908229374,255.6056605010805,39.333333333333336,31.5,39.833333333333336,0.0677966101694915,0.1322751322751322,0.1401673640167364,0.6058841623471529,0.593560293345422,0.7118455954416321,0,1,0,7,0.0,8.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
21,0,336,0,0,0,1,0,0,0,7,890.4170565896419,2,1005.5239300264856,32,81,184,347,1225.3212535171515,3351.098153864089,6587.239202458428,15.127422882927796,18.212489966652655,18.98339827797818,27.0,30.666666666666668,28.916666666666668,0.074074074074074,0.0869565217391304,0.0749279538904899,0.7796959943260229,0.6840341374434196,0.6369268109982384,1,1,10,4,1.9,4.6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
39,0,9259,1,0,1,1,0,0,0,16,16959.466156021477,3,56589.82057614269,63,168,247,502,68352.0908821718,236191.13461327707,262662.92105222226,406.8576838224512,956.2394113897856,523.2329104625942,56.0,41.16666666666666,41.833333333333336,0.1488095238095238,0.1578947368421052,0.0936254980079681,0.6777479438096617,0.6647043700683706,0.6934939062047011,1,1,11,5,3.3,4.9,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2
30,0,414,0,0,1,1,1,1,0,20,710.4765999619075,12,2690.1694023535733,27,48,131,260,995.4674425066772,1916.7004456409047,13634.35586795139,20.73890505222244,14.631301111762635,52.4398302613515,16.0,21.83333333333333,21.666666666666668,0.1041666666666666,0.0610687022900763,0.0692307692307692,0.5354941953164367,0.5504061417263525,0.5631551498357945,1,0,11,0,2.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
21,0,1398,1,1,1,1,0,0,1,21,2668.465144136405,3,7884.129826696562,38,93,161,319,7791.077545053918,13463.386361777311,37979.38627592068,83.77502736617116,83.62351777501436,119.05763722859147,31.0,26.83333333333333,26.58333333333333,0.021505376344086,0.062111801242236,0.0501567398119122,0.6951631889099904,0.7698680265268492,0.6937797160032818,1,0,10,0,1.9,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
47,0,3127,1,0,0,0,0,0,0,200,4299.926324933668,9,16607.222183531227,48,136,0,465,18170.673922462407,0.0,83396.61276513038,133.60789648869417,0.0,179.34755433361372,45.333333333333336,0.0,38.75,0.088235294117647,0.0,0.1053763440860215,0.6674490357635443,0.0,0.6441571540693034,0,1,0,5,0.0,7.6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
30,0,3651,1,1,0,1,1,1,0,14,6796.89211889079,9,15114.105587645485,46,85,203,436,18357.47055293778,60209.46486395999,73601.32222279327,215.970241799268,296.59834908354674,168.81037207062676,28.33333333333333,33.833333333333336,36.333333333333336,0.1058823529411764,0.1625615763546798,0.1399082568807339,0.6442304184086906,0.6569293418245029,0.5830045842945049,1,1,11,6,3.6,6.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,0,3360,1,1,1,1,0,1,1,60,3411.282174093948,3,19646.865787842373,35,82,159,381,13003.8696842022,27471.29830274809,86285.93170691954,158.5837766366122,172.77546102357292,226.47226169795155,27.33333333333333,26.5,31.75,0.1097560975609756,0.1069182389937107,0.0997375328083989,0.6681195180245239,0.6103604157795868,0.673798548675902,1,1,10,4,2.2,1.1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
43,0,4039,1,1,1,1,0,1,0,0,8120.708130560863,10,31568.35941491569,54,119,260,452,19997.68452591533,44008.30508457807,148121.05185573408,168.04776912533893,169.2627118637618,327.70144215870374,39.66666666666666,43.333333333333336,37.66666666666666,0.1176470588235294,0.0884615384615384,0.1061946902654867,0.607990067665966,0.7578457373680331,0.5951564281241346,1,1,6,4,2.6,4.5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
45,0,6148,1,1,1,1,1,1,1,17,15853.707590433723,2,33254.11489380841,62,122,247,520,35989.45308582402,64982.173208811226,174244.70056153517,294.9955170969181,263.08572149316285,335.08596261833685,40.66666666666666,41.16666666666666,43.333333333333336,0.0737704918032786,0.1012145748987854,0.1,0.6632510957152756,0.6387312516373028,0.6939161718805371,1,1,6,5,4.7,9.6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2
48,0,4131,1,0,1,1,1,1,0,0,4741.846868294129,4,14183.873605615052,43,84,242,416,15369.222670181003,77023.38147923733,62913.47823823145,182.96693654977383,318.27843586461705,151.23432268805638,28.0,40.333333333333336,34.666666666666664,0.1785714285714285,0.1570247933884297,0.1322115384615384,0.6278264358692691,0.6955417227235887,0.8000279129580471,1,1,6,6,6.0,2.5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
45,0,4304,1,1,1,1,0,1,0,131,12597.029402662589,1,14817.403433500443,52,0,269,430,0.0,47794.61915443417,87457.04594437414,0.0,177.67516414287795,203.38847894040495,0.0,44.833333333333336,35.833333333333336,0.0,0.137546468401487,0.113953488372093,0.0,0.6708892619663243,0.6350750175384582,1,0,6,0,4.1,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
35,0,2353,1,1,1,1,0,1,0,11,6909.538220370524,7,15013.981564156924,43,100,188,389,11629.90550197785,22440.1976212427,89114.31913040583,116.2990550197785,119.36275330448244,229.08565329153168,33.333333333333336,31.33333333333333,32.416666666666664,0.0,0.0851063829787234,0.0874035989717223,0.6809956647858149,0.6888118706641468,0.5669678974362985,1,1,10,4,2.2,4.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63,0,2191,1,1,1,1,0,0,0,51,5311.597122573096,5,1083.0621868106423,16,30,65,144,3721.03922250945,8591.020562075462,4768.210358755296,124.034640750315,132.1695471088533,33.112571935800666,10.0,10.833333333333334,12.0,0.0666666666666666,0.1076923076923077,0.1111111111111111,0.4822867898053541,0.5034622961119808,0.4725919314265964,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
67,0,2482,1,1,1,1,0,0,0,28,5156.931034289383,1,8379.039566350759,15,28,69,170,3342.7003425557727,7959.526537385122,42755.52391895581,119.3821550912776,115.3554570635525,251.50308187621067,9.333333333333334,11.5,14.166666666666666,0.0714285714285714,0.1594202898550724,0.0941176470588235,0.4694931646172652,0.4664241919272479,0.4988164137234248,1,1,6,9,7.2,5.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
62,0,3591,1,0,0,1,0,1,1,6,6497.3622944300405,10,17714.954763165475,35,77,151,304,13712.48046772014,21990.66346470047,81627.10436988434,178.08416191844336,145.63353287881105,268.5102117430406,25.666666666666668,25.166666666666668,25.33333333333333,0.1038961038961039,0.0927152317880794,0.1381578947368421,0.4582503235966777,0.4549990886430614,0.5156576661799511,1,1,5,7,5.7,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
46,0,6731,1,0,0,1,1,1,0,35,7618.360769982817,8,65593.06597911745,60,147,223,516,50628.93751893725,38407.75319151691,389219.3085306912,344.4145409451514,172.23207709200406,754.3009855245954,49.0,37.16666666666666,43.0,0.1088435374149659,0.1121076233183856,0.1414728682170542,0.6505236829140917,0.6777792645261209,0.673853599923989,1,1,8,5,7.5,5.3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
42,0,2939,1,0,1,1,0,1,0,12,5954.77106203549,9,10849.296043921922,44,98,267,450,12431.7930917947,64199.062238860846,57503.52555562904,126.85503154892552,240.4459259882429,127.7856123458423,32.666666666666664,44.5,37.5,0.0306122448979591,0.0636704119850187,0.0644444444444444,0.6178391060695994,0.6663910120916595,0.6776396451684654,1,0,5,0,1.5,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
41,0,3535,1,1,0,0,0,1,1,14,5117.274080290406,5,31422.87361813509,41,131,204,440,20361.0578742488,36577.13043751176,157903.54802115774,155.42792270418929,179.29965900741055,358.87170004808576,43.66666666666666,34.0,36.66666666666666,0.0458015267175572,0.0539215686274509,0.0318181818181818,0.7093786207426849,0.6251594047215469,0.6299289978759638,1,1,5,5,5.6,7.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
31,0,5765,1,1,1,1,0,1,1,145,8537.961874884568,2,40039.832569630446,60,0,319,535,0.0,94406.7549662352,200347.65538300472,0.0,295.9459403330257,374.48159884673777,0.0,53.16666666666666,44.583333333333336,0.0,0.1316614420062695,0.1719626168224299,0.0,0.7296092069506575,0.7320502989244372,1,1,12,6,2.9,4.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
38,0,7620,1,1,0,0,0,1,1,12,14817.729797727952,5,103965.29842246795,58,146,205,552,54110.68986266192,52905.581760730216,416622.4792310422,370.6211634428899,258.0760085889279,754.7508681721779,48.66666666666666,34.166666666666664,46.0,0.1232876712328767,0.0975609756097561,0.1231884057971014,0.7271713003930217,0.6421333527177372,0.6394003313677799,1,0,10,0,3.1,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2
46,0,1268,0,1,0,1,0,1,0,200,2488.5927778475684,9,13150.688420307648,33,82,0,357,6421.447647301062,0.0,63722.11320787592,78.31033716220807,0.0,178.49331430777568,27.33333333333333,0.0,29.75,0.024390243902439,0.0,0.0448179271708683,0.6932702744474398,0.0,0.6350946909391825,1,1,5,4,4.7,3.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
86,0,1742,1,1,0,1,0,0,1,37,2812.12777509476,3,12318.602118016795,16,32,70,149,2913.146146867675,3242.0239301459483,63428.34661023137,91.03581708961484,46.31462757351355,425.6936014109488,10.666666666666666,11.666666666666666,12.416666666666666,0.0625,0.0428571428571428,0.0604026845637583,0.5110529995529991,0.4960627890236989,0.4743792606614702,0,1,0,9,0.0,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
53,0,3827,1,1,1,1,0,1,1,32,7508.944021701241,3,13638.226016543018,50,111,245,484,20247.784086672884,35635.75067817338,89321.6029584959,182.41246924930527,145.45204358438116,184.54876644317332,37.0,40.833333333333336,40.333333333333336,0.0990990990990991,0.0816326530612244,0.0764462809917355,0.6928256359305226,0.6264513212712521,0.6441556624799958,0,1,0,7,0.0,10.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37,0,1287,1,1,0,1,0,1,0,17,2481.586867941687,7,4231.314450225542,46,144,288,378,9387.163213283124,22604.19448409124,24957.22837103068,65.18863342557725,78.48678640309458,66.02441367997534,48.0,48.0,31.5,0.1319444444444444,0.1041666666666666,0.0925925925925925,0.5749119606822772,0.5974822221399851,0.704421957565952,1,1,13,6,5.9,7.2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
31,0,2765,1,1,0,1,0,0,0,29,5380.248254840352,11,15168.7403994692,47,120,183,417,17004.726355100196,19232.593901679236,87612.9110930987,141.7060529591683,105.0961415392308,210.10290429999685,40.0,30.5,34.75,0.0916666666666666,0.0437158469945355,0.0647482014388489,0.6698951061918259,0.5822040661804438,0.779362915384654,1,1,11,6,2.7,7.1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
49,0,3069,1,1,1,1,1,1,1,15,3983.891284190191,12,10771.58974795184,42,117,219,458,19705.212343016003,29264.58334432277,64509.60974731098,168.42061831637608,133.62823444896244,140.85067630417245,39.0,36.5,38.16666666666666,0.0598290598290598,0.0867579908675799,0.111353711790393,0.5636195162730243,0.7285373754405773,0.6582265493652522,1,1,5,4,3.1,6.3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
64,0,2533,1,1,1,1,1,1,1,0,6000.151862403829,12,4471.258008241121,29,71,131,234,8023.604646217359,20824.475709873543,20370.36357699045,113.00851614390646,158.9654634341492,87.05283579910449,23.666666666666668,21.83333333333333,19.5,0.1267605633802817,0.0763358778625954,0.0982905982905982,0.4475477766620769,0.477156067964094,0.4836228253957054,1,1,7,7,2.4,5.6,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
53,0,3394,1,1,0,1,0,0,0,26,8197.114427088058,9,11775.047123715143,42,66,190,408,12133.604767263228,43862.75606854521,57280.21793577353,183.8424964736853,230.85661088708005,140.39269101905276,22.0,31.666666666666668,34.0,0.1212121212121212,0.1368421052631579,0.0980392156862745,0.7029910506779629,0.685558026236183,0.6739080863520798,1,1,6,8,3.1,2.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
