engagement_id,customer_id,campaign_id,channel,sent,delivered,opened,clicked,engagement_date,engagement_time,conversion_status
2450,8714,4,Email,Yes,Yes,No,No,2023-01-17 15:08:51,15:08:51,No
2451,1276,4,Email,Yes,Yes,Yes,No,2023-02-06 17:46:01,17:46:01,No
2452,2633,4,Email,Yes,Yes,No,No,2023-02-14 13:20:00,13:20:00,No
2453,7097,4,Email,Yes,Yes,No,No,2023-02-17 17:12:35,17:12:35,No
2454,9402,4,Email,Yes,Yes,No,No,2023-01-16 13:47:58,13:47:58,No
2455,6246,4,Email,Yes,Yes,No,Yes,2023-01-16 14:55:08,14:55:08,No
2456,8699,4,Email,Yes,Yes,No,No,2023-02-02 10:04:13,10:04:13,No
2457,6601,4,Email,Yes,Yes,No,No,2023-02-19 10:06:57,10:06:57,No
2458,5932,4,Email,Yes,Yes,No,No,2023-02-05 13:55:10,13:55:10,Yes
2459,1011,4,Email,Yes,Yes,Yes,No,2023-01-29 09:48:42,09:48:42,No
2460,980,4,Email,Yes,Yes,No,No,2023-02-12 17:21:44,17:21:44,No
2461,1002,4,Email,Yes,Yes,No,No,2023-02-17 11:05:03,11:05:03,No
2462,9179,4,Email,Yes,Yes,No,No,2023-02-05 15:16:59,15:16:59,No
2463,8948,4,Email,Yes,Yes,No,No,2023-02-20 12:15:47,12:15:47,No
2464,8739,4,Email,Yes,No,Yes,No,2023-01-28 14:07:35,14:07:35,No
2465,9199,4,Email,Yes,Yes,No,No,2023-02-01 11:19:23,11:19:23,No
2466,1573,4,Email,Yes,Yes,No,No,2023-02-03 13:20:28,13:20:28,No
2467,679,4,Email,Yes,Yes,No,No,2023-02-17 10:45:49,10:45:49,No
2468,6,4,Email,Yes,Yes,No,No,2023-02-16 08:16:59,08:16:59,No
2469,8489,4,Email,Yes,Yes,Yes,No,2023-01-21 10:48:44,10:48:44,No
2470,7591,4,Email,Yes,Yes,Yes,No,2023-01-17 11:11:12,11:11:12,No
2471,1773,4,Email,Yes,Yes,No,No,2023-01-17 14:21:07,14:21:07,No
2472,8353,4,Email,Yes,Yes,No,No,2023-02-10 11:08:54,11:08:54,Yes
2473,913,4,Email,Yes,Yes,No,No,2023-02-02 09:46:22,09:46:22,No
2474,955,4,Email,Yes,Yes,No,No,2023-02-16 12:24:28,12:24:28,No
2475,2714,4,Email,Yes,Yes,No,No,2023-02-10 04:08:38,04:08:38,Yes
2476,1558,4,Email,Yes,Yes,No,No,2023-01-31 09:31:02,09:31:02,No
2477,8437,4,Email,Yes,Yes,No,No,2023-02-01 13:18:03,13:18:03,No
2478,7719,4,Email,Yes,Yes,Yes,No,2023-02-19 13:59:43,13:59:43,No
2479,9645,4,Email,Yes,Yes,No,No,2023-01-20 10:31:24,10:31:24,No
2480,6072,4,Email,Yes,Yes,No,No,2023-01-18 12:41:46,12:41:46,No
2481,4920,4,Email,Yes,Yes,No,No,2023-02-05 11:47:21,11:47:21,No
2482,3623,4,Email,Yes,Yes,No,No,2023-01-26 05:02:35,05:02:35,No
2483,1504,4,Email,Yes,Yes,No,No,2023-01-22 14:57:21,14:57:21,No
2484,5775,4,Email,Yes,Yes,No,No,2023-01-24 11:39:53,11:39:53,No
2485,9764,4,Email,Yes,Yes,No,No,2023-02-19 11:30:49,11:30:49,No
2486,5146,4,Email,Yes,Yes,No,No,2023-02-01 13:31:01,13:31:01,No
2487,3643,4,Email,Yes,No,No,No,2023-01-27 10:04:01,10:04:01,No
2488,6654,4,Email,Yes,Yes,No,No,2023-02-03 13:37:28,13:37:28,No
2489,8123,4,Email,Yes,Yes,Yes,No,2023-02-19 17:15:44,17:15:44,No
2490,7103,4,Email,Yes,Yes,No,No,2023-01-29 13:44:53,13:44:53,Yes
2491,319,4,Email,Yes,Yes,No,No,2023-01-25 08:42:10,08:42:10,No
2492,9066,4,Email,Yes,Yes,Yes,No,2023-01-25 16:32:58,16:32:58,No
2493,6977,4,Email,Yes,Yes,No,No,2023-02-07 19:33:29,19:33:29,No
2494,4886,4,Email,Yes,Yes,No,No,2023-02-03 15:08:10,15:08:10,No
2495,8330,4,Email,Yes,Yes,No,No,2023-01-17 08:43:02,08:43:02,No
2496,2436,4,Email,Yes,Yes,Yes,No,2023-01-15 13:15:46,13:15:46,No
2497,3231,4,Email,Yes,Yes,Yes,No,2023-02-15 15:50:08,15:50:08,No
2498,1624,4,Email,Yes,Yes,No,Yes,2023-01-25 07:47:28,07:47:28,No
2499,7845,4,Email,Yes,Yes,No,No,2023-01-29 14:52:50,14:52:50,No
2500,1309,4,Email,Yes,Yes,No,No,2023-02-11 17:34:19,17:34:19,No
2501,8630,4,Email,Yes,Yes,Yes,No,2023-02-05 10:27:24,10:27:24,No
2502,2625,4,Email,Yes,Yes,No,No,2023-01-14 16:39:47,16:39:47,No
2503,5903,4,Email,Yes,Yes,No,No,2023-02-09 13:23:04,13:23:04,No
2504,3366,4,Email,Yes,No,No,No,2023-02-17 16:51:55,16:51:55,No
2505,4978,4,Email,Yes,Yes,No,No,2023-02-17 14:59:27,14:59:27,No
2506,4042,4,Email,Yes,Yes,Yes,No,2023-02-15 13:28:27,13:28:27,No
2507,3289,4,Email,Yes,Yes,Yes,No,2023-02-09 15:52:48,15:52:48,No
2508,4799,4,Email,Yes,Yes,Yes,No,2023-01-24 13:08:56,13:08:56,No
2509,400,4,Email,Yes,Yes,No,Yes,2023-02-09 11:24:56,11:24:56,No
2510,944,4,Email,Yes,Yes,No,No,2023-01-26 18:07:43,18:07:43,No
2511,5678,4,Email,Yes,Yes,Yes,No,2023-02-05 13:58:25,13:58:25,No
2512,9076,4,Email,Yes,Yes,Yes,Yes,2023-02-20 09:42:28,09:42:28,No
2513,2219,4,Email,Yes,Yes,No,No,2023-02-03 16:17:28,16:17:28,No
2514,5405,4,Email,Yes,Yes,No,No,2023-02-16 14:24:12,14:24:12,No
2515,3397,4,Email,Yes,Yes,No,Yes,2023-01-26 11:44:38,11:44:38,No
2516,3670,4,Email,Yes,Yes,No,No,2023-01-22 11:50:06,11:50:06,No
2517,158,4,Email,Yes,Yes,No,No,2023-01-21 11:57:07,11:57:07,No
2518,3175,4,Email,Yes,Yes,No,No,2023-02-19 15:16:37,15:16:37,No
2519,1866,4,Email,Yes,Yes,No,No,2023-02-14 11:58:46,11:58:46,No
2520,6412,4,Email,Yes,Yes,No,No,2023-02-05 15:31:16,15:31:16,No
2521,3512,4,Email,Yes,Yes,Yes,No,2023-01-24 14:17:48,14:17:48,Yes
2522,5042,4,Email,Yes,Yes,No,No,2023-01-18 13:46:05,13:46:05,Yes
2523,4540,4,Email,Yes,Yes,Yes,No,2023-01-20 15:52:42,15:52:42,No
2524,6432,4,Email,Yes,Yes,No,No,2023-01-22 10:10:37,10:10:37,No
2525,4721,4,Email,Yes,Yes,No,No,2023-01-15 12:24:23,12:24:23,No
2526,8344,4,Email,Yes,Yes,No,No,2023-01-27 18:33:58,18:33:58,No
2527,386,4,Email,Yes,Yes,No,No,2023-01-18 16:15:20,16:15:20,No
2528,2135,4,Email,Yes,Yes,No,No,2023-01-13 14:17:57,14:17:57,No
2529,1532,4,Email,Yes,Yes,No,No,2023-02-05 16:58:47,16:58:47,No
2530,3270,4,Email,Yes,Yes,No,No,2023-01-21 15:12:02,15:12:02,No
2531,261,4,Email,Yes,Yes,No,No,2023-02-15 14:36:44,14:36:44,No
2532,9261,4,Email,Yes,Yes,No,No,2023-02-15 10:53:14,10:53:14,No
2533,1415,4,Email,Yes,Yes,No,No,2023-02-19 07:36:10,07:36:10,No
2534,8490,4,Email,Yes,Yes,No,Yes,2023-01-18 13:13:19,13:13:19,No
2535,3071,4,Email,Yes,Yes,Yes,No,2023-02-09 08:00:30,08:00:30,No
2536,5028,4,Email,Yes,Yes,Yes,Yes,2023-02-01 19:04:53,19:04:53,No
2537,7842,4,Email,Yes,Yes,No,No,2023-01-13 15:01:07,15:01:07,No
2538,6644,4,Email,Yes,Yes,No,No,2023-02-09 11:27:58,11:27:58,Yes
2539,6819,4,Email,Yes,Yes,No,No,2023-02-12 16:42:01,16:42:01,No
2540,140,4,Email,Yes,Yes,No,No,2023-02-20 06:00:57,06:00:57,No
2541,5169,4,Email,Yes,Yes,No,No,2023-01-30 11:23:25,11:23:25,No
2542,7193,4,Email,Yes,Yes,No,No,2023-02-17 07:52:40,07:52:40,No
2543,2306,4,Email,Yes,Yes,No,No,2023-02-14 19:12:55,19:12:55,No
2544,2262,4,Email,Yes,Yes,No,No,2023-01-25 12:11:04,12:11:04,No
2545,8918,4,Email,Yes,Yes,No,No,2023-02-02 11:42:48,11:42:48,No
2546,9021,4,Email,Yes,Yes,No,No,2023-02-09 09:43:39,09:43:39,No
2547,7245,4,Email,Yes,Yes,No,No,2023-01-20 12:47:05,12:47:05,No
2548,6451,4,Email,Yes,Yes,No,No,2023-02-02 11:27:06,11:27:06,No
2549,7371,4,Email,Yes,Yes,Yes,No,2023-01-26 09:23:42,09:23:42,No
2550,2664,4,Email,Yes,Yes,No,No,2023-01-19 17:32:02,17:32:02,Yes
2551,3219,4,Email,Yes,Yes,No,No,2023-02-17 12:26:13,12:26:13,No
2552,9338,4,Email,Yes,Yes,Yes,No,2023-01-14 14:10:41,14:10:41,Yes
2553,5493,4,Email,Yes,Yes,No,No,2023-01-28 14:36:15,14:36:15,No
2554,5070,4,Email,Yes,Yes,No,No,2023-02-12 13:18:35,13:18:35,No
2555,1446,4,Email,Yes,Yes,No,No,2023-01-23 16:10:11,16:10:11,No
2556,4377,4,Email,Yes,Yes,No,No,2023-02-19 10:44:06,10:44:06,No
2557,6898,4,Email,Yes,Yes,No,No,2023-02-11 13:52:51,13:52:51,No
2558,1179,4,Email,Yes,Yes,Yes,No,2023-01-17 17:05:33,17:05:33,No
2559,7532,4,Email,Yes,Yes,Yes,No,2023-02-13 07:56:07,07:56:07,No
2560,6803,4,Email,Yes,Yes,No,No,2023-01-15 11:22:00,11:22:00,No
2561,7106,4,Email,Yes,Yes,No,No,2023-01-25 16:38:21,16:38:21,No
2562,1146,4,Email,Yes,Yes,Yes,No,2023-02-03 15:43:47,15:43:47,No
2563,9149,4,Email,Yes,Yes,No,No,2023-01-31 15:26:14,15:26:14,No
2564,3871,4,Email,Yes,Yes,No,No,2023-02-05 07:41:16,07:41:16,No
2565,7832,4,Email,Yes,Yes,No,No,2023-01-24 17:07:15,17:07:15,No
2566,8262,4,Email,Yes,Yes,No,No,2023-01-25 13:54:08,13:54:08,Yes
2567,8489,4,Email,Yes,Yes,No,No,2023-02-18 10:25:45,10:25:45,No
2568,9550,4,Email,Yes,Yes,No,Yes,2023-02-18 13:18:22,13:18:22,No
2569,1313,4,Email,Yes,Yes,No,No,2023-01-24 10:50:02,10:50:02,No
2570,3707,4,Email,Yes,Yes,No,No,2023-02-19 12:25:26,12:25:26,No
2571,4409,4,Email,Yes,Yes,No,No,2023-01-29 11:36:03,11:36:03,No
2572,1979,4,Email,Yes,Yes,Yes,No,2023-02-10 09:50:16,09:50:16,No
2573,7120,4,Email,Yes,Yes,No,No,2023-02-05 08:43:30,08:43:30,No
2574,23,4,Email,Yes,Yes,No,No,2023-01-17 08:28:38,08:28:38,No
2575,1160,4,Email,Yes,Yes,No,No,2023-01-23 10:55:36,10:55:36,No
2576,2157,4,Email,Yes,Yes,No,No,2023-02-07 09:52:23,09:52:23,No
2577,5238,4,Email,Yes,Yes,No,No,2023-02-07 10:21:35,10:21:35,No
2578,698,4,Email,Yes,Yes,No,No,2023-02-14 14:04:11,14:04:11,No
2579,6011,4,Email,Yes,Yes,Yes,No,2023-01-18 11:48:52,11:48:52,No
2580,9768,4,Email,Yes,Yes,Yes,No,2023-01-16 16:56:24,16:56:24,No
2581,7113,4,Email,Yes,Yes,No,No,2023-02-14 07:01:06,07:01:06,No
2582,4724,4,Email,Yes,Yes,No,No,2023-02-13 08:12:54,08:12:54,No
2583,1047,4,Email,Yes,Yes,Yes,No,2023-02-03 15:49:55,15:49:55,No
2584,6171,4,Email,Yes,Yes,Yes,No,2023-01-16 11:35:55,11:35:55,No
2585,4799,4,Email,Yes,Yes,No,No,2023-01-24 13:14:17,13:14:17,No
2586,1757,4,Email,Yes,Yes,No,No,2023-02-17 12:34:17,12:34:17,No
2587,2436,4,Email,Yes,Yes,No,No,2023-02-14 17:09:37,17:09:37,Yes
2588,288,4,Email,Yes,Yes,No,No,2023-02-11 14:59:29,14:59:29,No
2589,8466,4,Email,Yes,Yes,Yes,No,2023-02-06 13:26:46,13:26:46,No
2590,3727,4,Email,Yes,Yes,No,No,2023-01-16 18:42:08,18:42:08,No
2591,9333,4,Email,Yes,Yes,No,No,2023-01-15 11:32:20,11:32:20,No
2592,1931,4,Email,Yes,Yes,No,No,2023-02-01 10:09:12,10:09:12,No
2593,548,4,Email,Yes,Yes,No,No,2023-02-10 10:37:08,10:37:08,No
2594,5395,4,Email,Yes,Yes,No,No,2023-02-20 16:09:22,16:09:22,No
2595,1604,4,Email,Yes,Yes,No,No,2023-02-03 10:59:47,10:59:47,No
2596,21,4,Email,Yes,Yes,No,No,2023-01-25 14:20:09,14:20:09,No
2597,5572,4,Email,Yes,Yes,No,Yes,2023-02-09 14:46:07,14:46:07,Yes
2598,211,4,Email,Yes,Yes,Yes,No,2023-01-17 14:33:39,14:33:39,No
2599,9368,4,Email,Yes,Yes,No,No,2023-01-26 13:36:23,13:36:23,No
2600,3836,4,Email,Yes,Yes,No,No,2023-01-25 12:41:39,12:41:39,No
2601,1811,4,Email,Yes,Yes,Yes,No,2023-01-29 13:49:17,13:49:17,No
2602,5794,4,Email,Yes,Yes,Yes,No,2023-02-18 15:07:50,15:07:50,Yes
2603,8320,4,Email,Yes,Yes,Yes,No,2023-01-23 13:28:35,13:28:35,No
2604,2482,4,Email,Yes,Yes,Yes,No,2023-02-02 12:06:18,12:06:18,No
2605,2028,4,Email,Yes,Yes,No,No,2023-02-05 11:48:18,11:48:18,No
2606,9281,4,Email,Yes,Yes,No,No,2023-01-16 15:51:43,15:51:43,No
2607,8481,4,Email,Yes,Yes,Yes,No,2023-01-22 14:50:13,14:50:13,No
2608,5055,4,Email,Yes,Yes,No,No,2023-02-02 10:30:43,10:30:43,No
2609,1454,4,Email,Yes,Yes,No,No,2023-02-12 16:35:51,16:35:51,No
2610,84,4,Email,Yes,Yes,Yes,No,2023-02-12 12:00:02,12:00:02,No
2611,8951,4,Email,Yes,Yes,No,No,2023-01-16 10:41:14,10:41:14,No
2612,7535,4,Email,Yes,Yes,No,No,2023-01-27 16:54:02,16:54:02,Yes
2613,5538,4,Email,Yes,Yes,Yes,No,2023-01-30 10:56:35,10:56:35,No
2614,4084,4,Email,Yes,Yes,No,No,2023-01-31 09:02:54,09:02:54,No
2615,2309,4,Email,Yes,Yes,No,No,2023-01-13 13:28:44,13:28:44,No
2616,7550,4,Email,Yes,Yes,No,No,2023-02-04 09:46:21,09:46:21,No
2617,5471,4,Email,Yes,Yes,No,No,2023-01-23 18:40:44,18:40:44,Yes
2618,2318,4,Email,Yes,Yes,No,No,2023-01-29 11:36:09,11:36:09,No
2619,7121,4,Email,Yes,Yes,Yes,Yes,2023-01-30 11:18:45,11:18:45,No
2620,6011,4,Email,Yes,Yes,Yes,No,2023-02-16 15:09:32,15:09:32,No
2621,966,4,Email,Yes,Yes,No,No,2023-02-15 09:12:47,09:12:47,No
2622,931,4,Email,Yes,Yes,No,No,2023-02-11 18:39:46,18:39:46,Yes
2623,8062,4,Email,Yes,Yes,Yes,Yes,2023-01-15 13:53:03,13:53:03,No
2624,7528,4,Email,Yes,Yes,No,No,2023-02-06 15:58:54,15:58:54,No
2625,622,4,Email,Yes,Yes,No,No,2023-01-17 11:27:04,11:27:04,No
2626,1132,4,Email,Yes,No,No,No,2023-02-01 13:41:56,13:41:56,No
2627,3362,4,Email,Yes,Yes,Yes,No,2023-02-13 11:10:29,11:10:29,No
2628,4637,4,Email,Yes,Yes,No,No,2023-02-17 11:33:25,11:33:25,No
2629,9527,4,Email,Yes,Yes,Yes,No,2023-01-15 16:22:15,16:22:15,No
2630,9446,4,Email,Yes,Yes,No,No,2023-02-02 12:17:41,12:17:41,No
2631,7939,4,Email,Yes,Yes,No,No,2023-01-25 15:19:42,15:19:42,No
2632,9750,4,Email,Yes,Yes,Yes,No,2023-01-21 06:56:31,06:56:31,No
2633,7402,4,Email,Yes,Yes,Yes,No,2023-02-02 08:44:43,08:44:43,No
2634,4775,4,Email,Yes,Yes,No,No,2023-01-23 13:00:56,13:00:56,No
2635,6785,4,Email,Yes,Yes,No,No,2023-01-13 17:15:01,17:15:01,No
2636,9329,4,Email,Yes,Yes,No,No,2023-01-28 17:38:38,17:38:38,No
2637,2279,4,Email,Yes,Yes,No,No,2023-02-14 12:52:06,12:52:06,No
2638,5592,4,Email,Yes,Yes,No,No,2023-02-01 11:27:28,11:27:28,No
2639,4319,4,Email,Yes,Yes,Yes,No,2023-02-19 14:17:30,14:17:30,No
2640,5761,4,Email,Yes,Yes,No,No,2023-01-17 15:14:48,15:14:48,No
2641,9652,4,Email,Yes,Yes,No,No,2023-02-17 18:54:53,18:54:53,No
2642,1286,4,Email,Yes,Yes,No,No,2023-02-14 10:34:07,10:34:07,No
2643,289,4,Email,Yes,Yes,No,No,2023-02-08 12:31:03,12:31:03,Yes
2644,5056,4,Email,Yes,Yes,Yes,No,2023-01-24 15:10:20,15:10:20,No
2645,1906,4,Email,Yes,Yes,Yes,No,2023-01-15 17:18:40,17:18:40,No
2646,2135,4,Email,Yes,Yes,No,No,2023-01-19 15:02:34,15:02:34,No
2647,5903,4,Email,Yes,Yes,No,No,2023-02-04 08:13:18,08:13:18,No
2648,7612,4,Email,Yes,Yes,Yes,No,2023-02-01 09:28:47,09:28:47,No
2649,6471,4,Email,Yes,Yes,No,No,2023-02-03 12:06:58,12:06:58,No
2650,5541,4,Email,Yes,Yes,No,No,2023-02-13 11:07:58,11:07:58,No
2651,6707,4,Email,Yes,Yes,Yes,No,2023-01-14 15:47:13,15:47:13,No
2652,6348,4,Email,Yes,Yes,No,No,2023-02-19 11:26:56,11:26:56,No
2653,2066,4,Email,Yes,Yes,No,No,2023-02-12 18:14:50,18:14:50,No
2654,2484,4,Email,Yes,Yes,Yes,No,2023-02-18 15:13:33,15:13:33,No
2655,3778,4,Email,Yes,Yes,Yes,No,2023-01-30 16:27:18,16:27:18,No
2656,7447,4,Email,Yes,Yes,No,No,2023-01-16 18:27:37,18:27:37,No
2657,7450,4,Email,Yes,Yes,No,No,2023-02-18 12:54:14,12:54:14,No
2658,3047,4,Email,Yes,Yes,No,No,2023-02-15 10:25:35,10:25:35,No
2659,1421,4,Email,Yes,Yes,No,No,2023-02-10 04:00:09,04:00:09,No
2660,5765,4,Email,Yes,Yes,No,No,2023-01-19 13:05:06,13:05:06,No
2661,7717,4,Email,Yes,Yes,No,No,2023-01-17 15:24:24,15:24:24,No
2662,6031,4,Email,Yes,Yes,No,No,2023-02-18 12:53:38,12:53:38,No
2663,471,4,Email,Yes,Yes,No,No,2023-01-26 08:09:59,08:09:59,No
2664,2034,4,Email,Yes,Yes,No,No,2023-01-15 15:03:06,15:03:06,No
2665,1750,4,Email,Yes,Yes,No,No,2023-01-25 14:12:29,14:12:29,No
2666,6297,4,Email,Yes,Yes,No,No,2023-01-31 13:20:21,13:20:21,No
2667,4893,4,Email,Yes,Yes,No,No,2023-01-27 15:00:58,15:00:58,Yes
2668,8089,4,Email,Yes,Yes,No,No,2023-01-26 14:48:40,14:48:40,No
2669,7685,4,Email,Yes,Yes,Yes,No,2023-02-04 08:12:35,08:12:35,No
2670,5377,4,Email,Yes,Yes,No,No,2023-01-31 17:56:52,17:56:52,No
2671,3901,4,Email,Yes,Yes,No,Yes,2023-01-18 13:16:53,13:16:53,No
2672,3924,4,Email,Yes,Yes,No,No,2023-01-16 12:26:14,12:26:14,No
2673,5391,4,Email,Yes,Yes,No,No,2023-02-10 16:05:22,16:05:22,No
2674,1744,4,Email,Yes,Yes,No,No,2023-01-28 13:00:42,13:00:42,No
2675,1587,4,Email,Yes,Yes,No,Yes,2023-01-16 15:13:32,15:13:32,No
2676,9023,4,Email,Yes,Yes,Yes,No,2023-02-01 12:12:20,12:12:20,No
2677,6241,4,Email,Yes,Yes,Yes,No,2023-02-05 11:32:03,11:32:03,No
2678,7494,4,Email,Yes,Yes,No,No,2023-02-04 14:54:47,14:54:47,No
2679,9096,4,Email,Yes,Yes,No,No,2023-02-10 13:42:32,13:42:32,No
2680,3259,4,Email,Yes,Yes,No,Yes,2023-01-24 16:22:15,16:22:15,No
2681,1932,4,Email,Yes,Yes,No,No,2023-02-18 12:29:28,12:29:28,No
2682,859,4,Email,Yes,Yes,No,No,2023-01-31 14:52:01,14:52:01,Yes
2683,83,4,Email,Yes,Yes,No,No,2023-02-15 17:42:21,17:42:21,Yes
2684,195,4,Email,Yes,Yes,No,No,2023-02-09 17:50:15,17:50:15,No
2685,1574,4,Email,Yes,Yes,Yes,No,2023-01-27 16:55:12,16:55:12,No
2686,5243,4,Email,Yes,Yes,Yes,No,2023-01-23 13:16:30,13:16:30,No
2687,516,4,Email,Yes,Yes,No,No,2023-02-16 13:01:34,13:01:34,No
2688,1808,4,Email,Yes,Yes,No,No,2023-02-10 16:52:55,16:52:55,Yes
2689,3266,4,Email,Yes,Yes,Yes,Yes,2023-01-19 15:47:31,15:47:31,No
2690,7379,4,Email,Yes,Yes,No,No,2023-02-14 13:46:45,13:46:45,No
2691,1193,4,Email,Yes,Yes,Yes,Yes,2023-02-03 13:46:27,13:46:27,No
2692,6530,4,Email,Yes,Yes,No,No,2023-02-09 13:10:57,13:10:57,No
2693,9487,4,Email,Yes,Yes,No,No,2023-01-18 08:49:31,08:49:31,No
2694,303,4,Email,Yes,Yes,No,No,2023-02-15 13:19:05,13:19:05,No
2695,2871,4,Email,Yes,Yes,Yes,No,2023-01-15 15:04:23,15:04:23,No
2696,8893,4,Email,Yes,Yes,No,No,2023-02-18 08:40:54,08:40:54,No
2697,3376,4,Email,Yes,Yes,Yes,Yes,2023-01-31 11:47:35,11:47:35,No
2698,5506,4,Email,Yes,Yes,No,No,2023-01-20 17:22:48,17:22:48,Yes
2699,576,4,Email,Yes,Yes,Yes,No,2023-02-08 11:23:48,11:23:48,No
2700,8527,4,Email,Yes,Yes,No,Yes,2023-02-17 08:32:07,08:32:07,No
2701,3489,4,Email,Yes,Yes,No,No,2023-01-21 17:26:13,17:26:13,No
2702,8004,4,Email,Yes,Yes,No,No,2023-02-01 15:26:16,15:26:16,No
2703,4658,4,Email,Yes,No,Yes,No,2023-01-23 12:44:47,12:44:47,No
2704,8285,4,Email,Yes,Yes,No,No,2023-02-02 10:05:36,10:05:36,Yes
2705,1385,4,Email,Yes,Yes,Yes,No,2023-02-13 10:04:46,10:04:46,No
2706,6484,4,Email,Yes,Yes,No,Yes,2023-01-16 15:54:52,15:54:52,No
2707,2587,4,Email,Yes,Yes,No,No,2023-02-14 16:35:03,16:35:03,No
2708,6237,4,Email,Yes,Yes,Yes,No,2023-01-28 11:03:27,11:03:27,No
2709,7404,4,Email,Yes,Yes,No,No,2023-01-24 11:34:32,11:34:32,No
2710,5962,4,Email,Yes,Yes,Yes,Yes,2023-02-01 17:27:06,17:27:06,No
2711,7867,4,Email,Yes,Yes,No,No,2023-01-18 13:35:50,13:35:50,No
2712,5348,4,Email,Yes,Yes,No,No,2023-01-17 15:34:58,15:34:58,Yes
2713,7505,4,Email,Yes,Yes,No,No,2023-01-19 13:52:44,13:52:44,No
2714,7536,4,Email,Yes,Yes,No,No,2023-01-24 15:13:56,15:13:56,No
2715,5206,4,Email,Yes,Yes,No,No,2023-02-13 10:51:08,10:51:08,No
2716,3394,4,Email,Yes,Yes,No,No,2023-02-03 17:05:41,17:05:41,No
2717,6421,4,Email,Yes,Yes,No,No,2023-01-20 13:04:45,13:04:45,No
2718,346,4,Email,Yes,Yes,No,No,2023-01-28 12:05:41,12:05:41,No
2719,1591,4,Email,Yes,Yes,No,No,2023-02-09 15:22:27,15:22:27,No
2720,2159,4,Email,Yes,Yes,No,No,2023-02-11 18:42:07,18:42:07,No
2721,1238,4,Email,Yes,Yes,No,No,2023-01-19 13:32:00,13:32:00,No
2722,8062,4,Email,Yes,Yes,No,No,2023-02-20 11:40:06,11:40:06,No
2723,380,4,Email,Yes,Yes,No,No,2023-02-07 15:28:06,15:28:06,No
2724,6076,4,Email,Yes,Yes,Yes,No,2023-02-15 14:25:12,14:25:12,No
2725,9304,4,Email,Yes,Yes,Yes,No,2023-02-06 15:56:56,15:56:56,No
2726,3315,4,Email,Yes,Yes,No,No,2023-02-06 12:15:07,12:15:07,No
2727,2656,4,Email,Yes,Yes,No,No,2023-01-22 10:32:20,10:32:20,No
2728,8535,4,Email,Yes,Yes,No,No,2023-01-30 09:19:12,09:19:12,No
2729,9716,4,Email,Yes,Yes,No,Yes,2023-02-13 12:46:27,12:46:27,Yes
2730,659,5,Mobile App Notifications,Yes,Yes,No,No,2024-01-02 13:07:25,13:07:25,No
2731,7640,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-08 14:13:45,14:13:45,No
2732,7677,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-21 11:24:16,11:24:16,No
2733,6454,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-12 12:06:39,12:06:39,No
2734,4009,5,Mobile App Notifications,Yes,Yes,Yes,No,2023-12-21 13:35:52,13:35:52,No
2735,7127,5,Mobile App Notifications,Yes,Yes,Yes,No,2023-12-21 17:27:09,17:27:09,No
2736,9820,5,Mobile App Notifications,Yes,Yes,No,No,2024-01-07 11:30:05,11:30:05,No
2737,1217,5,Mobile App Notifications,Yes,Yes,Yes,No,2023-12-13 12:05:51,12:05:51,No
2738,1054,5,Mobile App Notifications,Yes,Yes,No,No,2024-01-11 10:50:04,10:50:04,No
2739,2315,5,Mobile App Notifications,Yes,No,Yes,No,2023-12-27 11:13:02,11:13:02,No
2740,5961,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-26 13:29:36,13:29:36,No
2741,7913,5,Mobile App Notifications,Yes,No,No,No,2023-12-30 07:47:48,07:47:48,Yes
2742,303,5,Mobile App Notifications,Yes,No,No,No,2023-12-23 14:55:50,14:55:50,No
2743,4155,5,Mobile App Notifications,Yes,Yes,No,No,2024-01-05 13:27:57,13:27:57,No
2744,417,5,Mobile App Notifications,Yes,No,Yes,Yes,2023-12-29 13:01:51,13:01:51,No
2745,2601,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-25 15:32:44,15:32:44,No
2746,7934,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-25 16:09:21,16:09:21,No
2747,6072,5,Mobile App Notifications,Yes,No,No,No,2023-12-24 11:15:52,11:15:52,No
2748,2739,5,Mobile App Notifications,Yes,No,No,No,2023-12-22 13:45:43,13:45:43,No
2749,6992,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-24 10:36:58,10:36:58,No
2750,8651,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-18 19:08:05,19:08:05,No
2751,1519,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-25 12:37:09,12:37:09,No
2752,5724,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-24 10:31:25,10:31:25,No
2753,7092,5,Mobile App Notifications,Yes,Yes,No,No,2024-01-01 13:03:36,13:03:36,No
2754,2247,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-10 14:24:09,14:24:09,No
2755,5674,5,Mobile App Notifications,Yes,Yes,Yes,No,2023-12-17 17:55:25,17:55:25,No
2756,2098,5,Mobile App Notifications,Yes,Yes,No,No,2023-12-27 09:25:16,09:25:16,No
2757,8011,5,Mobile App Notifications,Yes,No,No,No,2023-12-20 15:22:52,15:22:52,No
