customer_id,has_mobile_app,has_web_account,mobile_logins_per_week,web_logins_per_week,avg_mobile_session_duration,avg_web_session_duration,last_mobile_login,last_web_login
685,No,Yes,0,5,0.0,4.6,,2025-01-31 19:24:56.468646
686,Yes,Yes,5,9,5.6,8.4,2025-02-24 04:22:43.485165,2025-02-11 20:04:12.393965
687,No,Yes,0,9,0.0,4.2,,2025-02-07 16:48:24.880606
688,Yes,Yes,7,8,1.7,7.6,2025-02-22 12:13:46.773697,2025-02-01 06:09:51.097285
689,No,Yes,0,7,0.0,4.0,,2025-02-02 06:22:00.026634
690,Yes,No,7,0,4.2,0.0,2025-02-19 19:33:17.994850,
691,No,Yes,0,5,0.0,6.8,,2025-02-16 00:20:21.717728
692,Yes,No,4,0,3.2,0.0,2025-02-20 22:32:23.708550,
693,Yes,No,6,0,7.8,0.0,2025-02-17 10:38:45.950998,
694,No,Yes,0,9,0.0,6.4,,2025-02-14 09:10:49.566407
695,Yes,Yes,9,3,3.3,6.1,2025-02-16 11:42:50.299654,2025-02-12 18:40:41.013051
696,Yes,Yes,10,6,6.4,1.4,2025-02-21 02:04:55.811364,2025-02-23 22:46:01.299165
697,Yes,Yes,6,7,2.5,4.6,2025-02-24 17:11:21.949013,2025-02-17 19:25:20.545536
698,No,Yes,0,7,0.0,0.0,,2025-02-08 00:17:26.058882
699,Yes,Yes,7,5,5.6,3.9,2025-02-24 08:24:05.882048,2025-02-23 09:18:05.690356
700,Yes,Yes,5,6,2.4,3.9,2025-02-16 13:34:56.061014,2025-02-11 20:01:15.086004
701,Yes,No,10,0,5.4,0.0,2025-02-20 15:10:21.410974,
702,No,Yes,0,6,0.0,10.1,,2025-02-14 10:33:38.770972
703,Yes,Yes,6,7,3.2,4.9,2025-02-17 14:41:27.361242,2025-02-21 21:32:39.327433
704,Yes,Yes,5,4,5.0,4.9,2025-02-18 13:05:13.087669,2025-01-29 19:33:23.669484
705,Yes,Yes,10,6,3.2,2.3,2025-02-21 13:02:13.820289,2025-02-02 23:29:02.233683
706,Yes,Yes,10,4,4.5,4.4,2025-02-22 20:53:08.810397,2025-02-20 03:06:11.966730
707,Yes,Yes,5,9,4.1,4.4,2025-02-16 05:07:26.030622,2025-02-13 21:25:08.597887
708,Yes,Yes,10,5,3.8,6.8,2025-02-15 19:51:48.148108,2025-02-17 22:01:13.788800
709,No,Yes,0,4,0.0,9.6,,2025-01-27 04:48:43.181186
710,No,Yes,0,5,0.0,3.0,,2024-03-31 17:05:38.079148
711,Yes,Yes,9,4,4.3,8.9,2025-02-19 00:07:36.943685,2025-02-15 02:29:12.393102
712,No,No,0,0,0.0,0.0,,
713,Yes,No,7,0,4.6,0.0,2025-02-23 10:06:44.757607,
714,Yes,Yes,10,6,2.8,4.3,2025-02-21 20:45:24.991512,2025-02-13 06:02:14.890904
715,Yes,Yes,11,6,1.7,6.0,2025-02-21 07:25:05.939836,2025-02-07 18:11:37.614296
716,Yes,Yes,10,4,4.9,3.4,2025-02-17 11:41:21.002497,2025-02-12 21:20:42.952896
717,Yes,Yes,7,5,1.9,4.8,2025-02-16 13:52:43.845854,2025-02-21 01:25:30.610073
718,Yes,Yes,11,5,0.9,5.1,2025-02-18 12:20:50.938256,2025-02-21 14:18:59.471373
719,Yes,No,6,0,3.4,0.0,2025-02-18 20:29:13.052311,
720,Yes,Yes,7,8,5.9,4.9,2025-02-24 16:01:08.508600,2025-02-07 10:00:04.281998
721,Yes,No,11,0,3.1,0.0,2024-02-07 13:27:24.185073,
722,Yes,Yes,7,6,3.6,1.4,2025-02-19 10:06:01.596012,2025-02-11 22:36:49.488881
723,Yes,Yes,5,5,1.4,5.2,2025-02-23 22:07:11.813207,2025-02-12 01:14:38.432847
724,Yes,No,10,0,3.1,0.0,2025-02-19 03:58:55.775520,
725,Yes,Yes,6,7,3.7,7.8,2025-02-19 23:32:46.862570,2025-02-14 18:52:28.486565
726,Yes,Yes,7,5,3.1,7.9,2025-02-19 04:48:55.418776,2025-02-21 17:05:14.446975
727,No,Yes,0,8,0.0,7.0,,2025-02-19 20:27:53.346927
728,Yes,Yes,7,6,6.4,7.0,2024-05-09 03:09:56.866750,2024-05-11 02:06:29.538911
729,Yes,Yes,8,6,4.5,1.4,2025-02-17 11:51:20.802855,2025-01-30 08:53:13.256331
730,Yes,Yes,11,5,5.4,5.1,2025-02-22 20:52:46.902429,2025-02-20 00:56:38.771392
731,No,Yes,0,4,0.0,5.4,,2025-01-26 19:54:58.107204
732,No,Yes,0,4,0.0,2.1,,2025-02-07 19:10:16.745047
733,Yes,Yes,10,6,3.5,7.9,2025-02-16 23:14:03.716754,2025-02-16 00:00:14.158983
734,Yes,Yes,5,7,1.7,4.0,2024-08-18 17:18:56.620181,2024-08-26 06:14:31.768396
735,Yes,Yes,7,7,2.6,7.1,2024-06-29 07:17:54.354697,2024-06-30 01:53:54.583974
736,Yes,Yes,11,5,2.3,6.1,2025-02-23 00:07:19.297442,2025-02-05 05:59:17.991608
737,Yes,Yes,11,6,0.0,2.4,2025-02-20 08:50:13.081671,2025-02-02 15:25:38.780900
738,Yes,Yes,8,6,4.9,7.0,2025-02-21 16:26:45.964039,2025-02-16 04:30:12.350544
739,Yes,Yes,9,6,2.8,8.3,2025-02-21 19:01:58.029928,2025-01-29 12:34:42.456422
740,Yes,Yes,5,8,0.5,6.1,2025-02-23 09:07:55.811475,2025-02-16 06:50:49.590053
741,Yes,No,10,0,1.0,0.0,2025-02-19 06:19:53.316261,
742,No,Yes,0,7,0.0,3.1,,2025-02-19 03:57:47.201139
743,Yes,Yes,10,5,4.7,8.2,2025-02-23 22:05:02.617316,2025-02-21 12:58:08.314345
744,Yes,No,5,0,5.1,0.0,2025-02-25 03:03:11.557741,
745,No,Yes,0,5,0.0,5.9,,2025-02-13 21:16:32.374601
746,Yes,Yes,7,5,5.5,0.8,2023-05-19 10:30:13.599374,2023-05-31 01:52:04.615059
747,Yes,Yes,9,4,2.2,6.0,2025-02-24 12:10:03.920942,2025-02-03 13:33:07.442058
748,Yes,Yes,11,7,3.5,2.2,2025-02-23 04:46:36.704207,2025-02-01 17:19:20.619085
749,Yes,Yes,9,3,4.2,8.0,2025-02-24 22:53:40.161705,2025-02-17 14:55:21.915368
750,Yes,Yes,7,6,5.1,6.1,2022-12-27 22:11:59.825136,2022-12-28 22:09:23.283647
751,Yes,Yes,10,3,5.8,7.7,2025-02-19 02:04:57.619686,2025-02-11 21:53:11.025879
752,Yes,No,11,0,3.2,0.0,2025-02-16 18:55:36.081260,
753,Yes,Yes,5,4,5.2,1.7,2025-02-24 23:41:29.138277,2025-02-16 18:33:04.034629
754,Yes,Yes,6,8,5.0,5.6,2025-02-19 07:44:59.242962,2025-02-19 08:54:27.858519
755,Yes,Yes,4,4,5.1,3.7,2023-07-23 11:32:22.989471,2023-07-29 06:17:57.558877
756,Yes,Yes,5,4,6.1,5.1,2025-02-25 03:57:56.644602,2025-02-17 04:48:21.861625
757,Yes,Yes,10,6,3.0,5.2,2025-02-19 20:04:22.205171,2025-02-08 18:20:46.523439
758,Yes,Yes,6,4,1.5,0.3,2025-02-17 13:16:10.482092,2025-02-15 17:59:24.134317
759,Yes,No,10,0,5.4,0.0,2025-02-24 05:07:51.418164,
760,Yes,Yes,5,9,7.0,6.1,2025-02-19 09:50:10.509991,2025-02-05 18:23:25.864249
761,Yes,Yes,6,7,2.6,4.6,2025-02-15 21:18:56.172029,2025-01-29 11:29:25.901136
762,Yes,Yes,11,5,4.1,3.6,2025-02-20 08:05:58.481563,2025-02-24 09:55:45.996363
763,Yes,Yes,11,5,2.1,2.7,2025-02-16 00:28:59.369911,2025-02-22 13:08:23.212317
764,Yes,Yes,5,7,5.2,5.7,2025-02-17 08:40:02.492365,2025-02-01 19:30:23.254834
765,No,Yes,0,4,0.0,5.3,,2025-02-15 12:00:52.218356
766,Yes,Yes,8,6,2.2,2.8,2025-02-15 17:28:48.765275,2025-01-31 05:27:43.304700
767,Yes,Yes,5,8,5.1,3.7,2025-02-19 14:41:01.383029,2025-02-23 20:09:58.610767
768,Yes,Yes,12,6,2.6,4.6,2025-02-21 06:29:00.193758,2025-01-30 23:48:41.628581
769,Yes,Yes,6,6,4.2,5.5,2025-02-16 17:51:11.668628,2025-02-23 22:48:50.297871
770,Yes,Yes,9,5,4.7,5.0,2025-02-17 03:01:54.270643,2025-02-23 00:20:40.918737
771,Yes,Yes,7,5,2.1,7.0,2025-02-15 19:56:35.251935,2025-02-18 17:06:29.202356
772,Yes,Yes,11,5,2.4,5.1,2025-02-17 15:05:53.538666,2025-02-13 21:16:30.964200
773,Yes,Yes,6,8,6.6,8.6,2023-07-03 12:53:03.721502,2023-06-29 00:35:17.719571
774,Yes,Yes,7,8,6.0,6.4,2025-02-20 20:58:16.341314,2025-02-25 04:03:16.610755
775,Yes,Yes,7,7,4.8,5.7,2025-02-21 20:43:58.485000,2025-02-21 05:16:28.388485
776,Yes,No,6,0,3.9,0.0,2025-02-23 23:52:10.888195,
777,No,Yes,0,6,0.0,9.4,,2025-02-15 02:41:18.514326
778,Yes,Yes,6,5,4.8,8.2,2025-02-18 17:34:15.326844,2025-02-20 06:10:32.228078
779,Yes,No,9,0,2.5,0.0,2023-05-05 11:13:33.853254,
780,Yes,Yes,10,6,4.9,3.4,2025-02-19 06:39:13.309990,2025-02-08 00:05:38.295922
781,No,Yes,0,3,0.0,5.4,,2025-02-01 06:20:08.062080
782,Yes,Yes,5,9,6.4,7.4,2025-02-21 06:30:50.027459,2025-02-03 17:22:09.826594
783,Yes,Yes,7,8,3.0,6.7,2025-02-17 21:28:32.935633,2025-01-30 09:28:18.160177
784,Yes,Yes,11,5,3.3,5.4,2025-02-22 15:28:36.620538,2025-02-08 14:28:45.251430
785,Yes,No,10,0,1.6,0.0,2025-02-17 20:54:55.173693,
786,Yes,Yes,6,7,0.8,7.0,2024-10-29 17:36:05.942275,2024-11-03 06:16:10.513666
787,Yes,Yes,6,8,5.0,3.1,2025-02-22 05:03:58.931079,2025-02-03 23:16:53.753440
788,Yes,Yes,10,4,3.6,7.5,2025-02-23 04:32:15.743196,2025-02-13 11:17:16.826913
789,Yes,Yes,7,4,2.4,6.3,2025-02-22 16:16:42.761741,2025-02-19 17:05:08.948262
790,No,Yes,0,8,0.0,9.7,,2025-02-03 16:46:07.532905
791,Yes,Yes,5,8,3.0,6.8,2025-02-19 13:24:50.239143,2025-02-24 05:09:25.867599
792,No,Yes,0,7,0.0,6.0,,2024-09-15 20:45:06.154998
793,Yes,No,5,0,3.9,0.0,2025-02-17 23:22:23.541935,
794,Yes,Yes,9,5,2.9,4.1,2025-02-23 02:08:49.218778,2025-02-23 12:56:06.923598
795,Yes,Yes,6,5,1.7,8.0,2025-02-24 00:04:22.008670,2025-02-23 09:12:53.012875
796,Yes,Yes,10,5,3.9,4.8,2025-02-22 05:55:11.485009,2025-02-14 14:38:09.842409
797,Yes,Yes,4,6,4.3,5.4,2025-02-24 07:48:01.576224,2025-01-29 21:56:12.039061
798,No,No,0,0,0.0,0.0,,
799,Yes,Yes,10,5,3.8,4.2,2025-02-23 11:03:58.754307,2025-01-30 11:18:42.135817
800,Yes,Yes,3,8,7.4,9.9,2023-08-10 08:44:58.866616,2023-07-22 09:39:19.580307
801,Yes,Yes,10,4,4.0,4.7,2025-02-25 10:25:52.572605,2025-02-09 07:25:35.583671
802,Yes,No,13,0,1.9,0.0,2025-02-16 16:04:29.078216,
803,No,Yes,0,8,0.0,6.9,,2025-02-18 03:39:35.934039
804,Yes,No,7,0,5.8,0.0,2025-02-18 18:22:26.087636,
805,No,Yes,0,5,0.0,3.6,,2024-04-01 00:45:28.079452
806,Yes,Yes,7,8,3.5,9.0,2025-02-25 00:41:24.825245,2025-02-21 13:41:17.042690
807,Yes,Yes,6,6,2.6,-0.0,2025-02-24 09:54:16.167201,2025-02-17 17:30:19.898329
808,Yes,Yes,10,5,2.8,5.7,2025-02-20 11:42:10.706947,2025-02-04 14:23:53.642336
809,Yes,Yes,7,8,3.3,8.6,2025-02-21 20:25:23.079414,2025-02-03 00:12:32.455731
810,Yes,Yes,7,5,3.6,4.4,2025-02-16 23:16:18.709789,2025-02-15 19:16:39.891866
811,Yes,Yes,10,5,4.9,5.3,2025-02-17 11:55:17.440173,2025-01-29 23:46:10.400124
812,No,Yes,0,9,0.0,8.2,,2025-02-13 01:28:55.893694
813,Yes,Yes,6,8,3.8,5.0,2025-02-23 17:10:01.740841,2025-01-29 05:04:55.610686
814,Yes,Yes,10,4,4.6,6.2,2025-02-19 16:55:32.562011,2025-02-05 09:00:48.429873
815,Yes,Yes,7,5,2.5,5.3,2025-02-18 15:18:33.027860,2025-02-20 07:51:46.937889
816,Yes,Yes,7,8,3.6,7.8,2025-02-21 11:28:37.036374,2025-02-07 12:17:46.968403
817,Yes,Yes,6,7,2.4,5.7,2025-02-24 15:04:57.267742,2025-01-29 01:16:23.682491
818,Yes,Yes,4,6,4.1,7.8,2025-02-15 17:07:15.782246,2025-02-11 15:26:36.681672
819,Yes,Yes,6,10,5.5,7.6,2025-02-25 04:45:53.027196,2025-01-28 05:16:03.512891
820,Yes,No,12,0,3.0,0.0,2025-02-22 22:38:01.178804,
821,Yes,Yes,6,8,6.0,5.4,2025-02-18 09:35:02.155531,2025-02-04 22:35:16.726657
822,Yes,Yes,5,4,0.7,7.5,2025-02-19 00:44:47.530267,2025-02-18 08:02:05.862900
823,Yes,Yes,12,5,6.5,5.0,2025-02-17 18:23:39.820737,2025-02-04 06:26:05.369490
824,Yes,Yes,6,5,5.4,7.5,2025-02-23 12:24:17.439919,2025-02-07 20:36:15.186554
825,Yes,No,10,0,4.3,0.0,2025-02-15 20:27:53.206935,
826,Yes,Yes,6,8,4.7,2.8,2025-02-15 14:54:28.821347,2025-02-18 15:47:10.060965
827,Yes,Yes,11,5,1.4,6.8,2025-02-21 03:11:39.169219,2025-02-10 04:57:36.588343
828,No,Yes,0,6,0.0,8.9,,2025-01-27 20:34:40.554325
829,Yes,Yes,11,5,4.0,7.9,2025-02-24 12:18:44.989225,2025-02-03 17:39:41.203979
830,Yes,Yes,7,7,5.7,4.2,2025-02-24 14:52:35.267996,2025-02-13 11:28:57.471324
831,No,Yes,0,6,0.0,5.3,,2025-02-16 16:51:43.218090
832,Yes,Yes,8,9,4.7,5.7,2025-02-16 10:49:09.656137,2025-01-27 02:29:11.231217
833,Yes,Yes,7,8,3.4,7.1,2025-02-15 19:36:42.250467,2025-02-08 08:07:09.901253
834,Yes,Yes,6,4,4.6,5.3,2025-02-20 03:11:13.945451,2025-02-18 05:31:46.293976
835,Yes,Yes,6,5,3.2,4.8,2025-02-18 18:25:16.502796,2025-01-27 06:39:00.339589
836,Yes,Yes,9,5,2.2,5.5,2025-02-23 15:17:46.167946,2025-02-06 02:23:32.001939
837,Yes,No,10,0,3.5,0.0,2025-02-17 21:14:47.171243,
838,Yes,Yes,11,5,4.1,9.8,2025-02-23 03:13:34.877459,2025-02-20 16:26:15.748065
839,Yes,Yes,7,9,6.1,3.8,2025-02-24 02:25:59.825416,2025-02-07 08:08:19.715799
840,Yes,No,11,0,2.3,0.0,2025-02-21 19:18:27.400408,
841,No,Yes,0,7,0.0,7.1,,2025-02-11 08:53:18.364696
842,Yes,Yes,9,6,4.4,4.1,2025-02-25 06:21:11.758143,2025-02-22 15:15:20.978499
843,Yes,Yes,11,6,4.2,2.6,2025-02-16 02:56:52.241094,2025-02-06 19:26:50.177103
844,Yes,Yes,10,6,1.2,1.7,2025-02-16 23:00:56.191919,2025-02-19 15:21:48.669173
845,Yes,Yes,5,5,1.1,2.2,2025-02-18 14:10:46.240578,2025-01-27 14:01:55.892365
846,Yes,Yes,5,6,5.7,4.3,2025-02-19 17:21:15.764520,2025-02-01 20:44:57.722109
847,Yes,Yes,9,6,0.4,5.5,2025-02-19 00:17:13.167385,2025-02-07 23:34:44.665178
848,Yes,No,10,0,4.7,0.0,2025-02-17 01:38:17.257733,
849,No,Yes,0,5,0.0,4.6,,2025-02-13 09:01:12.280860
850,Yes,Yes,6,9,3.7,5.7,2025-02-21 00:20:16.194210,2025-02-22 14:55:31.531042
851,Yes,Yes,9,7,2.0,4.6,2023-10-02 22:01:39.139205,2023-09-30 18:03:10.911698
852,Yes,Yes,12,6,1.2,5.5,2025-02-15 19:40:01.073023,2025-01-28 13:51:23.677416
853,Yes,Yes,10,7,2.6,7.4,2025-02-18 10:13:08.906720,2025-01-29 15:00:49.296927
854,Yes,Yes,6,5,3.2,3.9,2025-02-24 22:22:53.533971,2025-02-16 05:11:10.698097
855,Yes,Yes,7,9,4.4,6.2,2025-02-18 14:00:27.745969,2025-02-13 16:06:36.399146
856,Yes,Yes,7,10,4.3,6.8,2025-02-23 05:40:12.083219,2025-01-29 08:28:23.602040
857,Yes,Yes,5,5,5.7,4.5,2025-02-18 04:21:51.610154,2025-01-31 02:01:34.203118
858,Yes,Yes,10,6,7.5,2.9,2025-02-22 18:05:24.917937,2025-01-30 20:08:03.409548
859,Yes,Yes,6,8,6.1,8.1,2024-10-11 03:22:39.808236,2024-10-16 21:48:01.320704
860,Yes,No,6,0,3.9,0.0,2025-02-23 18:55:06.226964,
861,Yes,Yes,6,5,3.5,9.7,2025-02-18 11:23:07.499015,2025-02-19 11:46:15.085453
862,No,Yes,0,5,0.0,3.7,,2025-02-20 16:59:27.338052
863,No,No,0,0,0.0,0.0,,
864,Yes,Yes,11,6,1.3,3.7,2025-02-18 14:42:38.738045,2025-01-30 01:43:41.714763
865,Yes,No,6,0,4.9,0.0,2025-02-16 19:34:57.197567,
866,Yes,Yes,4,6,1.9,8.2,2025-02-18 10:22:48.300185,2025-02-22 12:52:29.856034
867,Yes,Yes,8,8,2.3,9.1,2025-02-25 13:52:08.177280,2025-02-02 01:20:26.244425
868,No,Yes,0,4,0.0,7.1,,2025-02-08 11:06:15.908149
869,Yes,Yes,7,5,5.4,5.1,2025-02-18 07:39:57.828254,2025-02-08 03:14:42.061209
870,Yes,Yes,11,4,4.3,6.2,2025-02-17 19:43:49.158002,2025-02-19 15:18:20.265055
871,Yes,Yes,6,9,2.3,5.4,2025-02-21 04:09:52.109658,2025-02-07 14:20:53.430671
872,Yes,Yes,9,4,4.2,6.5,2025-02-19 06:29:05.237031,2025-02-23 04:53:12.052022
873,Yes,Yes,9,5,0.3,4.0,2025-02-15 18:37:12.641913,2025-02-22 13:34:07.450564
874,Yes,Yes,11,4,5.2,6.3,2025-02-22 10:01:41.192569,2025-02-14 03:08:19.062990
875,Yes,Yes,10,4,0.4,4.4,2025-02-15 23:44:42.356526,2025-02-16 05:09:36.934296
876,No,Yes,0,5,0.0,8.1,,2025-02-18 07:01:44.403588
877,Yes,Yes,5,5,3.6,2.2,2025-02-18 06:00:18.940267,2025-02-20 05:58:21.564094
878,Yes,Yes,7,8,2.8,5.8,2025-02-24 09:03:03.301652,2025-02-15 06:39:55.717255
879,Yes,Yes,8,5,1.5,5.9,2025-02-23 06:52:07.111088,2025-02-14 01:42:32.897132
880,Yes,Yes,9,5,0.8,3.5,2025-02-21 19:36:58.060028,2025-02-05 05:24:30.978602
881,Yes,Yes,6,7,6.2,6.5,2025-02-16 18:25:13.021805,2025-01-27 12:20:40.944239
882,Yes,No,11,0,3.5,0.0,2025-02-23 19:54:40.080915,
883,No,Yes,0,5,0.0,3.6,,2025-02-18 09:12:27.922314
884,No,Yes,0,5,0.0,7.6,,2025-01-31 03:52:02.639878
885,Yes,Yes,10,6,4.1,2.6,2025-02-25 04:18:27.992915,2025-02-14 02:28:41.915415
886,Yes,Yes,5,7,2.9,6.8,2025-02-16 01:26:44.781077,2025-02-18 10:56:50.419489
887,Yes,No,5,0,4.8,0.0,2025-02-24 17:03:36.271220,
888,Yes,No,6,0,5.3,0.0,2025-02-24 06:04:16.742788,
889,Yes,Yes,6,9,7.1,5.2,2025-02-19 00:08:56.975092,2025-02-03 09:54:48.728811
890,Yes,No,6,0,4.3,0.0,2025-02-21 17:26:08.896769,
891,Yes,Yes,11,5,4.2,6.4,2025-02-22 07:44:00.703847,2025-02-13 08:03:05.481675
892,Yes,Yes,5,8,5.2,7.3,2025-02-20 21:26:49.448830,2025-02-04 01:36:53.120195
893,Yes,No,5,0,3.7,0.0,2025-02-24 18:50:34.588789,
894,Yes,Yes,11,4,2.3,2.9,2025-02-22 09:49:35.402170,2025-02-23 15:57:20.918835
895,Yes,Yes,11,4,3.6,3.1,2025-02-22 05:05:31.162709,2025-02-22 07:20:29.095086
896,Yes,Yes,7,4,6.1,0.0,2025-02-23 12:45:39.513617,2025-01-27 10:33:48.157907
897,Yes,Yes,5,7,4.2,6.3,2025-02-23 04:34:48.720906,2025-02-25 07:47:10.764028
898,No,Yes,0,8,0.0,5.5,,2025-02-05 05:28:29.079033
899,Yes,Yes,6,5,5.4,6.0,2025-02-23 08:01:57.253867,2025-02-09 06:34:37.600240
900,Yes,Yes,6,6,3.1,7.3,2025-02-22 18:37:07.623476,2025-02-18 20:51:13.460699
901,No,Yes,0,8,0.0,7.6,,2023-11-24 18:48:11.921586
902,Yes,Yes,10,7,4.4,0.1,2023-06-23 21:41:22.296565,2023-07-06 03:20:41.310597
903,Yes,No,11,0,0.9,0.0,2025-02-23 13:35:35.357329,
904,No,Yes,0,8,0.0,1.7,,2023-06-17 10:37:49.497380
905,Yes,Yes,10,6,4.1,5.2,2025-02-21 07:29:58.693172,2025-02-09 10:40:51.586201
906,No,Yes,0,8,0.0,4.5,,2024-01-16 12:13:48.981227
907,No,Yes,0,5,0.0,5.8,,2025-02-10 07:35:27.423596
908,Yes,Yes,10,6,2.5,5.3,2025-02-21 07:07:37.638771,2025-02-12 19:51:59.992686
909,Yes,No,10,0,4.3,0.0,2025-02-19 23:38:09.947632,
910,Yes,Yes,4,7,5.0,6.0,2025-02-22 07:45:11.913204,2025-02-15 00:54:52.232010
911,Yes,Yes,6,8,4.2,4.2,2023-06-13 20:28:51.097746,2023-06-15 11:18:08.409411
912,Yes,Yes,5,5,2.3,4.5,2025-02-19 01:06:50.364114,2025-02-07 15:14:47.433271
913,Yes,Yes,7,8,4.3,6.9,2025-02-19 16:57:32.065101,2025-01-31 08:36:22.404687
914,Yes,Yes,7,6,3.5,4.5,2025-02-25 14:37:57.236235,2025-02-10 08:35:02.841671
915,Yes,No,6,0,3.8,0.0,2025-02-15 23:17:38.084845,
916,Yes,Yes,7,4,2.4,6.2,2025-02-23 07:45:29.208841,2025-02-03 02:10:42.467258
917,Yes,Yes,5,5,5.9,5.9,2025-02-21 13:36:50.702996,2025-02-10 20:02:00.425547
918,Yes,Yes,6,10,4.8,6.2,2025-02-17 22:11:05.597143,2025-02-01 06:53:09.530886
919,Yes,Yes,6,5,3.3,4.7,2025-02-25 14:28:27.036544,2025-02-22 06:39:53.476671
920,Yes,Yes,6,9,6.2,6.7,2025-02-24 11:53:25.480488,2025-02-15 11:14:12.642904
921,Yes,Yes,8,5,3.3,5.6,2025-02-20 06:20:27.622866,2025-02-25 00:34:52.618855
922,No,Yes,0,4,0.0,5.2,,2025-01-28 01:26:21.029985
923,Yes,Yes,12,5,2.5,6.2,2025-02-23 10:28:20.550640,2025-02-17 01:48:45.100362
924,Yes,Yes,7,9,3.3,8.6,2025-02-25 02:56:14.244587,2025-01-31 23:43:24.091698
925,Yes,Yes,5,5,2.6,6.9,2025-02-19 13:31:40.689527,2025-02-13 03:56:23.042523
926,Yes,Yes,7,4,5.6,4.8,2025-02-19 19:22:22.178023,2025-02-03 23:38:29.539492
927,Yes,Yes,6,7,1.3,5.4,2025-02-23 07:21:45.061819,2025-02-15 10:19:33.157415
928,Yes,Yes,10,5,4.4,4.6,2025-02-25 03:23:13.133685,2025-01-29 15:43:01.571435
929,Yes,Yes,7,5,3.6,7.6,2025-02-15 21:55:11.521779,2025-02-04 03:09:23.357959
930,Yes,No,7,0,3.4,0.0,2025-02-20 18:18:45.381190,
931,Yes,Yes,12,4,4.2,3.6,2025-02-18 19:20:50.642160,2025-02-05 16:09:05.923083
932,Yes,Yes,5,5,7.1,4.5,2025-02-18 03:18:59.061609,2025-02-03 19:56:51.598013
933,Yes,Yes,10,6,0.9,3.1,2025-02-17 11:22:01.540697,2025-02-16 07:01:01.770231
934,Yes,Yes,4,5,2.9,4.4,2025-02-16 05:17:44.430097,2025-02-21 03:09:52.695156
935,Yes,Yes,6,5,3.4,6.2,2024-02-23 02:37:30.041691,2024-02-15 16:12:12.559223
936,Yes,Yes,5,6,3.8,3.5,2025-02-23 13:39:49.394347,2025-02-10 13:02:55.193912
937,Yes,Yes,6,5,1.5,3.3,2025-02-17 04:38:53.960375,2025-02-05 14:44:53.370846
938,No,Yes,0,10,0.0,3.3,,2025-02-19 13:13:26.379313
939,Yes,Yes,7,4,5.3,5.2,2025-02-24 02:01:54.774786,2025-02-15 06:14:55.251968
940,No,Yes,0,8,0.0,6.8,,2025-01-31 15:22:04.954155
941,No,No,0,0,0.0,0.0,,
942,Yes,No,5,0,1.2,0.0,2025-02-18 17:18:15.134049,
943,No,Yes,0,5,0.0,4.7,,2025-02-16 07:13:42.840879
944,Yes,Yes,6,8,5.2,6.2,2025-02-19 17:13:15.469326,2025-01-31 18:56:12.216373
945,Yes,Yes,9,9,3.8,5.9,2025-02-18 06:57:20.172898,2025-02-11 20:24:00.711813
946,No,Yes,0,5,0.0,4.8,,2025-02-25 07:04:28.420460
947,Yes,Yes,9,5,2.0,7.3,2025-02-21 20:20:03.943595,2025-02-08 05:01:37.886637
948,Yes,Yes,7,6,6.2,7.1,2025-02-22 18:40:52.412289,2025-02-10 03:44:08.302772
949,Yes,Yes,12,5,6.1,4.1,2025-02-18 04:10:13.275427,2025-02-19 04:03:13.264312
950,Yes,Yes,6,9,3.7,4.7,2025-02-24 12:21:44.673115,2025-02-18 21:38:38.917128
951,Yes,Yes,5,6,4.6,4.1,2025-02-16 12:24:53.897060,2025-02-17 16:43:18.447293
952,Yes,Yes,6,6,4.3,3.2,2025-02-20 09:25:33.309986,2025-02-16 02:32:02.846173
953,Yes,Yes,7,3,2.1,6.6,2024-09-26 08:40:47.588781,2024-09-17 06:15:40.764197
954,Yes,No,5,0,3.9,0.0,2025-02-16 08:45:05.718665,
955,Yes,Yes,6,6,6.6,0.7,2025-02-24 04:31:06.276312,2025-02-08 07:47:50.821447
956,Yes,Yes,8,5,1.7,6.2,2025-02-18 12:59:26.001640,2025-02-21 00:57:24.734494
957,Yes,Yes,8,4,4.9,6.4,2025-02-24 13:41:49.334671,2025-02-25 06:33:06.104461
958,Yes,Yes,11,4,0.8,9.1,2025-02-21 00:13:41.525499,2025-02-19 19:08:33.962820
959,Yes,No,9,0,4.7,0.0,2025-02-17 03:53:11.636193,
960,Yes,Yes,9,4,2.1,8.9,2025-02-19 16:45:48.983848,2025-02-08 14:05:08.425393
961,Yes,Yes,6,5,3.7,7.5,2025-02-22 10:03:03.885289,2025-02-23 10:57:05.575701
962,Yes,Yes,6,5,3.5,5.3,2023-10-02 09:46:31.731057,2023-10-07 22:50:27.300204
963,Yes,Yes,11,4,4.3,3.9,2023-05-28 20:28:19.924547,2023-06-02 13:28:44.131330
964,Yes,No,7,0,0.6,0.0,2025-02-16 00:21:03.410669,
965,Yes,Yes,6,6,4.2,7.0,2025-02-20 17:06:55.769855,2025-01-30 06:53:40.582742
966,Yes,No,6,0,4.4,0.0,2025-02-22 09:49:53.748738,
967,Yes,Yes,10,4,5.6,6.0,2025-02-22 22:58:25.148832,2025-02-19 12:51:25.219032
968,Yes,Yes,11,5,1.1,4.8,2025-02-18 04:41:38.834289,2025-02-13 12:34:23.436591
969,No,Yes,0,7,0.0,7.6,,2025-02-12 08:22:58.822076
970,No,Yes,0,7,0.0,8.8,,2024-12-04 13:34:24.842643
