customer_id,age,job,marital,education,credit_default,customer_segment,region,income,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management
1360,77,retired,married,tertiary,no,Retired,Urban,1791,yes,yes,no,yes,no,yes,yes
1361,29,unemployed,single,secondary,no,Budget-Conscious,Suburban,798,no,no,no,yes,no,yes,no
1362,46,technician,married,secondary,no,Budget-Conscious,Urban,3372,yes,yes,yes,yes,no,yes,no
1363,66,services,divorced,tertiary,no,Retired,Urban,3389,yes,no,no,no,no,no,no
1364,45,services,married,secondary,no,Budget-Conscious,Suburban,3147,yes,yes,no,yes,yes,no,no
1365,54,services,married,primary,no,Middle-Market,Suburban,1680,yes,yes,yes,yes,no,yes,no
1366,18,admin,single,secondary,yes,Young Professionals,Suburban,3773,yes,no,no,yes,no,yes,no
1367,52,services,married,primary,no,Middle-Market,Urban,3235,yes,yes,yes,yes,no,yes,yes
1368,62,unemployed,married,primary,no,Retired,Suburban,292,yes,yes,no,yes,no,yes,yes
1369,38,technician,married,secondary,no,High-Value,Urban,3297,yes,no,yes,no,yes,yes,yes
1370,34,technician,married,tertiary,no,Middle-Market,Urban,2977,yes,no,yes,yes,no,yes,no
1371,19,student,single,tertiary,no,Budget-Conscious,Urban,416,no,yes,yes,yes,no,no,no
1372,41,technician,married,tertiary,no,High-Value,Rural,2755,yes,no,no,yes,no,yes,no
1373,57,management,married,tertiary,no,High-Value,Urban,5100,yes,yes,no,yes,yes,yes,yes
1374,56,blue-collar,married,secondary,no,High-Value,Urban,2894,yes,yes,no,yes,yes,yes,yes
1375,51,technician,married,tertiary,no,Budget-Conscious,Urban,3170,yes,yes,no,no,no,yes,no
1376,49,management,married,tertiary,no,Middle-Market,Rural,9744,yes,no,yes,yes,no,yes,yes
1377,54,blue-collar,married,secondary,no,Middle-Market,Rural,2864,yes,no,no,yes,no,no,no
1378,46,blue-collar,divorced,primary,yes,Middle-Market,Suburban,3261,yes,no,no,yes,no,yes,no
1379,50,blue-collar,single,secondary,no,Budget-Conscious,Urban,3033,no,yes,no,yes,no,yes,no
1380,62,retired,divorced,secondary,no,Retired,Suburban,2556,no,yes,yes,yes,no,yes,no
1381,47,technician,married,secondary,no,High-Value,Urban,4007,yes,no,no,yes,no,yes,no
1382,46,blue-collar,married,primary,no,High-Value,Urban,3910,yes,yes,yes,yes,yes,no,no
1383,20,student,single,tertiary,no,Young Professionals,Urban,827,no,yes,no,yes,no,no,no
1384,68,technician,divorced,tertiary,no,Budget-Conscious,Urban,2957,yes,yes,yes,yes,yes,yes,yes
1385,30,services,married,tertiary,no,Budget-Conscious,Urban,2583,yes,yes,no,yes,no,yes,no
1386,34,entrepreneur,married,tertiary,yes,High-Value,Urban,6123,yes,yes,yes,yes,yes,yes,no
1387,36,self-employed,married,tertiary,no,Budget-Conscious,Urban,5559,yes,yes,yes,yes,yes,yes,no
1388,51,admin,married,tertiary,no,Middle-Market,Urban,3621,yes,no,yes,yes,yes,yes,yes
1389,20,student,married,tertiary,no,Young Professionals,Urban,277,no,yes,yes,yes,no,no,no
1390,62,blue-collar,married,secondary,no,Retired,Urban,2922,yes,yes,no,yes,no,no,no
1391,47,technician,married,secondary,no,High-Value,Urban,3735,yes,yes,no,yes,yes,yes,no
1392,49,admin,married,tertiary,no,Middle-Market,Urban,4465,yes,yes,yes,no,yes,yes,no
1393,53,technician,married,secondary,yes,Middle-Market,Rural,2912,yes,yes,yes,yes,no,yes,no
1394,22,blue-collar,single,secondary,no,Young Professionals,Urban,2276,no,no,no,yes,no,no,no
1395,39,entrepreneur,married,tertiary,no,Middle-Market,Urban,6999,yes,no,yes,yes,yes,no,no
1396,39,management,married,tertiary,no,High-Value,Urban,5720,yes,yes,yes,yes,yes,no,yes
1397,46,blue-collar,married,tertiary,no,Middle-Market,Suburban,1894,yes,no,yes,yes,no,yes,no
1398,58,technician,divorced,tertiary,no,Budget-Conscious,Urban,4338,yes,no,yes,yes,no,no,no
1399,51,services,divorced,tertiary,no,Middle-Market,Urban,1986,no,no,no,yes,no,yes,no
1400,22,services,divorced,tertiary,no,Young Professionals,Urban,-169,yes,yes,no,yes,yes,yes,yes
1401,38,technician,married,tertiary,no,Middle-Market,Suburban,2627,yes,yes,yes,yes,yes,yes,yes
1402,57,technician,married,secondary,no,Middle-Market,Urban,2645,no,yes,yes,yes,no,no,yes
1403,58,admin,married,tertiary,no,Budget-Conscious,Urban,3211,yes,no,no,yes,yes,no,no
1404,62,services,married,primary,no,Retired,Urban,3006,yes,yes,yes,yes,yes,yes,no
1405,54,services,married,primary,no,High-Value,Urban,3241,yes,no,yes,yes,yes,yes,no
1406,43,blue-collar,married,primary,no,Budget-Conscious,Urban,3864,yes,no,no,no,no,yes,yes
1407,37,management,married,secondary,no,Middle-Market,Suburban,7523,yes,no,yes,yes,yes,yes,yes
1408,21,management,single,secondary,no,Budget-Conscious,Suburban,5724,yes,no,yes,yes,yes,yes,no
1409,85,retired,divorced,primary,yes,Budget-Conscious,Rural,2819,yes,yes,no,yes,no,no,yes
1410,47,management,married,tertiary,no,High-Value,Urban,7109,yes,yes,yes,yes,yes,yes,yes
1411,43,technician,married,tertiary,no,High-Value,Urban,4184,yes,yes,yes,yes,yes,yes,no
1412,43,admin,single,tertiary,no,Middle-Market,Urban,4034,yes,no,no,yes,no,yes,no
1413,32,technician,married,secondary,no,Budget-Conscious,Urban,4481,yes,yes,yes,yes,yes,yes,no
1414,27,admin,single,tertiary,no,Budget-Conscious,Urban,3345,yes,yes,no,yes,no,no,yes
1415,49,blue-collar,married,secondary,no,High-Value,Urban,2074,yes,no,no,yes,no,no,yes
1416,55,unemployed,single,secondary,no,Budget-Conscious,Suburban,971,yes,no,yes,yes,no,no,no
1417,39,admin,married,secondary,no,Middle-Market,Urban,3215,yes,yes,no,yes,no,yes,no
1418,44,admin,single,secondary,no,Middle-Market,Urban,3098,yes,yes,no,yes,yes,no,no
1419,61,blue-collar,divorced,secondary,no,Retired,Urban,2303,yes,yes,no,yes,no,yes,yes
1420,63,unemployed,married,tertiary,no,Retired,Urban,104,yes,no,no,yes,no,no,no
1421,48,entrepreneur,divorced,tertiary,no,Middle-Market,Rural,2519,no,yes,no,no,no,yes,no
1422,31,blue-collar,married,secondary,no,Middle-Market,Suburban,1600,yes,yes,no,yes,no,no,no
1423,48,admin,married,tertiary,no,Middle-Market,Urban,4537,yes,no,yes,yes,no,yes,no
1424,56,admin,married,primary,no,Budget-Conscious,Urban,3865,yes,yes,yes,yes,no,yes,no
1425,18,student,married,secondary,no,Budget-Conscious,Suburban,1284,no,yes,no,yes,no,yes,no
1426,20,student,single,tertiary,no,Young Professionals,Urban,329,no,yes,no,yes,no,no,no
1427,45,admin,single,secondary,no,Middle-Market,Suburban,4273,no,no,yes,yes,no,yes,yes
1428,23,student,married,secondary,no,Young Professionals,Urban,849,yes,yes,no,no,no,yes,yes
1429,50,services,married,secondary,no,Budget-Conscious,Rural,3428,yes,yes,no,yes,no,no,yes
1430,50,management,married,secondary,no,Middle-Market,Urban,8939,yes,yes,yes,no,no,yes,no
1431,44,blue-collar,married,secondary,no,High-Value,Urban,1015,yes,no,yes,yes,yes,yes,yes
1432,45,blue-collar,married,secondary,no,Middle-Market,Urban,1227,yes,yes,yes,yes,no,yes,no
1433,40,blue-collar,married,secondary,no,Budget-Conscious,Suburban,1601,yes,yes,yes,yes,no,yes,no
1434,33,services,married,tertiary,no,Middle-Market,Rural,3287,yes,yes,yes,yes,no,yes,yes
1435,30,admin,married,secondary,no,Budget-Conscious,Suburban,4480,yes,yes,no,yes,no,yes,no
1436,49,admin,single,tertiary,no,Budget-Conscious,Suburban,3957,yes,yes,no,yes,no,yes,yes
1437,36,entrepreneur,married,tertiary,no,Middle-Market,Suburban,7283,yes,no,yes,yes,yes,no,no
1438,54,services,married,primary,no,Middle-Market,Urban,2686,no,yes,yes,yes,no,yes,no
1439,65,technician,divorced,secondary,no,Retired,Suburban,3630,yes,no,no,no,no,yes,no
1440,30,services,married,primary,no,High-Value,Urban,1754,yes,no,yes,yes,yes,no,yes
1441,18,student,married,tertiary,no,Young Professionals,Urban,753,no,no,yes,yes,no,no,yes
1442,39,admin,married,secondary,no,Middle-Market,Suburban,4158,no,no,yes,yes,yes,no,no
1443,56,services,married,secondary,no,Budget-Conscious,Urban,2051,yes,yes,no,yes,no,no,yes
1444,43,blue-collar,married,primary,no,Middle-Market,Rural,3243,yes,yes,no,yes,no,yes,no
1445,61,management,married,tertiary,no,High-Value,Urban,5302,yes,no,yes,yes,no,yes,no
1446,54,technician,single,tertiary,no,Budget-Conscious,Urban,3227,no,yes,no,yes,no,yes,yes
1447,42,services,married,secondary,no,Budget-Conscious,Urban,3456,yes,yes,no,yes,no,yes,no
1448,22,management,single,tertiary,no,Young Professionals,Suburban,7050,yes,no,yes,yes,yes,yes,yes
1449,52,unemployed,married,primary,no,Budget-Conscious,Urban,274,no,yes,yes,yes,no,no,yes
1450,58,services,married,secondary,no,Middle-Market,Rural,2290,yes,yes,yes,yes,yes,yes,no
1451,44,blue-collar,married,secondary,no,Middle-Market,Suburban,2502,yes,no,no,yes,no,yes,no
1452,60,services,divorced,primary,no,High-Value,Urban,1881,yes,yes,yes,yes,yes,no,yes
1453,65,management,divorced,secondary,no,Retired,Urban,6315,yes,yes,no,yes,no,no,no
1454,81,retired,divorced,primary,no,Retired,Urban,2939,yes,yes,no,yes,no,no,no
1455,47,admin,married,secondary,no,High-Value,Urban,4844,yes,yes,yes,yes,yes,no,no
1456,61,unemployed,married,secondary,no,Budget-Conscious,Urban,783,no,yes,no,yes,no,yes,yes
1457,38,services,married,secondary,no,Middle-Market,Suburban,2929,yes,yes,no,yes,no,no,no
1458,35,services,married,secondary,no,Budget-Conscious,Urban,3436,yes,yes,no,no,no,no,no
1459,26,technician,single,tertiary,no,Young Professionals,Suburban,3028,yes,no,no,yes,yes,yes,yes
1460,61,services,divorced,secondary,no,Retired,Urban,2241,no,no,no,yes,no,no,no
1461,48,blue-collar,divorced,secondary,no,Middle-Market,Urban,2410,yes,no,no,yes,no,yes,no
1462,41,services,married,primary,no,Middle-Market,Urban,3268,yes,no,no,yes,no,yes,no
1463,43,admin,married,tertiary,no,Middle-Market,Urban,3811,yes,yes,yes,yes,no,yes,no
1464,45,services,married,secondary,no,Budget-Conscious,Urban,2371,yes,yes,no,yes,no,yes,no
1465,21,student,married,tertiary,no,Young Professionals,Urban,66,no,yes,no,yes,no,yes,yes
1466,45,admin,single,secondary,no,Middle-Market,Urban,4264,yes,no,yes,yes,no,yes,yes
1467,19,student,single,tertiary,no,Young Professionals,Urban,992,no,no,no,yes,no,no,no
1468,38,blue-collar,married,primary,no,Budget-Conscious,Suburban,1725,no,yes,no,yes,yes,yes,no
1469,33,management,married,tertiary,no,High-Value,Urban,6991,yes,no,yes,yes,yes,no,yes
1470,51,self-employed,married,tertiary,no,Middle-Market,Urban,5450,no,no,yes,yes,yes,no,no
1471,83,retired,divorced,primary,no,Retired,Suburban,1859,yes,no,yes,yes,no,yes,no
1472,45,services,divorced,primary,no,Middle-Market,Rural,1557,yes,yes,no,yes,no,yes,no
1473,18,management,single,secondary,no,Young Professionals,Urban,7176,yes,no,yes,yes,yes,no,no
1474,39,blue-collar,single,secondary,no,Middle-Market,Suburban,3225,yes,no,yes,yes,no,yes,yes
1475,31,entrepreneur,married,tertiary,no,High-Value,Urban,5064,yes,no,no,yes,yes,yes,no
1476,33,services,single,tertiary,no,Budget-Conscious,Urban,1309,no,yes,yes,yes,no,yes,no
1477,32,management,single,tertiary,no,High-Value,Urban,8937,yes,no,no,yes,yes,yes,yes
1478,57,self-employed,married,secondary,no,Middle-Market,Urban,3057,yes,yes,yes,yes,no,yes,no
1479,57,self-employed,married,tertiary,no,High-Value,Urban,-39,yes,yes,yes,yes,yes,no,no
1480,45,blue-collar,married,secondary,no,Middle-Market,Urban,1344,yes,no,yes,yes,no,yes,no
1481,33,management,married,secondary,no,Budget-Conscious,Urban,5161,yes,yes,yes,yes,yes,yes,no
1482,51,admin,married,secondary,no,Middle-Market,Suburban,3253,yes,no,yes,yes,no,no,no
1483,40,blue-collar,married,primary,no,Budget-Conscious,Urban,2941,no,yes,no,yes,no,yes,no
1484,53,admin,married,tertiary,no,Middle-Market,Suburban,4460,yes,no,yes,yes,yes,yes,no
1485,55,entrepreneur,single,tertiary,no,Middle-Market,Urban,1964,no,yes,yes,yes,no,yes,yes
1486,17,blue-collar,single,primary,no,Budget-Conscious,Suburban,3389,yes,no,yes,yes,no,no,no
1487,46,blue-collar,single,primary,no,High-Value,Urban,3377,yes,yes,no,no,yes,no,yes
1488,56,services,married,primary,no,Budget-Conscious,Urban,3198,yes,yes,yes,yes,no,no,no
1489,34,blue-collar,married,secondary,yes,Budget-Conscious,Suburban,2498,yes,yes,no,yes,yes,yes,no
1490,26,blue-collar,single,primary,no,Young Professionals,Suburban,-459,yes,no,no,yes,no,yes,no
1491,65,technician,married,secondary,no,Retired,Urban,4051,yes,no,yes,yes,yes,no,yes
1492,64,blue-collar,single,primary,no,Retired,Suburban,1033,yes,no,no,yes,no,yes,no
1493,57,technician,divorced,tertiary,no,Middle-Market,Suburban,3976,yes,no,no,yes,no,yes,no
1494,74,admin,divorced,primary,no,Retired,Urban,4372,yes,no,no,yes,yes,no,no
1495,32,services,single,secondary,no,Middle-Market,Urban,1969,no,yes,yes,yes,no,no,no
1496,64,services,divorced,secondary,no,Budget-Conscious,Urban,3255,yes,yes,no,no,yes,no,no
1497,44,services,married,tertiary,no,Middle-Market,Urban,1469,yes,yes,no,yes,no,yes,no
1498,34,blue-collar,married,secondary,no,Budget-Conscious,Urban,3675,yes,yes,no,yes,no,yes,no
1499,45,blue-collar,married,primary,no,Middle-Market,Urban,3685,yes,yes,yes,yes,yes,yes,no
1500,34,management,married,secondary,no,High-Value,Urban,7230,yes,yes,yes,no,yes,no,no
1501,46,blue-collar,single,primary,no,Budget-Conscious,Urban,3427,no,yes,no,yes,no,no,no
1502,40,blue-collar,single,primary,no,Middle-Market,Urban,3535,no,yes,yes,yes,no,yes,yes
1503,35,admin,married,secondary,no,Budget-Conscious,Rural,3918,yes,no,no,yes,no,no,yes
1504,94,entrepreneur,divorced,secondary,no,Retired,Rural,9210,yes,no,no,yes,yes,no,no
1505,39,blue-collar,single,secondary,no,Budget-Conscious,Urban,1344,yes,yes,no,yes,no,yes,no
1506,52,blue-collar,single,tertiary,no,High-Value,Urban,2793,yes,yes,no,yes,yes,yes,no
1507,81,retired,married,tertiary,no,Budget-Conscious,Suburban,2251,yes,yes,yes,yes,no,yes,yes
1508,37,blue-collar,married,primary,no,High-Value,Urban,2985,yes,yes,yes,no,no,yes,yes
1509,46,services,single,secondary,no,Budget-Conscious,Urban,1831,yes,yes,no,yes,no,yes,no
1510,18,self-employed,married,tertiary,no,Budget-Conscious,Urban,2617,no,yes,no,yes,no,yes,no
1511,48,management,married,tertiary,no,High-Value,Urban,5705,yes,yes,yes,yes,no,yes,yes
1512,71,services,married,primary,no,Retired,Urban,-113,yes,no,yes,no,yes,yes,no
1513,25,student,married,tertiary,no,Young Professionals,Urban,1047,yes,no,no,no,yes,no,yes
1514,48,admin,divorced,secondary,no,Budget-Conscious,Urban,4993,yes,yes,no,no,no,yes,no
1515,56,technician,married,primary,no,Middle-Market,Urban,3219,yes,no,yes,yes,no,yes,no
1516,56,admin,married,secondary,no,Middle-Market,Urban,-393,yes,no,yes,yes,no,yes,no
1517,40,services,married,tertiary,no,Middle-Market,Suburban,1930,yes,yes,no,yes,no,no,yes
1518,44,management,married,tertiary,no,High-Value,Urban,7848,yes,no,yes,yes,yes,yes,yes
1519,42,technician,married,tertiary,no,Middle-Market,Urban,2623,yes,yes,yes,yes,no,yes,yes
1520,35,unemployed,married,secondary,no,Middle-Market,Suburban,520,yes,no,no,yes,no,yes,no
1521,24,admin,single,secondary,no,Young Professionals,Urban,4659,yes,yes,yes,yes,no,yes,no
1522,25,unemployed,single,tertiary,no,Budget-Conscious,Urban,312,yes,yes,yes,yes,no,yes,no
1523,48,blue-collar,married,primary,no,Middle-Market,Suburban,3291,yes,no,no,yes,no,no,no
1524,60,admin,single,secondary,no,Middle-Market,Urban,4076,yes,yes,no,yes,no,yes,yes
1525,48,blue-collar,married,secondary,no,High-Value,Urban,1816,yes,yes,yes,no,no,yes,no
1526,37,technician,married,tertiary,no,Budget-Conscious,Urban,4074,yes,yes,yes,yes,yes,yes,no
1527,35,technician,divorced,tertiary,no,High-Value,Urban,2500,yes,yes,yes,yes,yes,yes,yes
1528,55,entrepreneur,married,tertiary,no,Middle-Market,Suburban,5198,yes,yes,no,yes,yes,no,no
1529,42,management,married,tertiary,no,High-Value,Suburban,5164,yes,yes,yes,yes,no,yes,yes
1530,42,blue-collar,single,secondary,no,Budget-Conscious,Urban,2254,yes,yes,no,yes,yes,no,no
1531,63,entrepreneur,divorced,tertiary,no,Retired,Suburban,6003,yes,yes,no,yes,yes,yes,yes
1532,49,services,married,secondary,no,Middle-Market,Suburban,1886,no,yes,no,yes,no,yes,yes
1533,46,services,married,primary,no,Middle-Market,Suburban,2290,yes,yes,no,yes,no,yes,no
1534,32,technician,married,secondary,no,Middle-Market,Rural,4302,yes,yes,yes,yes,no,no,no
1535,54,blue-collar,single,primary,yes,Middle-Market,Urban,2762,no,yes,yes,yes,no,yes,no
1536,23,admin,married,tertiary,no,Young Professionals,Urban,4216,yes,no,yes,yes,no,yes,no
1537,43,technician,divorced,tertiary,no,High-Value,Urban,3004,yes,no,no,yes,no,yes,yes
1538,15,services,single,secondary,no,Budget-Conscious,Suburban,2009,yes,yes,no,yes,yes,yes,no
1539,47,technician,divorced,tertiary,no,Middle-Market,Suburban,3734,yes,no,no,yes,no,no,no
1540,20,blue-collar,divorced,secondary,no,Budget-Conscious,Urban,3355,no,yes,no,yes,no,no,no
1541,43,services,married,tertiary,no,Middle-Market,Urban,3391,yes,yes,yes,yes,yes,yes,no
1542,53,admin,single,primary,no,Budget-Conscious,Suburban,4357,yes,no,yes,yes,yes,yes,no
1543,73,retired,married,primary,no,Retired,Urban,2610,no,yes,no,yes,no,no,no
1544,56,technician,married,tertiary,no,Budget-Conscious,Suburban,4011,yes,no,no,yes,no,no,no
1545,22,student,single,tertiary,no,Young Professionals,Urban,461,yes,yes,no,no,no,yes,yes
1546,47,blue-collar,married,secondary,no,Budget-Conscious,Urban,1997,yes,yes,no,yes,no,yes,no
1547,53,management,married,secondary,no,Middle-Market,Suburban,5624,yes,no,no,yes,no,no,no
1548,66,retired,divorced,primary,no,Budget-Conscious,Rural,1618,yes,yes,no,yes,no,no,no
1549,48,admin,single,secondary,no,Middle-Market,Urban,3555,yes,yes,no,yes,no,yes,no
1550,55,services,married,secondary,no,Middle-Market,Urban,3316,yes,yes,no,yes,no,yes,no
1551,24,student,single,tertiary,no,Young Professionals,Suburban,264,yes,yes,yes,yes,no,yes,no
1552,60,services,divorced,secondary,no,Budget-Conscious,Urban,2861,yes,no,no,yes,no,yes,no
1553,56,management,married,secondary,no,Middle-Market,Urban,8357,yes,yes,yes,yes,no,no,yes
1554,41,management,divorced,secondary,no,High-Value,Suburban,6105,yes,no,no,yes,yes,yes,no
1555,48,technician,single,tertiary,no,High-Value,Urban,3720,yes,no,no,yes,yes,yes,no
1556,25,technician,single,tertiary,no,Young Professionals,Urban,4312,yes,no,yes,yes,no,yes,no
1557,43,services,single,secondary,no,Budget-Conscious,Urban,1707,yes,yes,yes,yes,yes,yes,no
1558,30,blue-collar,married,secondary,no,Middle-Market,Urban,1085,yes,yes,no,yes,no,yes,yes
1559,42,management,divorced,tertiary,no,High-Value,Urban,8742,yes,yes,yes,yes,yes,yes,no
1560,49,unemployed,married,secondary,no,Middle-Market,Urban,843,yes,no,yes,yes,no,yes,no
1561,63,blue-collar,divorced,secondary,no,Retired,Urban,2400,yes,yes,no,yes,no,no,yes
1562,36,technician,single,tertiary,no,Middle-Market,Urban,2982,no,yes,yes,yes,yes,yes,no
1563,40,self-employed,single,tertiary,no,Budget-Conscious,Suburban,3908,yes,no,no,yes,no,no,no
1564,34,technician,single,tertiary,no,Middle-Market,Urban,4116,yes,yes,yes,yes,yes,yes,yes
1565,38,management,married,secondary,no,Middle-Market,Urban,7498,yes,no,no,yes,no,yes,no
1566,46,blue-collar,married,primary,no,Middle-Market,Suburban,1103,no,no,no,yes,no,yes,no
1567,52,services,single,tertiary,no,High-Value,Urban,3468,yes,yes,yes,yes,yes,yes,yes
1568,54,admin,married,secondary,no,Middle-Market,Suburban,3599,yes,yes,no,yes,no,yes,no
1569,51,services,single,primary,no,High-Value,Urban,3202,yes,no,yes,yes,yes,yes,no
1570,53,blue-collar,single,primary,no,Budget-Conscious,Suburban,1279,yes,no,no,yes,no,yes,no
1571,82,retired,divorced,primary,no,Retired,Urban,2433,yes,no,no,yes,no,no,no
1572,68,technician,married,primary,no,Retired,Suburban,4204,yes,no,no,yes,no,yes,yes
1573,32,services,married,secondary,no,High-Value,Urban,1606,yes,no,no,yes,yes,no,no
1574,70,management,divorced,tertiary,no,Budget-Conscious,Rural,6374,yes,no,yes,yes,no,no,no
1575,30,technician,married,tertiary,no,High-Value,Urban,3856,yes,yes,no,yes,yes,yes,no
1576,40,admin,married,secondary,no,Middle-Market,Urban,4614,yes,no,no,yes,no,yes,yes
1577,34,admin,married,secondary,no,Budget-Conscious,Urban,4022,yes,yes,yes,yes,no,yes,no
1578,48,services,married,secondary,yes,Budget-Conscious,Urban,3369,yes,yes,no,yes,no,yes,no
1579,66,services,divorced,primary,no,Budget-Conscious,Suburban,2585,yes,yes,yes,yes,no,no,no
1580,48,blue-collar,single,secondary,no,Budget-Conscious,Suburban,2026,yes,yes,no,yes,no,no,no
1581,52,technician,divorced,secondary,no,Budget-Conscious,Suburban,4296,yes,yes,no,yes,no,yes,no
1582,32,blue-collar,divorced,secondary,no,High-Value,Urban,2724,yes,yes,no,yes,no,yes,no
1583,81,retired,divorced,secondary,no,Retired,Urban,1904,yes,no,no,yes,no,yes,no
1584,42,blue-collar,married,secondary,no,High-Value,Urban,3590,yes,no,no,yes,no,yes,yes
1585,21,student,single,secondary,no,Young Professionals,Urban,81,yes,no,no,yes,yes,yes,no
1586,53,admin,single,tertiary,no,Budget-Conscious,Suburban,3885,yes,no,no,yes,no,no,no
1587,56,services,married,tertiary,no,Middle-Market,Suburban,2021,yes,yes,no,yes,no,yes,no
1588,60,blue-collar,divorced,primary,no,Middle-Market,Urban,1800,no,yes,no,yes,no,no,no
1589,29,blue-collar,single,secondary,no,Young Professionals,Urban,2664,yes,no,no,yes,no,yes,yes
1590,56,services,single,secondary,no,Budget-Conscious,Suburban,2249,no,yes,no,yes,no,yes,yes
1591,61,services,married,secondary,no,Retired,Rural,1806,yes,yes,no,yes,no,yes,no
1592,22,student,single,secondary,no,Young Professionals,Urban,836,no,no,yes,no,no,no,yes
1593,41,admin,single,secondary,no,Middle-Market,Suburban,3983,yes,yes,yes,yes,no,yes,no
1594,18,admin,single,secondary,yes,Young Professionals,Urban,3052,no,yes,no,yes,no,no,no
1595,46,services,married,secondary,no,Middle-Market,Rural,1546,yes,no,no,yes,no,yes,no
1596,66,retired,single,tertiary,no,Retired,Urban,2270,yes,yes,yes,yes,yes,yes,yes
1597,32,technician,married,secondary,yes,High-Value,Urban,7331,yes,no,yes,yes,yes,yes,yes
1598,54,admin,divorced,primary,no,Middle-Market,Rural,3454,yes,yes,no,yes,no,no,yes
1599,30,admin,married,secondary,no,Middle-Market,Urban,4611,yes,yes,no,yes,no,yes,no
1600,54,management,married,primary,no,High-Value,Rural,6259,yes,no,yes,yes,yes,yes,no
1601,44,technician,married,secondary,no,High-Value,Suburban,3325,yes,no,yes,yes,no,yes,no
1602,51,entrepreneur,single,tertiary,no,Budget-Conscious,Rural,3203,yes,yes,no,yes,yes,yes,no
1603,70,technician,divorced,tertiary,no,Retired,Urban,3703,yes,no,no,yes,yes,no,no
1604,49,blue-collar,married,secondary,no,Middle-Market,Urban,2512,yes,yes,no,yes,no,yes,no
1605,51,admin,married,primary,no,Middle-Market,Suburban,3849,yes,yes,no,yes,no,no,no
1606,55,blue-collar,married,secondary,no,Middle-Market,Urban,3075,yes,no,no,yes,no,yes,yes
1607,39,admin,married,secondary,no,Budget-Conscious,Urban,4249,yes,no,yes,yes,yes,yes,no
1608,42,management,single,tertiary,no,High-Value,Urban,5716,yes,yes,no,yes,no,yes,no
1609,32,technician,married,tertiary,no,Budget-Conscious,Suburban,3077,yes,no,yes,yes,no,yes,no
1610,49,blue-collar,married,secondary,no,High-Value,Urban,2618,yes,no,yes,yes,no,yes,yes
1611,55,management,single,tertiary,no,High-Value,Urban,7524,yes,no,yes,yes,yes,no,yes
1612,45,services,married,primary,yes,Middle-Market,Suburban,3429,yes,yes,yes,yes,no,no,no
1613,39,blue-collar,married,primary,no,Budget-Conscious,Urban,3508,yes,no,yes,yes,no,yes,no
1614,53,entrepreneur,married,tertiary,no,Budget-Conscious,Urban,2795,yes,no,yes,yes,no,yes,yes
1615,54,entrepreneur,married,tertiary,no,Middle-Market,Suburban,8901,yes,no,yes,yes,no,yes,no
1616,49,services,married,secondary,no,Budget-Conscious,Urban,2658,no,yes,no,no,no,yes,no
1617,21,student,married,primary,no,Young Professionals,Urban,953,yes,yes,no,yes,no,yes,no
1618,38,services,married,secondary,no,High-Value,Urban,3046,yes,no,yes,no,no,yes,no
1619,68,retired,divorced,secondary,no,Retired,Urban,2167,yes,yes,yes,yes,yes,no,no
1620,48,services,married,secondary,no,Middle-Market,Suburban,2595,yes,no,yes,yes,no,yes,no
1621,55,blue-collar,single,tertiary,no,Middle-Market,Urban,3619,yes,no,no,yes,yes,yes,no
1622,56,admin,single,tertiary,no,Middle-Market,Urban,4186,yes,no,no,yes,yes,no,no
1623,72,retired,married,primary,no,Retired,Urban,1981,yes,no,yes,no,no,no,no
1624,23,student,single,secondary,no,Young Professionals,Urban,1328,yes,yes,no,yes,no,no,no
1625,18,technician,single,secondary,no,Young Professionals,Suburban,3243,yes,no,no,yes,no,yes,no
1626,69,services,single,secondary,yes,Retired,Suburban,2638,yes,no,no,yes,no,yes,no
1627,60,technician,married,tertiary,no,Middle-Market,Suburban,3807,yes,no,yes,yes,no,yes,no
1628,46,blue-collar,married,secondary,no,High-Value,Urban,1540,no,yes,no,yes,no,yes,no
1629,57,admin,married,secondary,no,Middle-Market,Urban,3539,yes,yes,no,yes,no,yes,no
1630,56,blue-collar,married,primary,no,Middle-Market,Suburban,2069,no,no,yes,yes,no,no,no
1631,39,self-employed,married,primary,no,Middle-Market,Suburban,4828,yes,no,yes,yes,yes,yes,no
1632,58,entrepreneur,married,tertiary,no,High-Value,Urban,1680,yes,yes,no,yes,no,yes,no
1633,47,services,married,secondary,no,Middle-Market,Urban,1476,yes,no,no,yes,no,yes,yes
1634,35,self-employed,married,secondary,no,High-Value,Urban,2524,yes,yes,no,yes,yes,no,no
1635,44,unemployed,divorced,secondary,no,Middle-Market,Urban,367,yes,no,yes,yes,no,no,no
1636,44,technician,single,tertiary,no,Middle-Market,Suburban,3383,yes,no,no,yes,no,yes,no
1637,49,blue-collar,divorced,secondary,no,Middle-Market,Suburban,1257,yes,yes,no,yes,no,yes,no
1638,47,technician,divorced,tertiary,no,Budget-Conscious,Rural,2733,no,yes,no,yes,no,no,yes
1639,19,student,single,secondary,no,Young Professionals,Urban,369,no,yes,no,yes,no,no,yes
1640,28,unemployed,married,primary,no,Young Professionals,Urban,480,yes,yes,no,yes,yes,no,yes
1641,44,blue-collar,single,secondary,no,Middle-Market,Rural,1370,yes,no,no,yes,no,yes,no
1642,35,management,married,primary,no,Middle-Market,Urban,9850,yes,no,yes,yes,yes,yes,yes
