customer_id,days_since_last_transaction,account_lifetime_days,current_balance,peak_month,peak_month_spending,peak_month_frequency,total_transactions_3m,total_transactions_6m,total_transactions_12m,total_transaction_amount_3m,total_transaction_amount_6m,total_transaction_amount_12m,average_transaction_amount_3m,average_transaction_amount_6m,average_transaction_amount_12m,transaction_frequency_3m,transaction_frequency_6m,transaction_frequency_12m,high_value_transaction_rate_3m,high_value_transaction_rate_6m,high_value_transaction_rate_12m,online_transaction_ratio_3m,online_transaction_ratio_6m,online_transaction_ratio_12m
1852,29,123,21063.849275207638,3,50280.71107113211,52.3723466429439,123,249,528,48006.031971997,97182.94277257929,206074.67383101152,390.29294286176423,390.29294286176423,390.29294286176423,41.0,41.5,44.0,0.0975609756097561,0.09236947791164658,0.08333333333333333,0.6257676206776515,0.7456936147533864,0.6742689179631034
1853,13,1749,10013.896087060006,1,38413.31527682643,56.6713802317508,132,277,558,53134.28587403964,111501.4938417347,224613.1175584403,402.5324687427246,402.5324687427246,402.5324687427246,44.0,46.166666666666664,46.5,0.14393939393939395,0.11552346570397112,0.12903225806451613,0.6669762376636279,0.7235412676816066,0.67242598324008
1854,11,1508,21500.399264248997,3,41659.8135959538,51.415429259121275,144,271,450,67932.36268758323,127844.93255788233,212288.6333986976,471.75251866377243,471.75251866377243,471.75251866377243,48.0,45.166666666666664,37.5,0.125,0.12546125461254612,0.13333333333333333,0.6339661848195088,0.7373146566977336,0.7188088741004839
1855,60,-298,696.4936925912401,1,958.1651713876294,24.178652746494524,52,132,239,901.5306366624889,2288.500846912472,4143.573503121824,17.337127628124787,17.337127628124787,17.337127628124787,17.333333333333332,22.0,19.916666666666668,0.038461538461538464,0.030303030303030304,0.04184100418410042,0.5863889707800622,0.6166542922404192,0.5985534772372806
1856,3,1487,3223.8861253967398,8,11360.242435363089,44.8759300195988,91,220,471,12790.837484796664,30922.90380939853,66203.12588284866,140.55865367908422,140.55865367908422,140.55865367908422,30.333333333333332,36.666666666666664,39.25,0.0989010989010989,0.07727272727272727,0.07218683651804671,0.6480122341844143,0.6865071033635277,0.6472799524476432
1857,11,1741,3597.163987580604,3,16990.473231309166,64.25559568477053,164,181,534,28051.793816635454,30959.6017122623,91339.3774273374,171.0475232721674,171.0475232721674,171.0475232721674,54.666666666666664,30.166666666666668,44.5,0.06707317073170732,0.08287292817679558,0.08239700374531835,0.7545633056415454,0.7731313574695783,0.761254158466357
1858,41,1603,5388.170393231198,11,8784.590952237288,42.38531810407193,141,179,366,16298.307787852695,20690.759532096683,42306.2457471921,115.5908353748418,115.5908353748418,115.5908353748418,47.0,29.833333333333332,30.5,0.05673758865248227,0.09497206703910614,0.06830601092896176,0.6314835404128936,0.6230129690672395,0.6839883287283907
1859,37,1481,11526.17455249108,12,76520.99853676667,60.59483633050472,138,297,589,72627.61247348198,156307.25293205903,309983.0706295716,526.2870469092896,526.2870469092896,526.2870469092896,46.0,49.5,49.083333333333336,0.13043478260869565,0.16161616161616163,0.14770797962648557,0.6646295960379739,0.7403845241391216,0.7144495879430377
1860,48,1299,6709.967341452813,8,12080.478466493254,41.79152697514787,76,152,392,9373.986752626946,18747.973505253893,48350.03693460214,123.34193095561771,123.34193095561771,123.34193095561771,25.333333333333332,25.333333333333332,32.666666666666664,0.039473684210526314,0.039473684210526314,0.03571428571428571,0.6719490762562053,0.705053295635938,0.6090237174886074
1861,3,726,3099.8156889596007,8,16203.315031087952,46.557107333274985,78,262,480,10609.997025167982,35638.70795633348,65292.28938564912,136.025602886769,136.025602886769,136.025602886769,26.0,43.666666666666664,40.0,0.19230769230769232,0.13740458015267176,0.15833333333333333,0.6881822624798231,0.7354286759579994,0.6876100513284427
1862,18,1149,7851.46756070201,1,9272.4448884007,35.713722126964136,112,184,340,17806.296035536958,29253.200629810715,54054.82725073719,158.98478603157997,158.98478603157997,158.98478603157997,37.333333333333336,30.666666666666668,28.333333333333332,0.10714285714285714,0.10869565217391304,0.10882352941176471,0.6329233080668177,0.6319200211899192,0.5319666851433914
1863,4,746,4396.69291925398,2,20874.453734469862,52.257518904912175,100,293,454,18967.81817415691,55575.707250279745,86113.89451067237,189.6781817415691,189.6781817415691,189.6781817415691,33.333333333333336,48.833333333333336,37.833333333333336,0.09,0.07167235494880546,0.06828193832599119,0.5928709137668254,0.6426046496386565,0.649223039064754
1864,52,757,5844.700100712365,10,11783.524945680587,44.09690098086977,109,151,436,19583.6273070896,27129.61214101403,78334.5092283584,179.66630556962934,179.66630556962934,179.66630556962934,36.333333333333336,25.166666666666668,36.333333333333336,0.1651376146788991,0.10596026490066225,0.16055045871559634,0.6852717178242268,0.5630080749639021,0.6493878473159177
1865,53,171,2.947264543653451,9,3.6035545952840957,35.23609440694166,119,140,351,5.4227845784623225,6.37974656289685,15.994936025548531,0.04556961830640607,0.04556961830640607,0.04556961830640607,39.666666666666664,23.333333333333332,29.25,0.05042016806722689,0.06428571428571428,0.05982905982905983,0.6952960431300268,0.698597960126717,0.7517476255169866
1866,2,1337,856.3663108422794,9,1783.8710114409266,28.949556400782846,50,80,222,1666.8460700732505,2666.953712117201,7400.796551125233,33.33692140146501,33.33692140146501,33.33692140146501,16.666666666666668,13.333333333333334,18.5,0.08,0.0125,0.05855855855855856,0.5588823215175026,0.6054415416324909,0.6332228057967885
1867,14,1367,11486.044713298412,2,29571.56961209006,60.49912559826589,109,228,538,29919.26885470027,62583.42476029047,147674.9233378784,274.4887050889933,274.4887050889933,274.4887050889933,36.333333333333336,38.0,44.833333333333336,0.1651376146788991,0.13596491228070176,0.13940520446096655,0.618589420104137,0.743668494292384,0.7318388364010568
1868,31,1721,4375.615845611794,3,12813.829790246704,42.33572124603982,103,277,457,14126.283046523085,37990.101008610625,62676.80924525291,137.14837909245713,137.14837909245713,137.14837909245713,34.333333333333336,46.166666666666664,38.083333333333336,0.13592233009708737,0.12274368231046931,0.13566739606126915,0.6338820591391899,0.6350646730938716,0.6372962056913888
1869,4,935,5831.846558710335,12,15198.60752728932,54.01528715237442,133,184,432,26871.678587003164,37175.85609029009,87282.44473372457,202.04269614288094,202.04269614288094,202.04269614288094,44.333333333333336,30.666666666666668,36.0,0.13533834586466165,0.09239130434782608,0.10416666666666667,0.6856214098576902,0.6509030664574804,0.7161546492958862
1870,35,1004,4650.747960098952,9,7648.360077668647,40.61818450512008,71,238,365,9521.472950524654,31917.050172181236,48948.41728086618,134.10525282429091,134.10525282429091,134.10525282429091,23.666666666666668,39.666666666666664,30.416666666666668,0.2112676056338028,0.12605042016806722,0.08493150684931507,0.7162614220713784,0.7135123310413141,0.6851174503378691
1871,12,1823,6610.877804681442,11,40624.20331407653,64.642448505655,122,241,532,39021.4551856035,77083.36639123315,170159.13244869723,319.84799332461887,319.84799332461887,319.84799332461887,40.666666666666664,40.166666666666664,44.333333333333336,0.12295081967213115,0.14522821576763487,0.15977443609022557,0.6730202471727657,0.6726829912589202,0.6940585734239778
1872,52,1664,4706.729961232413,6,21006.777119178594,40.335512226051414,111,197,460,24569.11475577785,43604.64510710123,101817.95304196226,221.34337617817883,221.34337617817883,221.34337617817883,37.0,32.833333333333336,38.333333333333336,0.07207207207207207,0.07106598984771574,0.09565217391304348,0.6447017205343969,0.7191130227121468,0.6258045721718941
1873,37,1816,5456.647551032366,11,7020.415777805814,47.25864546327216,94,204,410,10592.122940222858,22987.160423462374,46199.68516480183,112.68215893854105,112.68215893854105,112.68215893854105,31.333333333333332,34.0,34.166666666666664,0.18085106382978725,0.12745098039215685,0.12195121951219512,0.6632185246174424,0.6700588325146941,0.7147148084901949
1874,1,82,16626.716406670843,8,43485.41287109929,51.40944353188638,117,327,541,46202.005358672075,129128.68164346811,213634.91366702216,394.88893468950494,394.88893468950494,394.88893468950494,39.0,54.5,45.083333333333336,0.15384615384615385,0.11009174311926606,0.11275415896487985,0.7916133322582171,0.6652029597366322,0.6869766675029563
1875,11,1360,4538.236760788261,5,8177.242279596734,44.04553398686838,71,252,372,10035.720665281413,35619.7409528298,52581.52235893923,141.34817838424524,141.34817838424524,141.34817838424524,23.666666666666668,42.0,31.0,0.028169014084507043,0.12698412698412698,0.08602150537634409,0.676267555004735,0.7443492627585784,0.587545344262785
1876,39,1166,9147.595070840047,8,20870.415373257303,44.148098777322794,92,207,404,20834.327479638803,46877.23682918731,91489.87284537041,226.4600813004218,226.4600813004218,226.4600813004218,30.666666666666668,34.5,33.666666666666664,0.043478260869565216,0.10628019323671498,0.04702970297029703,0.6447912791860541,0.6427129242387049,0.7481255755840039
1877,149,658,6036.749435437356,10,3821.769794956213,17.48284351441432,31,70,142,3662.2448191947756,8269.585075601106,16775.4440105051,118.13692965144438,118.13692965144438,118.13692965144438,10.333333333333334,11.666666666666666,11.833333333333334,0.12903225806451613,0.08571428571428572,0.11267605633802817,0.5001604586036721,0.3971173688702412,0.4390274900101842
1878,29,1616,4979.608346040655,12,12535.714832393864,41.63483127699856,111,205,400,15530.23296173666,28681.961776180317,55964.80346571769,139.91200866429423,139.91200866429423,139.91200866429423,37.0,34.166666666666664,33.333333333333336,0.06306306306306306,0.07804878048780488,0.0875,0.7356912436454767,0.6808295755252587,0.6798432440445407
1879,52,1512,9106.259494536214,12,23617.28273534627,54.66781019821736,124,256,448,29248.79339920806,60384.60572739729,105673.06002294525,235.87736612264567,235.87736612264567,235.87736612264567,41.333333333333336,42.666666666666664,37.333333333333336,0.1693548387096774,0.19140625,0.140625,0.6343223517665606,0.5809760904031511,0.6318234525315578
1880,147,1562,2618.360991068062,8,2848.0665122366418,13.849498927603781,40,83,140,4084.44565010024,8475.224723957997,14295.559775350841,102.111141252506,102.111141252506,102.111141252506,13.333333333333334,13.833333333333334,11.666666666666666,0.025,0.024096385542168676,0.05,0.4447147688008032,0.44003307493023913,0.4580025934131211
1881,3,456,8322.656500493116,6,6856.595268864322,34.07058496637315,111,148,316,15883.695526204716,21178.26070160629,45218.448525051266,143.09635609193438,143.09635609193438,143.09635609193438,37.0,24.666666666666668,26.333333333333332,0.13513513513513514,0.10810810810810811,0.11075949367088607,0.5788430178792837,0.6448615514063565,0.6246455018063415
1882,26,1824,19070.308195678655,8,23835.288104586616,59.02597608966055,169,160,528,50589.913242140465,47895.77585054719,158056.0603068057,299.3485990659199,299.3485990659199,299.3485990659199,56.333333333333336,26.666666666666668,44.0,0.13609467455621302,0.1375,0.11553030303030302,0.6697125478472623,0.5091495433951202,0.7782195315597402
1883,24,1824,5150.264822379677,2,12775.504464500811,42.2670661574609,68,202,391,9777.747103766076,29045.660514128638,56222.04584665494,143.79039858479524,143.79039858479524,143.79039858479524,22.666666666666668,33.666666666666664,32.583333333333336,0.029411764705882353,0.07920792079207921,0.0741687979539642,0.628184667762704,0.6219176669836335,0.6917378570104797
1884,4,1824,14263.332417202055,6,28789.019446902017,47.660038739818695,159,270,488,39553.33111185778,67166.03396353207,121396.38731186539,248.7630887538225,248.7630887538225,248.7630887538225,53.0,45.0,40.666666666666664,0.11949685534591195,0.17037037037037037,0.11475409836065574,0.628057617577055,0.7259967969024768,0.6605363031283629
1885,32,1759,7241.111790989958,1,12842.682895524695,54.7371275630263,69,217,441,13279.826994035417,41764.093589937474,84875.41600535679,192.461260783122,192.461260783122,192.461260783122,23.0,36.166666666666664,36.75,0.08695652173913043,0.1152073732718894,0.10204081632653061,0.5427481899422396,0.7164622342462406,0.5870034430840867
1886,12,1328,4668.030722064602,6,12353.643478293503,40.61767660250295,81,199,367,12537.538341483623,30802.100369817792,56805.883596598636,154.78442396893362,154.78442396893362,154.78442396893362,27.0,33.166666666666664,30.583333333333332,0.04938271604938271,0.08542713567839195,0.07901907356948229,0.6063260445673513,0.641409346692278,0.6115137127650838
1887,16,1823,11596.07617324177,1,21281.252279180957,54.49743941509305,114,225,418,23451.697818086825,46286.24569359242,85989.55866631836,205.7166475270774,205.7166475270774,205.7166475270774,38.0,37.5,34.833333333333336,0.10526315789473684,0.14222222222222222,0.1339712918660287,0.655310481228158,0.5557887506605266,0.6610678299282199
1888,21,1824,7853.881841856977,5,16959.36220308265,59.38828241781969,141,239,520,22934.12760656242,38874.1595600597,84579.76138590396,162.65338728058452,162.65338728058452,162.65338728058452,47.0,39.833333333333336,43.333333333333336,0.09219858156028368,0.058577405857740586,0.057692307692307696,0.7433057903115838,0.7004843027390496,0.5747260383629653
1889,40,1466,4951.487080147412,12,8592.507731397782,38.026889304983,83,196,385,9798.59212565188,23138.844055756243,45451.30082380691,118.05532681508288,118.05532681508288,118.05532681508288,27.666666666666668,32.666666666666664,32.083333333333336,0.0963855421686747,0.10204081632653061,0.14805194805194805,0.7645970946995783,0.6841535634775082,0.6981927327112867
1890,59,1817,1029.7783214070746,3,2354.593338212964,37.34712893490026,89,129,351,2986.3864883696765,4328.5826629178455,11777.771431660185,33.55490436370423,33.55490436370423,33.55490436370423,29.666666666666668,21.5,29.25,0.0449438202247191,0.07751937984496124,0.045584045584045586,0.7111107789660234,0.6120216698401001,0.7375376368511585
1891,41,1639,10604.250395755784,12,17684.311597285716,51.63322224473477,105,255,445,26177.665945325203,63574.33158150407,110943.44138733063,249.31110424119242,249.31110424119242,249.31110424119242,35.0,42.5,37.083333333333336,0.10476190476190476,0.10980392156862745,0.10337078651685393,0.6224179870540568,0.6516273625523287,0.6947609336165351
1892,39,725,8184.187769861213,2,15118.32986417949,47.32669623840178,102,215,410,20058.503916236263,42280.17982343918,80627.31966330262,196.6519991787869,196.6519991787869,196.6519991787869,34.0,35.833333333333336,34.166666666666664,0.16666666666666666,0.15348837209302327,0.14146341463414633,0.6494144071759731,0.611846529068841,0.5861102731645251
1893,44,901,13950.942862224752,9,27489.010921566412,52.46958973157645,135,214,470,33701.679871372784,53423.40364795389,117331.77436700155,249.64207312127988,249.64207312127988,249.64207312127988,45.0,35.666666666666664,39.166666666666664,0.08148148148148149,0.06542056074766354,0.07872340425531915,0.6675287517509901,0.61856689260997,0.7540601875169751
1894,52,971,2931.74505982167,1,14303.6078927027,49.736381227613016,98,200,452,13798.467189543708,28160.13712151777,63641.90989463017,140.80068560758886,140.80068560758886,140.80068560758886,32.666666666666664,33.333333333333336,37.666666666666664,0.05102040816326531,0.03,0.05530973451327434,0.5628633770424514,0.6979754795133805,0.6066751248696192
1895,127,1821,3372.1178881283254,11,3291.792408074568,14.893759856860854,50,52,124,6817.604115959263,7090.308280597634,16907.65820757897,136.35208231918526,136.35208231918526,136.35208231918526,16.666666666666668,8.666666666666666,10.333333333333334,0.1,0.11538461538461539,0.08064516129032258,0.5283175410567614,0.45007515883351223,0.4164599084438641
1896,15,1387,6733.93682448548,3,8605.506436191694,37.598333681932075,85,180,371,11288.301928442606,23904.63937787846,49270.11782884949,132.80355209932478,132.80355209932478,132.80355209932478,28.333333333333332,30.0,30.916666666666668,0.11764705882352941,0.10555555555555556,0.08355795148247978,0.6156230135195111,0.6838782602667323,0.5333218199976919
1897,3,641,3573.533021144582,6,6956.784995761519,35.06598025687028,89,147,361,9062.450675640976,14968.317408081162,36758.929145015645,101.82528849034804,101.82528849034804,101.82528849034804,29.666666666666668,24.5,30.083333333333332,0.0449438202247191,0.04081632653061224,0.0664819944598338,0.6317442142611516,0.611729144449478,0.6023371839131154
1898,16,480,5761.5145651203,4,16114.652369853127,45.29021246605233,118,172,448,25410.46569851777,37038.983899534374,96473.63248250814,215.34292964845568,215.34292964845568,215.34292964845568,39.333333333333336,28.666666666666668,37.333333333333336,0.1694915254237288,0.13372093023255813,0.12276785714285714,0.6054426280620707,0.6391608136943301,0.6883131519298598
1899,29,1736,2633.439839714694,11,2676.6372861485643,28.53071944279113,47,134,273,2556.1501713358975,7287.747297000219,14847.42546329149,54.38617385821059,54.38617385821059,54.38617385821059,15.666666666666666,22.333333333333332,22.75,0.0851063829787234,0.05223880597014925,0.06593406593406594,0.4999939389575972,0.5174093118346567,0.5429002831216794
1900,39,965,12586.093164583464,7,22981.855903935284,55.76126336281806,113,243,468,25542.605789602392,54927.90448560515,105787.0753056099,226.04075920002117,226.04075920002117,226.04075920002117,37.666666666666664,40.5,39.0,0.05309734513274336,0.09876543209876543,0.08974358974358974,0.6567273044004414,0.6531706781638839,0.7347634286909851
1901,22,1582,4405.988170649549,4,6338.664037314735,19.183029325768327,51,115,224,5990.109546197429,13507.10976103342,26309.500751925963,117.45312835681234,117.45312835681234,117.45312835681234,17.0,19.166666666666668,18.666666666666668,0.0784313725490196,0.10434782608695652,0.11607142857142858,0.6381730675971767,0.6146425360430262,0.5522606763503306
1902,41,1736,7045.349327824579,1,11981.642832699245,35.131184249209,50,154,284,11244.880190413853,34634.230986474664,63870.91948155068,224.89760380827704,224.89760380827704,224.89760380827704,16.666666666666668,25.666666666666668,23.666666666666668,0.02,0.03896103896103896,0.04225352112676056,0.39536529061377573,0.5112702446911521,0.39817719067959256
1903,13,1381,4636.455559982458,2,8528.462322293339,46.01024206229524,117,233,469,11426.8908892533,22756.116044410417,45805.22929110938,97.66573409618205,97.66573409618205,97.66573409618205,39.0,38.833333333333336,39.083333333333336,0.09401709401709402,0.0815450643776824,0.07249466950959488,0.6071922095386211,0.7027778193650214,0.7346285030207855
1904,10,522,4901.185514835185,1,15666.8981923767,61.69616875571051,128,316,526,18534.423318359994,45756.85756720124,76164.8958238856,144.80018217468745,144.80018217468745,144.80018217468745,42.666666666666664,52.666666666666664,43.833333333333336,0.0625,0.10126582278481013,0.07224334600760456,0.7627420619240521,0.6600990864359492,0.7034841216687704
1905,35,1600,7166.438790847571,8,13721.365035266183,50.52827322096901,73,248,410,10681.519819365634,36287.902947981886,59992.09761561521,146.32218930637856,146.32218930637856,146.32218930637856,24.333333333333332,41.333333333333336,34.166666666666664,0.1095890410958904,0.09274193548387097,0.11219512195121951,0.7323334075227582,0.6801375138421191,0.7605478952956373
1906,33,1595,7357.766929811371,12,15726.848540004823,54.29374003534116,81,226,448,13492.641715230639,37646.13614372993,74625.96899288056,166.5758236448227,166.5758236448227,166.5758236448227,27.0,37.666666666666664,37.333333333333336,0.06172839506172839,0.05309734513274336,0.060267857142857144,0.7163231137618488,0.5952087139282924,0.6784288261542442
1907,14,1777,1082.370082117847,1,3000.5804476168073,31.281677851699754,65,160,344,2995.273774070104,7372.981597711025,15851.910435078704,46.08113498569391,46.08113498569391,46.08113498569391,21.666666666666668,26.666666666666668,28.666666666666668,0.046153846153846156,0.10625,0.0872093023255814,0.7473642874787453,0.6905386617511063,0.750207813658096
1908,38,1787,9586.194955916026,4,11059.346354276347,38.398697664767816,89,185,429,15116.875555685361,31422.718851705526,72866.73722909011,169.8525343335434,169.8525343335434,169.8525343335434,29.666666666666668,30.833333333333332,35.75,0.02247191011235955,0.0972972972972973,0.07925407925407925,0.5778151283180355,0.6069019554961935,0.7096269676274983
1909,45,96,19372.56598179404,12,42310.44915106532,56.13615909913861,131,215,515,43799.51059354318,71884.69295886857,172188.91569217358,334.34740911101665,334.34740911101665,334.34740911101665,43.666666666666664,35.833333333333336,42.916666666666664,0.12213740458015267,0.09302325581395349,0.07766990291262135,0.648798110456887,0.6938127386698003,0.7128176002854749
1910,8,1126,11406.274259674006,9,17552.895098331323,44.20085976945757,100,237,467,18480.872741267587,43799.66839680418,86305.67570171962,184.80872741267586,184.80872741267586,184.80872741267586,33.333333333333336,39.5,38.916666666666664,0.12,0.11392405063291139,0.13276231263383298,0.667842421574142,0.6977182788452457,0.5878013421351401
1911,41,1789,16861.104440676885,11,45711.52899344199,60.887478891828124,183,283,531,94547.31284145861,146212.51111547972,274342.20283505204,516.651982740211,516.651982740211,516.651982740211,61.0,47.166666666666664,44.25,0.14754098360655737,0.1978798586572438,0.1374764595103578,0.5929835544405446,0.6421258756737533,0.7133555574191534
1912,31,1063,16196.168088808683,1,35010.98794610692,55.619347145244475,151,341,525,56916.32980163472,128532.90372422144,197887.90162820017,376.929336434667,376.929336434667,376.929336434667,50.333333333333336,56.833333333333336,43.75,0.16556291390728478,0.1466275659824047,0.13142857142857142,0.662281443998445,0.6993110411435792,0.6869662045622535
1913,50,1123,-1528.6949279970136,8,-2249.868869298578,37.08292995088564,86,157,328,-3690.217279529362,-6736.792010303602,-14074.317066111984,-42.909503250341416,-42.909503250341416,-42.909503250341416,28.666666666666668,26.166666666666668,27.333333333333332,0.08139534883720931,0.06369426751592357,0.06097560975609756,0.6775734470663468,0.6498716126463896,0.7333309978825449
1914,41,1691,5094.884077562616,8,10837.435403898387,36.903995364151186,90,156,381,11185.170744991829,19387.62929131917,47350.55615379874,124.27967494435364,124.27967494435364,124.27967494435364,30.0,26.0,31.75,0.1,0.10256410256410256,0.08136482939632546,0.6900782687374,0.5964989027020529,0.7015579008577284
1915,10,1753,5100.714107376829,12,5038.499926549783,44.79325793384865,85,217,405,7035.2762751566715,17960.64649069409,33521.02225221708,82.76795617831378,82.76795617831378,82.76795617831378,28.333333333333332,36.166666666666664,33.75,0.023529411764705882,0.04608294930875576,0.04197530864197531,0.630627861331738,0.6476669144628733,0.7050782217110564
1916,18,402,4098.072621208054,8,5347.228377848501,37.5245605639443,84,107,351,5571.9299239513275,7097.577403128476,23282.70718222519,66.33249909465866,66.33249909465866,66.33249909465866,28.0,17.833333333333332,29.25,0.14285714285714285,0.056074766355140186,0.09116809116809117,0.64585893542034,0.5646444822025767,0.6682403683649085
1917,21,1818,9875.302217539313,3,31896.975865988523,56.82664464560869,132,272,506,38450.74759888917,79231.84353710494,147394.53246240848,291.293542415827,291.293542415827,291.293542415827,44.0,45.333333333333336,42.166666666666664,0.1590909090909091,0.125,0.14624505928853754,0.7717585873901934,0.6372356075494713,0.7405858753853658
1918,33,1808,3958.517207167056,12,3725.7167878266077,15.630042596592087,33,80,152,4310.946187780676,10450.778637044063,19856.47941038372,130.6347329630508,130.6347329630508,130.6347329630508,11.0,13.333333333333334,12.666666666666666,0.09090909090909091,0.075,0.07236842105263158,0.4990816560592418,0.32967257984498644,0.4529531184894924
1919,3,1737,3812.710141728301,2,10480.617171482641,40.019653529995765,68,203,406,7126.171615114086,21273.718203943525,42547.43640788705,104.79664139873657,104.79664139873657,104.79664139873657,22.666666666666668,33.833333333333336,33.833333333333336,0.029411764705882353,0.07881773399014778,0.0812807881773399,0.6876125437058929,0.7107713806460755,0.7159889401591373
1920,2,1807,3957.665462116415,11,5092.697587575351,36.93646823149083,89,181,399,6475.619712011773,13169.518740158775,29031.149045985367,72.7597720450761,72.7597720450761,72.7597720450761,29.666666666666668,30.166666666666668,33.25,0.07865168539325842,0.08839779005524862,0.05012531328320802,0.7021748452522486,0.6384509246062118,0.6746318327002179
1921,46,934,5809.0943315394015,2,6340.34857954583,37.38584752781082,115,146,386,10631.076129399822,13496.84447732499,35683.438138681144,92.44414025565062,92.44414025565062,92.44414025565062,38.333333333333336,24.333333333333332,32.166666666666664,0.08695652173913043,0.0684931506849315,0.10103626943005181,0.6052909005351355,0.6390877977824605,0.5974135608330842
1922,36,1699,-1625.948897301788,9,-2475.259861057676,54.40264777185311,114,348,457,-3977.7931883733213,-12142.73710135014,-15946.065676198315,-34.892922705029136,-34.892922705029136,-34.892922705029136,38.0,58.0,38.083333333333336,0.09649122807017543,0.07758620689655173,0.08096280087527352,0.6292115195762752,0.686309313844934,0.6885156681847586
1923,54,1824,6165.879837294151,9,7639.579278983542,35.13579533205031,127,172,364,12545.78882133258,16991.14706511184,35958.00890523669,98.78573875065024,98.78573875065024,98.78573875065024,42.333333333333336,28.666666666666668,30.333333333333332,0.08661417322834646,0.13372093023255813,0.11813186813186813,0.6357748018397921,0.7159235408331932,0.6210315789996396
1924,36,303,4911.712937408384,3,10562.709350444873,44.777630055367176,91,180,378,15168.990169334134,30004.595939342245,63009.651472618716,166.69219966301247,166.69219966301247,166.69219966301247,30.333333333333332,30.0,31.5,0.08791208791208792,0.09444444444444444,0.10582010582010581,0.7204159057270157,0.658131038205667,0.5627047013509395
1925,48,1816,6346.777587705568,5,16839.455578154033,51.33607474102453,146,209,484,22300.096396478682,31922.740731945512,73926.3469581896,152.74038627725125,152.74038627725125,152.74038627725125,48.666666666666664,34.833333333333336,40.333333333333336,0.10273972602739725,0.07655502392344497,0.11570247933884298,0.778002326321967,0.6565674040795583,0.604726890698834
1926,19,1823,6111.478281370932,11,19749.509530510815,54.3553262890938,99,249,453,22412.34443275077,56370.44205813073,102553.45482864747,226.38731750253305,226.38731750253305,226.38731750253305,33.0,41.5,37.75,0.1414141414141414,0.11646586345381527,0.10596026490066225,0.5871205789750404,0.695112872976036,0.6991706010004842
1927,18,1484,5164.067661023801,2,3129.8717815805794,17.116802159518116,36,56,148,4718.008856784885,7339.124888332044,19396.25863344897,131.05580157735793,131.05580157735793,131.05580157735793,12.0,9.333333333333334,12.333333333333334,0.1111111111111111,0.14285714285714285,0.10135135135135136,0.3963638801619349,0.41882756138487126,0.511577319103028
1928,23,1774,4553.988756567615,9,13473.728530042965,44.923946726943115,110,209,402,17558.81859123215,33361.75532334109,64169.500669775676,159.6256235566559,159.6256235566559,159.6256235566559,36.666666666666664,34.833333333333336,33.5,0.11818181818181818,0.11004784688995216,0.11194029850746269,0.6609959406683255,0.5752280962275068,0.7693061813738611
1929,45,1397,7269.525062713408,1,9832.40121755177,39.3817628611651,127,157,359,18856.469178244144,23310.75323609709,53302.9325589736,148.4761352617649,148.4761352617649,148.4761352617649,42.333333333333336,26.166666666666668,29.916666666666668,0.08661417322834646,0.08280254777070063,0.0947075208913649,0.7460949707227188,0.6248075553516874,0.5583243680981365
1930,40,582,11089.335664654605,9,15585.522055162832,40.81014741303089,125,196,467,22127.56161862037,34696.01661799674,82668.5702071657,177.02049294896295,177.02049294896295,177.02049294896295,41.666666666666664,32.666666666666664,38.916666666666664,0.096,0.10204081632653061,0.10278372591006424,0.5506504359857195,0.7160295585005437,0.6274266198634822
1931,52,1659,3806.2847297059134,6,2677.3546019588675,14.44681571969281,22,80,151,1606.8560610028064,5843.112949101114,11028.875691428353,73.03891186376393,73.03891186376393,73.03891186376393,7.333333333333333,13.333333333333334,12.583333333333334,0.13636363636363635,0.0375,0.013245033112582781,0.5453559773022069,0.4105392053299493,0.4430930547659611
1932,53,1356,4302.913246545541,5,3627.256677397997,17.4178281777436,26,82,136,3694.3684258285634,11651.469650690085,19324.38868894941,142.0910933010986,142.0910933010986,142.0910933010986,8.666666666666666,13.666666666666666,11.333333333333334,0.07692307692307693,0.13414634146341464,0.09558823529411764,0.4162965083685027,0.3653518515838722,0.43509412035904127
1933,46,662,7203.250308827769,8,4414.352451758453,13.903299844870252,28,50,146,4172.730970960248,7451.305305286157,21757.811491435576,149.02610610572313,149.02610610572313,149.02610610572313,9.333333333333334,8.333333333333334,12.166666666666666,0.0,0.06,0.0273972602739726,0.36868015078110394,0.4176638695110929,0.401052209982905
1934,51,1649,2928.2976170461366,8,8993.927991216391,38.5122356281786,57,164,367,8090.38396878519,23277.595980364404,52090.71783410815,141.93656085588051,141.93656085588051,141.93656085588051,19.0,27.333333333333332,30.583333333333332,0.24561403508771928,0.09146341463414634,0.1444141689373297,0.5726745100692536,0.6139240365632489,0.6604521726846126
1935,9,1480,4513.6587899702,11,7253.828679917234,33.19596290030451,108,133,371,8602.89006880729,10594.299806957126,29552.52051414356,79.65638952599343,79.65638952599343,79.65638952599343,36.0,22.166666666666668,30.916666666666668,0.05555555555555555,0.03007518796992481,0.0646900269541779,0.643226890863874,0.7207583215738317,0.6066762088559668
1936,34,134,9179.750166976752,12,29099.78539449552,52.54973874004421,142,221,504,38679.027899731256,60197.64201296203,137283.3102920039,272.38752042064266,272.38752042064266,272.38752042064266,47.333333333333336,36.833333333333336,42.0,0.15492957746478872,0.14027149321266968,0.12103174603174603,0.608983828822819,0.70278760425596,0.7116540072112312
