customer_id,age,job,marital,education,credit_default,customer_segment,region,income,created_at,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management
553,82,retired,married,primary,no,Budget-Conscious,Suburban,2614,2023-05-24 08:33:09.303594,yes,yes,no,yes,no,no,no
554,77,retired,divorced,primary,no,Retired,Urban,1784,2020-03-05 16:02:20.184529,yes,yes,no,yes,no,no,no
555,52,management,married,tertiary,no,High-Value,Urban,7095,2020-03-13 14:38:50.930407,yes,no,yes,yes,yes,no,yes
556,42,blue-collar,married,secondary,no,Budget-Conscious,Urban,2849,2023-08-10 20:08:23.407284,no,no,no,yes,yes,yes,no
557,51,admin,divorced,tertiary,no,Budget-Conscious,Urban,4455,2020-06-26 17:34:48.364560,yes,no,no,yes,yes,no,no
558,43,admin,divorced,secondary,no,Budget-Conscious,Urban,4373,2020-05-07 04:45:03.120676,yes,yes,yes,yes,no,yes,no
559,34,self-employed,married,secondary,no,Budget-Conscious,Urban,3795,2020-12-28 16:47:28.142443,no,no,no,yes,no,yes,no
560,62,services,single,tertiary,no,Retired,Urban,2864,2022-04-08 00:18:20.341595,no,yes,yes,yes,no,yes,no
561,47,services,single,tertiary,no,Middle-Market,Suburban,2145,2024-09-30 06:30:53.143943,no,yes,no,yes,no,yes,no
562,41,technician,married,secondary,no,Budget-Conscious,Suburban,2867,2020-05-06 22:37:33.249545,yes,yes,yes,yes,yes,yes,no
563,57,admin,single,secondary,no,High-Value,Urban,3633,2020-03-08 20:50:41.029858,yes,no,no,yes,no,yes,no
564,43,admin,married,secondary,no,Budget-Conscious,Urban,3921,2024-10-01 15:00:26.799200,yes,no,no,yes,yes,yes,no
565,37,blue-collar,divorced,secondary,no,Budget-Conscious,Urban,2320,2021-03-19 16:42:51.197689,yes,yes,yes,yes,yes,yes,yes
566,78,retired,married,secondary,no,Retired,Urban,2217,2024-06-20 01:56:55.524251,yes,yes,no,yes,yes,yes,no
567,48,blue-collar,divorced,secondary,no,High-Value,Urban,3124,2025-01-27 23:11:08.641338,yes,yes,no,yes,no,yes,no
568,45,blue-collar,married,secondary,no,Middle-Market,Urban,2390,2024-10-02 03:22:54.850211,yes,yes,no,yes,no,no,no
569,55,unemployed,married,tertiary,no,Middle-Market,Suburban,879,2023-05-06 19:36:48.421484,yes,yes,no,yes,no,yes,no
570,50,entrepreneur,married,secondary,no,Middle-Market,Suburban,9632,2020-03-29 07:44:43.379085,yes,yes,yes,yes,yes,yes,yes
571,45,blue-collar,married,tertiary,no,Middle-Market,Urban,2547,2022-02-07 16:01:37.722293,yes,yes,no,yes,no,yes,yes
572,32,self-employed,married,tertiary,no,Middle-Market,Urban,5921,2021-03-03 21:20:27.036751,yes,no,yes,yes,yes,yes,no
573,40,blue-collar,married,primary,no,High-Value,Urban,1453,2021-09-26 21:29:16.135423,no,yes,yes,yes,no,yes,no
574,47,services,married,secondary,no,High-Value,Urban,1959,2020-07-13 15:43:17.082560,no,yes,yes,yes,no,yes,no
575,18,management,divorced,tertiary,no,High-Value,Urban,7653,2021-10-18 14:32:16.750619,no,yes,no,yes,yes,yes,no
576,48,unemployed,married,primary,yes,Budget-Conscious,Suburban,325,2022-04-19 00:09:34.601165,no,yes,no,yes,no,yes,yes
577,41,admin,married,primary,yes,Middle-Market,Urban,4817,2022-01-31 01:32:28.778012,yes,yes,yes,yes,no,yes,no
578,51,unemployed,married,tertiary,no,Budget-Conscious,Suburban,123,2021-09-12 16:15:14.691829,no,yes,yes,yes,no,no,no
579,65,blue-collar,married,secondary,no,Retired,Urban,1564,2020-04-18 15:07:18.277272,yes,yes,yes,yes,no,yes,no
580,43,technician,divorced,tertiary,no,High-Value,Urban,2725,2024-05-14 05:47:42.181670,yes,yes,no,yes,yes,yes,no
581,40,blue-collar,married,secondary,no,High-Value,Urban,2408,2024-07-25 14:51:42.356518,yes,yes,no,yes,yes,no,no
582,23,student,single,secondary,no,Budget-Conscious,Urban,-184,2020-03-06 05:31:39.472387,yes,yes,yes,yes,no,yes,no
583,39,blue-collar,married,primary,no,Middle-Market,Urban,1227,2020-06-17 03:01:40.600314,yes,yes,yes,yes,no,no,no
584,58,entrepreneur,single,tertiary,no,Budget-Conscious,Urban,6990,2020-08-28 06:25:16.352165,yes,no,no,yes,yes,yes,no
585,39,services,married,secondary,no,Middle-Market,Urban,2316,2021-05-22 22:48:46.797774,no,no,yes,yes,yes,yes,no
586,53,technician,single,secondary,no,Budget-Conscious,Urban,3212,2021-02-18 08:35:21.344268,yes,no,yes,yes,no,yes,no
587,43,admin,married,secondary,no,Middle-Market,Suburban,3907,2021-04-10 12:59:19.045273,yes,yes,no,no,no,no,no
588,59,admin,divorced,secondary,no,Budget-Conscious,Urban,4284,2020-04-22 09:44:09.457173,yes,no,yes,no,no,yes,no
589,38,admin,divorced,secondary,yes,Budget-Conscious,Suburban,4989,2021-05-31 05:39:58.686982,yes,yes,no,yes,yes,yes,no
590,40,technician,married,secondary,no,High-Value,Urban,3663,2020-10-20 07:32:17.148634,yes,yes,no,yes,no,no,no
591,18,admin,single,secondary,no,Young Professionals,Urban,3082,2021-09-13 21:25:04.568812,yes,no,no,yes,no,no,no
592,42,services,single,tertiary,no,High-Value,Urban,2836,2022-10-19 01:24:32.408369,yes,yes,yes,yes,no,yes,yes
593,53,technician,married,secondary,no,Middle-Market,Suburban,3174,2024-10-07 15:42:17.370948,yes,yes,yes,yes,no,yes,no
594,43,entrepreneur,single,tertiary,no,High-Value,Urban,6754,2021-04-06 09:44:30.931819,yes,yes,yes,yes,yes,yes,yes
595,68,management,married,secondary,no,Budget-Conscious,Urban,6385,2021-01-22 23:13:54.664414,yes,no,no,yes,yes,yes,no
596,43,blue-collar,married,secondary,no,High-Value,Urban,3653,2020-09-29 08:11:51.337146,yes,no,no,yes,no,yes,no
597,35,services,divorced,primary,no,Budget-Conscious,Rural,3121,2024-05-14 10:41:03.481179,yes,yes,yes,yes,no,yes,no
598,41,technician,single,secondary,no,Middle-Market,Suburban,2821,2020-03-22 01:14:37.774075,no,yes,yes,yes,yes,yes,no
599,34,technician,married,tertiary,no,Budget-Conscious,Urban,3134,2021-03-01 22:16:59.589864,no,yes,no,yes,no,yes,yes
600,23,admin,single,secondary,no,Budget-Conscious,Rural,3736,2021-11-30 05:15:10.793169,yes,yes,no,yes,yes,yes,no
601,42,technician,married,secondary,no,Middle-Market,Urban,3891,2025-03-13 15:49:04.984192,yes,no,yes,yes,no,yes,no
602,56,technician,married,secondary,no,Middle-Market,Urban,4020,2020-09-15 00:30:02.675302,yes,yes,yes,yes,no,yes,yes
603,41,technician,married,secondary,no,Budget-Conscious,Urban,2988,2022-04-24 09:23:32.264996,yes,yes,yes,yes,no,yes,yes
604,38,admin,married,secondary,no,Middle-Market,Urban,3331,2023-04-19 13:33:53.321689,yes,yes,yes,yes,yes,yes,no
605,37,admin,married,secondary,no,Middle-Market,Rural,4543,2021-06-21 01:10:12.672736,no,yes,yes,yes,no,no,no
606,28,blue-collar,single,primary,no,Budget-Conscious,Suburban,3350,2024-12-14 09:29:49.702703,yes,yes,no,yes,no,yes,no
607,37,technician,single,tertiary,no,Middle-Market,Suburban,4318,2021-10-20 18:46:04.937017,yes,yes,no,yes,yes,no,no
608,67,blue-collar,married,secondary,no,Retired,Urban,1116,2020-07-04 17:35:21.037396,yes,no,yes,yes,yes,yes,no
609,35,blue-collar,married,primary,no,Budget-Conscious,Urban,3511,2023-07-05 10:25:48.136819,yes,no,yes,yes,no,yes,no
610,20,services,single,tertiary,no,Young Professionals,Urban,2364,2021-05-27 01:34:07.898900,no,yes,no,yes,no,no,no
611,53,admin,single,primary,yes,Middle-Market,Suburban,3875,2024-01-20 21:45:02.414448,yes,yes,no,yes,yes,yes,no
612,39,self-employed,single,tertiary,no,Budget-Conscious,Suburban,2857,2020-05-20 12:56:06.767820,yes,yes,no,yes,no,yes,no
613,37,services,single,secondary,yes,High-Value,Urban,3063,2024-03-25 23:31:54.945482,yes,yes,yes,no,no,yes,no
614,39,admin,married,secondary,no,High-Value,Urban,4510,2020-06-20 16:13:46.542130,yes,yes,yes,yes,no,yes,no
615,47,management,divorced,tertiary,no,High-Value,Urban,5421,2022-02-20 09:50:25.014083,yes,yes,yes,yes,no,no,no
616,43,unemployed,single,tertiary,no,Middle-Market,Suburban,175,2024-12-08 12:44:06.150780,no,yes,no,yes,yes,no,no
617,55,admin,married,tertiary,no,Budget-Conscious,Urban,3355,2021-01-08 09:00:23.509344,no,no,no,yes,no,yes,yes
618,59,technician,married,tertiary,no,High-Value,Urban,3490,2023-09-25 07:55:45.725920,yes,no,no,yes,yes,yes,yes
619,41,management,divorced,tertiary,no,High-Value,Urban,5459,2023-10-08 20:22:24.461211,yes,no,yes,yes,no,yes,yes
620,51,services,single,primary,no,Middle-Market,Urban,3322,2024-12-20 11:14:53.581828,yes,no,yes,yes,yes,yes,no
621,30,technician,married,secondary,no,Middle-Market,Suburban,4238,2020-03-11 04:20:45.479772,yes,yes,yes,yes,yes,no,no
622,46,technician,married,secondary,no,Middle-Market,Urban,4233,2024-09-30 15:12:33.650424,yes,no,yes,yes,no,yes,no
623,69,blue-collar,married,primary,no,Retired,Suburban,1206,2023-06-26 04:34:33.974348,no,yes,yes,yes,no,yes,no
624,39,blue-collar,married,tertiary,no,Middle-Market,Suburban,1283,2020-07-28 02:34:45.305174,yes,no,no,yes,no,yes,no
625,41,services,single,tertiary,no,High-Value,Urban,1396,2021-01-20 04:52:47.123301,yes,no,no,yes,no,yes,no
626,53,blue-collar,married,secondary,no,Budget-Conscious,Urban,2889,2023-10-29 07:41:52.973937,no,yes,yes,yes,no,yes,no
627,47,blue-collar,married,secondary,no,Budget-Conscious,Urban,3274,2022-05-17 02:52:00.415375,yes,no,yes,yes,no,yes,yes
628,44,services,married,secondary,no,Budget-Conscious,Urban,3110,2020-05-13 21:38:13.382563,yes,yes,no,yes,yes,yes,no
629,54,admin,married,secondary,no,Middle-Market,Urban,4883,2024-07-19 21:34:52.905416,yes,yes,yes,yes,no,yes,no
630,46,technician,married,secondary,no,High-Value,Urban,3674,2024-05-28 19:33:52.554291,yes,no,yes,yes,no,yes,yes
631,22,services,single,tertiary,no,Young Professionals,Urban,2390,2021-01-05 08:30:01.952306,no,yes,yes,no,yes,no,no
632,27,management,single,tertiary,no,High-Value,Urban,7828,2020-04-01 02:51:53.754857,yes,no,yes,yes,yes,yes,yes
633,30,blue-collar,single,secondary,no,High-Value,Urban,2850,2020-03-19 07:46:25.884272,yes,yes,yes,yes,no,yes,no
634,57,blue-collar,divorced,primary,no,Middle-Market,Suburban,3924,2022-10-14 15:20:33.872942,yes,yes,yes,yes,no,yes,no
635,67,admin,married,secondary,no,Retired,Urban,3159,2024-07-14 11:33:57.971253,yes,no,yes,no,yes,yes,no
636,42,blue-collar,married,primary,no,Middle-Market,Urban,2429,2020-04-15 16:24:27.089128,yes,yes,no,yes,no,no,no
637,44,blue-collar,married,primary,no,Budget-Conscious,Urban,2549,2023-01-26 14:57:52.257900,no,yes,no,yes,no,no,no
638,25,technician,single,tertiary,no,Young Professionals,Urban,3781,2022-04-02 13:27:17.255993,yes,yes,yes,yes,no,yes,no
639,53,technician,married,tertiary,no,Budget-Conscious,Urban,4309,2024-06-08 21:34:51.711286,yes,no,yes,yes,yes,yes,yes
640,56,blue-collar,single,secondary,no,Middle-Market,Suburban,1567,2020-05-12 04:23:42.019870,yes,no,no,yes,no,no,no
641,48,admin,married,secondary,yes,Middle-Market,Suburban,3982,2022-05-15 04:57:52.965117,yes,no,no,no,no,yes,no
642,35,entrepreneur,single,primary,no,Budget-Conscious,Suburban,4485,2020-03-08 11:04:01.945110,yes,yes,yes,yes,yes,yes,no
643,46,technician,married,tertiary,no,Middle-Market,Urban,3773,2020-10-26 20:44:25.204010,yes,no,no,yes,no,yes,no
644,67,entrepreneur,single,secondary,yes,Budget-Conscious,Suburban,5957,2020-08-17 03:53:22.894756,yes,no,no,yes,yes,no,yes
645,34,admin,married,primary,yes,Middle-Market,Urban,3477,2020-04-27 21:52:51.558671,no,no,no,yes,no,yes,no
646,49,management,married,tertiary,no,High-Value,Suburban,9819,2020-06-04 20:16:33.812230,yes,yes,yes,yes,yes,no,yes
647,76,retired,married,secondary,no,Retired,Suburban,1826,2021-10-11 08:45:21.831230,yes,no,yes,yes,no,no,yes
648,56,services,single,tertiary,no,Budget-Conscious,Urban,3348,2024-10-03 19:04:34.842745,yes,no,no,yes,yes,yes,yes
649,50,self-employed,divorced,secondary,no,Budget-Conscious,Urban,4685,2020-06-29 19:17:13.995839,yes,yes,no,yes,no,yes,yes
650,38,blue-collar,divorced,primary,no,Middle-Market,Urban,3266,2020-06-09 19:31:21.157399,yes,yes,no,yes,yes,yes,yes
651,22,admin,single,secondary,no,Young Professionals,Rural,4438,2020-08-14 02:17:03.800935,yes,no,yes,yes,no,yes,no
652,42,blue-collar,married,primary,no,Middle-Market,Urban,2347,2023-07-31 03:35:19.224472,yes,yes,yes,yes,no,yes,yes
653,70,retired,divorced,primary,no,Budget-Conscious,Urban,1650,2020-06-08 04:58:05.484410,no,no,no,yes,yes,no,no
654,30,services,single,tertiary,no,High-Value,Urban,3484,2021-06-19 18:36:19.675679,yes,no,no,yes,yes,yes,yes
655,39,blue-collar,married,secondary,yes,Middle-Market,Urban,3157,2024-03-27 17:44:47.657309,yes,no,yes,yes,no,no,no
656,67,admin,married,tertiary,no,Retired,Suburban,3660,2022-11-22 21:01:37.636929,yes,no,yes,yes,no,no,yes
657,47,technician,married,tertiary,no,Middle-Market,Urban,3610,2024-04-28 06:07:12.798071,yes,no,yes,yes,no,yes,no
658,57,blue-collar,married,primary,no,Middle-Market,Urban,3621,2021-05-05 19:23:49.125096,yes,yes,yes,yes,yes,no,no
659,51,services,married,secondary,no,Budget-Conscious,Urban,3126,2020-03-15 17:08:28.940155,no,no,yes,no,no,yes,yes
660,87,retired,married,primary,no,Budget-Conscious,Suburban,2610,2020-03-06 18:59:07.996608,no,yes,no,yes,no,yes,no
661,61,blue-collar,divorced,primary,no,Budget-Conscious,Suburban,2728,2020-06-11 17:34:20.211221,no,no,yes,yes,no,yes,no
662,22,student,single,tertiary,no,Young Professionals,Urban,1336,2023-08-25 18:31:02.422041,no,yes,no,no,no,yes,no
663,44,services,married,secondary,no,Budget-Conscious,Urban,1983,2024-01-25 07:22:46.445208,yes,yes,yes,yes,no,yes,yes
664,48,technician,married,tertiary,no,High-Value,Urban,3849,2022-03-05 22:16:12.987592,yes,yes,yes,yes,yes,yes,no
665,39,admin,married,secondary,no,Budget-Conscious,Urban,4517,2021-12-02 09:18:35.647911,no,no,yes,yes,no,no,yes
666,67,technician,married,tertiary,no,Retired,Suburban,8183,2020-03-18 08:01:01.799836,yes,no,no,yes,yes,yes,no
667,37,technician,married,secondary,no,Middle-Market,Urban,4179,2020-04-27 08:54:25.657088,yes,yes,yes,yes,no,no,no
668,56,technician,married,tertiary,no,Middle-Market,Urban,4225,2024-08-25 14:12:08.274439,yes,no,yes,yes,no,yes,no
669,47,technician,married,secondary,no,Middle-Market,Suburban,2837,2020-07-21 23:51:39.985558,yes,yes,yes,yes,no,yes,no
670,62,technician,married,tertiary,no,Budget-Conscious,Urban,2744,2022-10-19 08:17:35.588219,yes,yes,yes,no,no,yes,no
671,44,technician,married,tertiary,no,Middle-Market,Suburban,3817,2020-08-19 22:50:13.294092,yes,yes,yes,yes,no,yes,no
672,40,management,single,tertiary,no,High-Value,Suburban,7320,2022-02-07 23:56:47.226196,yes,yes,no,yes,yes,yes,yes
673,26,admin,single,secondary,no,Young Professionals,Urban,3437,2022-06-26 11:48:06.430766,yes,yes,no,yes,no,yes,no
674,47,blue-collar,married,secondary,no,High-Value,Suburban,1358,2022-04-03 08:11:43.792877,no,yes,no,yes,yes,yes,no
675,67,blue-collar,married,secondary,no,Retired,Suburban,1801,2020-04-30 13:00:52.234915,no,yes,no,yes,no,no,no
676,24,student,single,tertiary,no,Budget-Conscious,Suburban,638,2021-07-04 23:39:25.351909,no,no,yes,yes,no,no,no
677,24,admin,single,secondary,no,Young Professionals,Urban,3159,2021-03-02 04:16:53.327062,yes,yes,no,yes,no,no,yes
678,25,blue-collar,single,secondary,no,Young Professionals,Urban,2253,2021-08-24 19:49:17.188387,yes,yes,no,yes,no,no,no
679,25,student,single,primary,no,Young Professionals,Suburban,303,2021-01-21 17:55:45.318820,yes,no,yes,yes,no,no,no
680,35,management,divorced,tertiary,no,Budget-Conscious,Urban,8995,2022-03-14 09:19:44.331980,yes,no,no,yes,no,yes,no
681,45,management,married,tertiary,no,High-Value,Urban,5834,2022-04-07 11:17:56.477560,yes,no,yes,yes,yes,yes,yes
682,30,technician,married,secondary,no,Middle-Market,Urban,3570,2020-03-05 20:52:40.689651,yes,no,no,yes,no,yes,no
683,45,technician,married,secondary,no,Middle-Market,Suburban,2827,2022-09-26 21:47:06.298085,yes,yes,no,yes,yes,yes,no
684,50,services,married,secondary,no,High-Value,Urban,2238,2020-06-13 17:07:45.741882,yes,yes,no,yes,yes,yes,no
685,39,unemployed,married,primary,no,Middle-Market,Urban,674,2023-01-19 20:50:04.257661,yes,no,yes,yes,no,no,no
686,89,retired,divorced,tertiary,no,Budget-Conscious,Urban,2017,2022-10-18 11:55:30.863129,yes,yes,yes,yes,yes,yes,no
687,88,retired,divorced,tertiary,no,Budget-Conscious,Suburban,1836,2021-06-12 01:13:29.989017,yes,yes,no,yes,yes,no,no
688,30,technician,married,secondary,no,Budget-Conscious,Suburban,3219,2022-08-18 14:33:59.319564,yes,no,no,yes,no,yes,no
689,51,self-employed,married,tertiary,no,Middle-Market,Urban,2936,2024-01-05 04:38:29.378131,yes,yes,no,yes,yes,yes,no
690,48,technician,single,tertiary,no,Middle-Market,Urban,2747,2022-06-14 22:45:31.898285,no,no,yes,yes,yes,yes,yes
691,46,entrepreneur,single,tertiary,no,Budget-Conscious,Urban,1964,2020-11-23 00:59:20.692883,yes,yes,yes,yes,no,yes,yes
692,48,blue-collar,married,tertiary,no,High-Value,Urban,3793,2020-05-12 00:09:48.545821,yes,no,yes,yes,no,no,no
693,27,blue-collar,married,secondary,no,Young Professionals,Urban,3896,2020-06-26 10:37:13.731827,yes,yes,no,yes,yes,yes,no
694,48,technician,married,tertiary,no,High-Value,Urban,2662,2021-11-10 10:58:40.372291,yes,yes,yes,yes,no,yes,no
695,30,admin,married,secondary,no,Middle-Market,Suburban,3206,2020-12-31 01:12:59.297007,yes,no,no,yes,no,yes,no
696,58,services,married,secondary,no,Middle-Market,Urban,2574,2024-08-29 13:00:33.678953,yes,no,no,yes,yes,yes,no
697,52,technician,married,secondary,no,Budget-Conscious,Suburban,4106,2024-07-05 13:59:12.609652,yes,yes,yes,yes,no,yes,no
698,78,retired,married,secondary,no,Retired,Urban,1998,2022-09-13 09:07:34.806766,no,yes,no,yes,no,no,no
699,40,technician,divorced,secondary,no,Middle-Market,Suburban,4266,2024-05-14 22:01:46.608346,yes,yes,no,yes,no,yes,no
700,59,blue-collar,married,primary,no,Middle-Market,Urban,1900,2020-03-07 08:21:56.203984,yes,yes,yes,yes,no,no,yes
701,31,blue-collar,married,primary,no,Budget-Conscious,Suburban,2382,2024-11-30 21:17:08.553671,yes,yes,no,yes,no,yes,no
702,33,admin,married,secondary,no,Middle-Market,Urban,3888,2021-06-03 20:45:40.175685,yes,no,yes,yes,yes,yes,no
703,33,entrepreneur,married,secondary,no,Middle-Market,Suburban,7809,2023-12-26 05:50:21.483545,yes,no,yes,yes,yes,yes,yes
704,44,admin,married,secondary,no,High-Value,Urban,4957,2020-03-27 06:31:32.753748,yes,yes,yes,yes,yes,yes,no
705,44,admin,married,primary,no,Middle-Market,Urban,4008,2020-09-27 23:21:18.167180,yes,yes,no,yes,no,yes,no
706,21,student,married,tertiary,no,Young Professionals,Urban,635,2024-02-18 07:12:48.595494,no,no,no,yes,no,no,yes
707,55,entrepreneur,single,tertiary,no,Middle-Market,Suburban,5383,2020-03-24 20:18:21.461344,yes,no,yes,yes,yes,yes,no
708,24,management,single,secondary,no,Young Professionals,Urban,6009,2022-12-26 14:02:01.466103,yes,no,no,yes,no,no,no
709,37,technician,married,tertiary,yes,Middle-Market,Suburban,3379,2020-10-25 11:58:33.589847,no,no,no,yes,yes,yes,no
710,54,services,married,secondary,no,High-Value,Urban,1484,2021-12-20 05:11:50.164274,yes,no,yes,no,no,no,yes
711,39,self-employed,divorced,tertiary,no,Budget-Conscious,Urban,5782,2020-03-15 15:27:23.199606,yes,yes,yes,yes,no,yes,no
712,86,retired,divorced,tertiary,no,Budget-Conscious,Urban,1663,2020-08-13 18:58:46.545688,yes,yes,yes,yes,no,yes,no
713,76,blue-collar,single,primary,no,Retired,Suburban,3435,2023-09-18 19:44:29.093386,yes,yes,no,yes,no,yes,no
714,37,blue-collar,married,primary,no,Middle-Market,Urban,3075,2020-03-05 17:29:08.654143,yes,no,yes,no,no,no,no
715,30,entrepreneur,married,tertiary,no,Budget-Conscious,Urban,7737,2020-03-12 18:35:14.746197,yes,yes,yes,yes,yes,no,yes
716,38,unemployed,single,tertiary,no,Middle-Market,Urban,928,2021-06-02 14:45:19.808245,yes,yes,yes,yes,no,no,no
717,48,management,single,tertiary,no,High-Value,Urban,6284,2024-08-25 13:43:55.574079,yes,yes,no,yes,no,yes,yes
718,21,student,married,secondary,no,Budget-Conscious,Suburban,731,2020-05-29 21:54:34.052530,yes,no,no,yes,no,no,no
719,57,admin,married,secondary,no,High-Value,Suburban,4647,2020-03-19 14:23:36.130671,yes,no,yes,yes,yes,yes,no
720,61,services,divorced,secondary,no,Retired,Urban,2242,2021-05-01 02:51:42.602867,yes,no,no,yes,no,yes,no
721,36,unemployed,married,secondary,no,High-Value,Urban,153,2023-02-06 07:05:39.285019,no,yes,yes,yes,no,no,yes
722,40,technician,married,tertiary,no,Budget-Conscious,Urban,3439,2022-07-28 00:23:04.544163,yes,yes,no,yes,yes,yes,yes
723,47,admin,single,tertiary,no,Budget-Conscious,Rural,4066,2024-10-27 01:32:00.978707,yes,yes,no,yes,yes,yes,no
724,27,services,single,tertiary,no,Young Professionals,Urban,3249,2020-07-08 20:19:30.873305,yes,no,no,yes,no,yes,no
725,81,retired,married,tertiary,no,Budget-Conscious,Urban,2500,2020-05-26 21:41:29.504649,yes,yes,no,no,yes,yes,no
726,49,management,married,secondary,no,Budget-Conscious,Suburban,6994,2023-05-19 17:44:28.969490,yes,no,yes,yes,yes,yes,yes
727,57,admin,divorced,primary,no,High-Value,Urban,3213,2020-05-30 17:09:12.431682,yes,no,no,no,no,yes,no
728,45,self-employed,married,secondary,no,High-Value,Urban,-569,2023-02-10 11:05:06.344728,yes,no,yes,yes,yes,yes,no
729,29,technician,single,secondary,no,Young Professionals,Urban,3731,2020-11-03 20:42:44.871998,yes,yes,yes,yes,yes,yes,no
730,37,technician,married,secondary,no,Budget-Conscious,Suburban,4106,2020-09-21 05:12:22.404218,yes,no,yes,yes,no,yes,no
731,42,technician,single,secondary,no,Middle-Market,Urban,4344,2020-12-11 07:15:04.056040,yes,no,yes,yes,no,yes,no
732,49,management,married,secondary,no,Middle-Market,Suburban,7950,2021-06-16 20:11:28.325252,yes,no,yes,yes,no,yes,no
733,36,services,married,tertiary,no,Middle-Market,Suburban,2281,2024-05-14 02:38:08.248724,yes,yes,yes,yes,yes,no,no
734,47,blue-collar,married,secondary,no,Middle-Market,Urban,2988,2025-03-09 15:49:05.027545,yes,yes,yes,yes,no,yes,no
735,59,blue-collar,single,primary,no,Middle-Market,Urban,1183,2021-08-07 09:13:09.080387,yes,no,no,yes,no,no,no
736,37,management,single,primary,no,Budget-Conscious,Rural,7999,2020-03-08 22:49:01.361853,yes,yes,no,yes,yes,yes,no
737,46,blue-collar,married,secondary,no,Budget-Conscious,Suburban,2806,2023-01-25 19:13:30.217592,yes,yes,yes,no,no,no,no
738,48,management,single,tertiary,no,Budget-Conscious,Rural,5559,2024-01-07 12:01:37.283437,yes,yes,no,yes,yes,yes,no
739,21,blue-collar,divorced,primary,no,Young Professionals,Urban,2988,2020-06-13 05:56:01.752886,yes,yes,no,yes,no,no,no
740,55,blue-collar,married,primary,no,High-Value,Urban,2961,2021-01-09 08:57:21.303913,yes,no,no,yes,yes,yes,no
741,31,blue-collar,married,primary,no,Middle-Market,Urban,1078,2023-05-23 01:47:06.503577,yes,yes,yes,yes,no,no,no
742,49,entrepreneur,single,tertiary,no,Middle-Market,Urban,8738,2024-07-08 06:39:16.412897,yes,no,no,yes,no,yes,yes
743,20,services,married,primary,no,Young Professionals,Urban,2503,2021-01-08 06:19:47.359930,yes,yes,yes,yes,no,no,no
744,53,blue-collar,married,secondary,no,Budget-Conscious,Suburban,1386,2020-04-24 08:37:05.466641,yes,yes,yes,yes,no,yes,no
745,43,technician,married,secondary,no,Middle-Market,Suburban,4262,2020-07-04 21:23:47.851910,yes,yes,no,yes,no,yes,no
746,49,management,single,secondary,no,Budget-Conscious,Suburban,6981,2021-07-28 09:48:01.852662,yes,yes,yes,yes,no,yes,no
747,23,blue-collar,single,primary,no,Young Professionals,Urban,1714,2021-10-25 15:27:06.203178,yes,no,no,yes,no,yes,yes
748,32,blue-collar,married,secondary,no,Middle-Market,Suburban,2926,2022-12-19 11:01:56.658187,yes,no,yes,yes,no,yes,no
749,37,unemployed,married,secondary,no,Middle-Market,Rural,325,2020-03-18 00:50:19.696871,no,yes,no,yes,yes,no,no
750,51,services,divorced,primary,no,Budget-Conscious,Rural,3015,2021-08-03 13:21:01.488685,yes,yes,no,yes,yes,yes,no
751,38,admin,married,secondary,no,Middle-Market,Urban,4748,2020-08-26 09:58:55.949914,yes,yes,no,no,yes,yes,no
752,26,unemployed,single,primary,no,Young Professionals,Suburban,569,2021-12-26 09:31:20.953869,yes,yes,no,yes,no,no,no
753,50,services,married,primary,no,High-Value,Urban,3375,2024-04-06 10:56:21.703008,yes,yes,yes,yes,yes,yes,no
754,63,entrepreneur,married,tertiary,no,Retired,Urban,4174,2021-04-21 05:40:14.943893,yes,no,yes,yes,no,yes,no
755,50,admin,single,secondary,no,Middle-Market,Suburban,4833,2022-05-16 06:41:23.541220,yes,yes,yes,yes,no,no,no
756,41,self-employed,married,primary,no,Middle-Market,Suburban,4802,2024-10-01 15:00:09.855564,no,no,yes,yes,no,no,no
757,34,services,married,secondary,no,High-Value,Urban,2506,2022-03-17 19:35:33.110756,yes,yes,yes,yes,no,yes,no
758,49,blue-collar,married,secondary,no,High-Value,Suburban,2542,2020-10-11 00:19:29.254498,yes,yes,yes,yes,no,no,no
759,24,management,single,tertiary,no,Young Professionals,Suburban,5943,2020-09-14 14:52:03.704161,yes,yes,yes,yes,yes,yes,no
760,51,self-employed,married,primary,no,Middle-Market,Urban,3881,2020-03-23 10:30:14.893031,yes,yes,yes,yes,yes,no,no
761,59,technician,married,tertiary,no,Middle-Market,Suburban,3041,2022-06-13 12:20:35.033128,yes,no,yes,no,yes,no,no
762,39,entrepreneur,single,tertiary,no,Middle-Market,Suburban,1948,2023-01-23 05:08:32.363915,yes,no,yes,yes,yes,no,no
763,31,technician,married,secondary,no,Budget-Conscious,Suburban,3701,2022-01-27 10:09:20.828022,yes,no,no,yes,yes,no,no
764,61,services,married,secondary,no,Retired,Urban,1893,2021-04-18 08:53:03.230658,yes,no,no,yes,no,yes,no
765,45,admin,married,tertiary,no,Budget-Conscious,Urban,3024,2024-03-18 10:20:32.940249,yes,no,yes,yes,yes,yes,no
766,60,retired,married,primary,no,Budget-Conscious,Urban,1848,2022-10-03 06:39:12.962201,yes,yes,no,yes,no,yes,no
767,61,self-employed,married,secondary,no,Retired,Urban,5514,2024-03-31 17:03:06.212090,yes,yes,yes,yes,yes,yes,no
