customer_id,age,job,marital,education,credit_default,region,income,created_at,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management,cluster
2441,67,retired,divorced,secondary,0,Rural,1702,2023-11-23 23:25:51.910718,1,1,0,1,0,0,0,0
2442,46,blue-collar,single,secondary,0,Urban,1841,2020-11-12 19:22:22.160963,1,0,1,1,0,1,0,2
2443,47,self-employed,divorced,tertiary,0,Urban,3186,2021-08-20 23:09:04.621806,0,0,1,1,0,1,0,1
2445,41,blue-collar,divorced,secondary,0,Rural,1223,2021-05-21 15:27:13.213304,0,1,0,1,0,1,0,2
2446,50,entrepreneur,married,secondary,0,Urban,7420,2023-01-22 20:29:15.019381,1,1,1,1,0,1,0,1
2447,41,technician,divorced,secondary,0,Urban,4214,2021-09-09 06:33:00.577180,1,1,0,1,0,0,0,2
2448,42,technician,single,primary,0,Suburban,2500,2020-08-14 07:57:21.882288,1,1,1,1,0,1,0,2
2449,53,admin,married,secondary,1,Suburban,3051,2020-03-29 12:29:20.789517,1,1,1,1,0,1,0,2
2450,42,entrepreneur,married,secondary,0,Urban,5143,2021-03-31 11:17:01.378055,1,0,1,1,0,1,1,1
2451,40,technician,married,tertiary,0,Suburban,3839,2020-03-15 11:43:20.840002,1,1,1,1,1,0,1,2
2452,22,student,single,tertiary,0,Suburban,38,2020-06-15 09:48:06.318993,0,0,0,1,0,0,1,0
2453,83,retired,married,secondary,0,Urban,1952,2020-05-29 21:03:59.013316,1,1,0,1,1,0,0,0
2454,24,entrepreneur,single,tertiary,0,Suburban,9836,2020-12-07 15:41:10.308191,1,1,0,1,0,1,1,1
2455,67,retired,divorced,primary,0,Rural,1736,2022-02-07 10:34:51.911248,1,1,1,1,0,1,0,0
2456,33,admin,married,tertiary,0,Urban,3969,2023-06-24 21:12:00.172273,1,0,0,1,1,1,0,2
2457,46,blue-collar,married,secondary,0,Urban,3686,2024-01-18 16:59:12.979438,1,0,0,1,0,1,0,2
2458,45,services,divorced,secondary,0,Urban,1650,2020-03-30 11:00:54.196952,1,1,1,1,0,0,0,2
2459,58,blue-collar,divorced,secondary,0,Urban,1750,2022-04-20 03:04:10.423709,1,0,1,1,0,1,0,2
2460,65,blue-collar,married,secondary,0,Urban,1458,2020-05-09 09:44:38.435282,0,1,0,1,0,1,0,2
2461,21,student,single,secondary,0,Rural,202,2021-01-04 14:24:22.761613,0,1,0,0,0,0,0,0
2462,27,management,single,tertiary,0,Urban,5259,2022-05-26 17:41:55.161425,1,0,1,1,1,1,0,1
2463,47,services,married,primary,0,Urban,2472,2021-08-15 04:03:25.531969,1,0,1,1,0,1,0,2
2465,41,services,married,secondary,0,Rural,2843,2021-02-17 21:01:26.127526,1,1,0,1,0,1,0,2
2466,48,technician,married,secondary,0,Urban,3197,2020-07-28 04:06:17.353295,1,1,1,1,0,0,0,2
2467,49,blue-collar,married,secondary,0,Urban,1265,2022-10-20 17:13:37.897778,1,1,1,1,0,0,0,2
2468,43,admin,married,secondary,0,Suburban,3406,2020-03-16 00:52:58.882385,0,1,0,1,0,0,0,2
2469,59,blue-collar,married,secondary,0,Urban,1544,2021-07-18 16:35:23.477817,1,1,1,1,0,1,0,2
2470,31,blue-collar,married,tertiary,0,Rural,1432,2020-03-10 07:46:47.029166,1,1,0,1,1,1,0,2
2471,55,technician,married,tertiary,0,Urban,4380,2023-12-15 02:59:52.372554,1,0,0,1,1,0,1,2
2473,37,unemployed,married,tertiary,0,Rural,200,2020-12-08 05:58:23.976576,1,1,0,1,0,0,0,0
2474,95,services,married,secondary,0,Suburban,1301,2020-12-20 12:24:25.829866,0,1,1,1,0,0,0,2
2476,45,management,single,tertiary,0,Urban,8869,2020-10-21 02:18:35.154421,1,1,1,1,1,1,0,1
2477,42,admin,married,secondary,0,Urban,3061,2021-08-17 00:51:47.503532,1,1,0,1,0,1,0,2
2478,22,self-employed,single,secondary,0,Suburban,3035,2023-05-14 01:04:22.606245,0,1,0,1,0,1,0,1
2479,51,admin,married,primary,0,Rural,3579,2021-12-25 05:18:49.962133,1,1,0,1,0,1,0,2
2480,55,self-employed,single,tertiary,0,Suburban,5757,2020-06-11 21:00:47.626564,1,0,0,1,0,0,0,1
2481,36,technician,married,tertiary,0,Suburban,3700,2020-09-14 01:25:09.641092,0,1,1,1,1,1,0,2
2482,58,management,married,tertiary,0,Suburban,7209,2020-09-28 11:18:15.932029,1,0,1,0,0,1,0,1
2483,57,unemployed,divorced,secondary,0,Urban,308,2023-02-04 23:30:49.232261,0,1,1,1,1,0,0,0
2484,34,admin,married,primary,0,Urban,3702,2021-02-10 08:29:36.191429,1,0,0,1,0,1,0,2
2485,29,blue-collar,married,primary,0,Urban,2580,2021-03-07 21:42:10.445680,0,1,1,1,0,1,1,2
2487,65,blue-collar,married,primary,0,Urban,1194,2020-08-07 20:05:06.756382,1,1,1,1,0,1,0,2
2488,41,management,married,secondary,0,Urban,7024,2020-03-21 14:02:00.328247,1,1,1,1,0,1,0,1
2489,64,retired,divorced,tertiary,0,Suburban,2193,2022-09-27 10:00:20.194821,1,1,0,1,1,1,1,0
2490,74,blue-collar,divorced,tertiary,0,Suburban,2902,2020-03-07 13:39:08.931998,1,1,0,1,0,0,0,2
2491,44,technician,divorced,tertiary,0,Urban,4233,2022-03-24 20:11:05.858473,1,0,0,1,0,1,1,2
2492,40,technician,divorced,tertiary,0,Urban,4016,2021-04-01 07:27:02.558740,1,1,1,1,1,1,0,2
2493,50,self-employed,married,tertiary,0,Urban,3629,2022-03-21 10:35:47.051200,1,0,1,1,1,1,0,1
2494,30,blue-collar,married,tertiary,0,Suburban,3657,2024-07-19 01:36:27.751336,1,1,0,1,0,1,0,2
2495,58,blue-collar,married,secondary,0,Urban,3055,2020-05-05 15:16:29.028839,1,0,0,1,0,1,0,2
2496,41,blue-collar,divorced,primary,0,Suburban,1409,2020-09-17 09:20:03.966788,1,1,0,1,1,1,0,2
2497,65,retired,single,primary,0,Suburban,2667,2021-06-01 18:59:55.278096,1,1,0,1,0,1,0,0
2498,61,management,divorced,primary,0,Urban,9586,2020-04-20 17:23:18.393530,1,1,1,1,0,1,0,1
2499,25,student,single,tertiary,0,Rural,1162,2020-03-31 07:14:45.548895,1,1,1,1,0,0,0,0
2500,35,blue-collar,single,secondary,0,Suburban,1484,2022-11-05 05:09:28.683946,0,1,1,0,0,0,0,2
2501,57,management,married,tertiary,0,Urban,8946,2020-12-22 10:30:00.337826,1,1,0,1,1,1,1,1
2502,43,self-employed,married,secondary,0,Urban,4116,2022-03-24 06:18:36.772745,1,1,1,1,0,1,0,1
2503,81,retired,married,secondary,0,Urban,2444,2023-03-10 05:49:38.842948,1,0,1,1,1,0,0,0
2505,48,technician,divorced,tertiary,0,Urban,3159,2020-03-25 03:44:58.131361,0,0,0,1,0,1,0,2
2507,31,management,married,tertiary,0,Urban,7405,2020-11-21 15:55:55.791790,1,1,1,1,0,1,0,1
2508,41,blue-collar,single,secondary,0,Urban,3396,2020-06-29 23:59:26.360857,1,0,0,1,1,1,0,2
2509,99,management,divorced,secondary,0,Suburban,6668,2024-08-19 22:22:22.004477,0,0,0,1,1,0,0,1
2510,58,management,married,secondary,0,Urban,7399,2023-01-21 09:17:37.625253,1,0,1,0,0,1,1,1
2511,34,admin,married,secondary,0,Suburban,4811,2020-05-03 23:11:12.787852,1,0,0,1,0,1,0,2
2512,39,management,married,primary,0,Urban,6959,2020-03-07 23:10:09.209983,1,1,0,1,0,1,0,1
2513,53,blue-collar,married,primary,0,Urban,1458,2025-02-25 21:36:48.513384,1,1,0,1,0,1,0,2
2514,39,blue-collar,married,primary,1,Urban,2682,2020-05-23 11:46:27.517161,1,1,0,1,1,1,0,2
2515,62,services,married,tertiary,0,Suburban,3470,2023-03-10 05:59:54.874205,1,0,0,1,1,1,1,2
2516,37,unemployed,single,tertiary,0,Suburban,961,2020-03-18 10:20:35.165198,1,1,0,1,1,0,0,0
2517,44,admin,married,secondary,0,Urban,3988,2020-07-17 08:03:34.318988,0,0,0,1,0,1,0,2
2518,46,blue-collar,single,secondary,0,Urban,3433,2022-06-05 13:59:44.441426,1,1,1,1,1,1,1,2
2519,53,services,divorced,secondary,0,Urban,2444,2021-12-23 16:43:20.967557,0,0,0,1,0,1,0,2
2520,47,services,married,secondary,0,Urban,1871,2022-08-09 10:28:57.044183,1,1,1,1,0,1,0,2
2521,57,services,married,primary,0,Urban,2513,2020-04-01 15:15:09.778312,1,0,0,1,0,1,0,2
2522,52,admin,single,secondary,0,Rural,3063,2020-08-27 05:55:41.155477,1,0,0,1,0,0,1,2
2523,71,technician,married,primary,0,Suburban,3867,2021-09-01 18:29:01.195221,1,0,0,1,1,0,0,2
2524,45,blue-collar,married,tertiary,0,Suburban,2217,2022-12-16 08:04:22.383552,1,0,1,1,0,0,0,2
2525,26,management,single,tertiary,0,Urban,8707,2020-11-06 19:28:06.438388,0,1,1,1,0,1,1,1
2526,65,technician,divorced,secondary,0,Urban,2875,2020-04-23 18:54:54.193237,1,1,1,1,0,1,0,2
2527,34,technician,married,secondary,0,Urban,3806,2023-07-07 23:05:21.056850,1,1,0,1,0,1,0,2
2528,23,student,divorced,tertiary,0,Urban,922,2023-12-02 21:51:57.607026,1,1,0,1,1,0,1,0
2529,51,admin,married,primary,0,Rural,3270,2021-02-09 04:46:30.787052,1,0,1,1,0,0,0,2
2531,39,services,single,primary,0,Urban,2553,2021-12-15 14:36:12.479600,1,1,1,1,1,1,0,2
2532,36,management,married,secondary,0,Suburban,7384,2021-02-01 17:16:50.420884,1,1,1,1,1,0,0,1
2533,53,technician,married,tertiary,0,Urban,2513,2022-08-03 11:26:20.391697,1,1,1,0,0,1,0,2
2534,47,admin,divorced,tertiary,0,Suburban,4052,2021-02-20 14:59:35.706994,1,0,1,1,1,1,0,2
2535,43,services,divorced,secondary,0,Suburban,3327,2020-03-17 16:35:07.482127,1,1,1,1,1,1,0,2
2536,24,management,married,tertiary,0,Suburban,6847,2020-12-22 12:38:45.695248,1,0,0,1,0,1,0,1
2537,37,services,married,secondary,0,Urban,2627,2020-07-10 11:19:55.145467,1,1,0,1,0,1,1,2
2538,43,admin,married,primary,0,Suburban,3731,2022-10-22 16:15:17.828189,1,0,1,1,0,1,0,2
2539,48,self-employed,married,tertiary,0,Urban,3642,2020-03-22 14:36:45.375022,1,1,1,0,1,1,0,1
2540,41,self-employed,married,tertiary,0,Urban,3461,2020-03-11 07:54:15.431892,1,1,1,1,0,1,0,1
2541,42,services,single,tertiary,0,Urban,1544,2020-07-02 00:47:04.288893,1,1,0,1,0,1,1,2
2542,47,self-employed,married,secondary,0,Urban,3085,2020-03-25 10:32:01.056452,1,1,0,1,1,1,1,1
2543,29,management,divorced,secondary,0,Suburban,8053,2020-05-03 11:24:07.283984,1,1,0,1,0,1,0,1
2544,47,services,married,primary,0,Urban,2274,2020-08-05 05:06:31.960185,1,1,0,1,0,1,1,2
2545,42,admin,married,secondary,0,Urban,3970,2020-11-20 15:09:32.154735,1,1,0,1,1,0,0,2
2546,58,blue-collar,married,primary,0,Urban,3991,2022-07-25 15:05:37.496826,1,1,1,1,0,1,1,2
2547,41,admin,married,tertiary,0,Suburban,3324,2020-03-13 11:00:53.748301,1,1,0,1,0,1,1,2
2548,64,blue-collar,married,primary,0,Urban,2506,2023-05-13 16:41:11.364548,1,1,1,1,1,1,0,2
2549,46,blue-collar,single,primary,0,Suburban,3319,2020-03-15 17:39:27.275263,1,1,0,1,0,1,0,2
2550,55,admin,married,tertiary,0,Rural,3961,2023-05-19 21:20:57.724952,1,0,0,1,0,0,0,2
2551,43,entrepreneur,married,tertiary,0,Urban,9065,2023-03-25 04:11:21.089382,1,0,1,1,1,1,1,1
2552,43,admin,married,tertiary,0,Urban,4076,2022-09-20 20:22:39.338966,1,1,0,1,0,1,1,2
2553,21,management,single,tertiary,0,Urban,5563,2022-05-20 05:34:02.918541,0,1,1,0,1,0,0,1
2554,61,unemployed,married,tertiary,0,Suburban,431,2024-09-13 17:44:14.996530,0,1,1,1,0,0,0,0
2555,36,admin,married,tertiary,1,Suburban,4495,2020-08-16 22:35:10.086808,1,0,1,1,1,1,0,2
2556,25,student,married,tertiary,0,Suburban,8,2020-03-30 18:45:57.548820,1,1,0,1,1,1,0,0
2557,53,blue-collar,married,secondary,0,Urban,1828,2022-03-08 14:45:47.692522,1,1,1,1,1,0,0,2
2558,36,technician,married,tertiary,0,Urban,3186,2020-12-25 14:07:19.114477,1,0,1,1,0,1,0,2
2559,31,admin,married,tertiary,0,Urban,4377,2020-11-13 22:09:20.599192,1,1,1,1,0,1,1,2
2560,52,blue-collar,married,secondary,0,Suburban,1282,2023-05-04 04:26:25.456190,1,0,1,1,0,1,0,2
2561,40,self-employed,married,tertiary,0,Urban,3078,2020-11-02 21:32:28.859258,1,1,0,1,1,1,0,1
2562,63,services,married,tertiary,0,Suburban,2725,2020-08-13 11:20:50.467157,1,0,1,0,1,1,1,2
2563,27,admin,single,secondary,0,Urban,4674,2022-12-22 13:54:32.426671,1,1,1,0,0,1,1,2
2564,52,admin,married,tertiary,1,Urban,3259,2021-05-17 03:36:07.075438,1,0,0,1,0,1,1,2
2565,47,blue-collar,single,secondary,0,Urban,2691,2024-10-06 00:26:15.644803,1,1,1,1,0,1,0,2
2566,34,technician,single,tertiary,0,Urban,4478,2020-04-15 13:54:48.333602,1,0,1,1,1,1,0,2
2567,43,technician,married,tertiary,0,Urban,3528,2020-03-08 16:48:04.760658,1,1,1,1,1,1,0,2
2568,49,technician,married,secondary,0,Urban,3901,2020-04-04 09:38:48.815967,1,1,0,1,0,1,1,2
2570,49,unemployed,married,primary,0,Rural,445,2020-05-17 20:25:17.278191,1,1,0,1,0,1,0,0
2571,39,blue-collar,married,secondary,0,Suburban,1924,2023-03-14 09:21:03.154910,0,1,1,1,0,0,0,2
2572,34,unemployed,married,primary,0,Urban,980,2020-07-25 16:17:17.587961,1,1,0,0,0,1,0,0
2573,55,entrepreneur,married,tertiary,0,Suburban,7558,2021-01-20 02:36:06.808509,1,0,1,1,1,1,1,1
2574,28,blue-collar,single,primary,0,Urban,2041,2024-09-29 10:57:28.458059,1,1,0,1,0,1,1,2
2575,32,technician,married,primary,0,Suburban,2590,2023-11-07 10:02:31.573841,1,1,0,1,0,1,1,2
2576,62,services,divorced,tertiary,0,Urban,1749,2020-03-08 02:41:12.007360,1,1,0,1,0,0,0,2
2578,59,services,married,primary,0,Suburban,2638,2022-06-21 17:50:18.085352,0,1,1,1,0,1,0,2
2579,37,blue-collar,married,secondary,0,Urban,1643,2020-03-19 21:24:41.566284,1,1,1,1,0,0,0,2
2580,48,services,married,primary,0,Urban,2577,2022-05-19 06:48:22.130268,0,1,0,0,0,1,0,2
2581,35,admin,married,secondary,0,Urban,3076,2020-10-31 08:36:35.302534,1,1,0,1,0,1,0,2
2582,45,management,married,secondary,0,Urban,9176,2021-11-10 03:04:37.127788,1,1,1,1,0,1,0,1
2584,29,blue-collar,single,primary,0,Urban,3579,2024-11-21 11:42:25.361227,1,1,0,1,1,1,0,2
2585,66,retired,married,primary,0,Urban,2279,2022-07-01 01:31:49.156015,1,1,0,1,0,1,0,0
2586,56,services,married,tertiary,0,Suburban,2358,2020-10-15 21:15:31.719712,1,1,1,1,1,1,0,2
2587,46,admin,married,tertiary,0,Urban,3336,2023-12-28 22:26:16.415560,1,1,1,1,1,1,0,2
2588,26,services,single,tertiary,0,Suburban,3013,2024-01-02 01:09:52.545694,1,0,0,0,1,0,0,2
2589,23,technician,single,tertiary,0,Urban,3175,2022-05-25 21:31:38.060752,1,0,0,1,0,0,0,2
2590,61,services,divorced,secondary,0,Urban,2869,2022-09-19 15:13:42.386155,1,1,0,1,0,1,0,2
2591,51,management,married,tertiary,0,Urban,9763,2021-08-30 18:08:26.228557,1,0,1,1,0,1,1,2
2592,67,management,married,secondary,0,Urban,6463,2020-04-30 14:43:42.765545,1,1,0,1,0,1,0,1
2593,69,retired,married,primary,0,Suburban,2997,2020-05-02 14:20:40.579728,1,0,1,1,1,0,1,0
2594,51,blue-collar,married,tertiary,0,Urban,3312,2025-01-21 02:29:48.593065,1,1,1,1,0,1,0,2
2595,38,admin,married,secondary,0,Urban,3004,2020-09-24 04:43:21.486629,1,0,0,1,0,1,0,2
2596,37,self-employed,divorced,secondary,0,Urban,5738,2020-06-16 06:53:29.005155,1,1,1,1,1,0,0,1
2597,62,technician,married,tertiary,0,Urban,3950,2023-03-30 12:14:47.154009,1,0,1,1,0,1,1,2
2598,52,blue-collar,married,tertiary,0,Urban,3552,2020-03-13 13:37:51.404960,1,1,0,1,0,1,1,2
2599,67,technician,divorced,tertiary,0,Rural,3969,2021-11-05 14:23:30.108904,1,1,0,1,1,1,0,2
2600,53,admin,married,secondary,0,Urban,3803,2021-05-01 00:17:07.999491,1,1,0,1,0,0,0,2
2601,48,services,married,tertiary,0,Suburban,1387,2020-03-05 20:23:31.045459,1,1,0,1,0,0,0,2
2602,41,admin,married,secondary,0,Urban,3176,2021-06-12 11:17:52.244872,1,0,1,0,0,1,0,2
2603,55,services,married,primary,0,Urban,3344,2022-09-24 12:08:35.938199,0,1,1,1,0,1,0,2
2604,38,entrepreneur,married,primary,0,Urban,9767,2022-07-12 03:44:22.376581,0,0,1,1,1,0,1,1
2605,30,admin,married,secondary,0,Urban,3999,2020-07-29 14:16:10.947883,1,1,0,1,0,0,0,2
2607,25,admin,divorced,secondary,0,Urban,3375,2022-05-07 10:04:41.674094,1,1,0,1,1,1,0,2
2608,41,technician,married,tertiary,0,Urban,2797,2024-11-10 07:22:47.392787,1,1,1,1,1,1,1,2
2609,51,services,married,secondary,0,Urban,1819,2022-02-16 07:52:50.190183,0,1,1,1,1,0,0,2
2610,31,admin,single,secondary,0,Suburban,3008,2021-04-27 10:45:16.843368,1,0,1,1,0,1,0,2
2611,47,management,divorced,tertiary,0,Suburban,8685,2025-02-19 05:48:53.094377,1,1,0,1,0,1,1,1
2612,50,admin,married,primary,0,Urban,3730,2020-03-29 02:20:16.855826,0,0,1,1,0,1,0,2
2613,42,technician,married,tertiary,0,Urban,4443,2022-09-25 22:15:41.572150,1,0,1,1,0,1,0,2
2614,55,services,married,primary,0,Urban,1869,2020-05-30 20:31:13.542516,1,1,1,1,0,1,1,2
2615,40,entrepreneur,married,secondary,0,Suburban,9888,2023-05-22 11:54:53.422974,1,0,1,1,0,1,0,1
2616,48,admin,married,secondary,0,Urban,4336,2020-04-05 23:50:50.759709,1,1,1,1,0,0,0,2
2617,68,blue-collar,married,primary,0,Urban,1299,2024-04-30 05:43:42.730992,1,1,0,0,0,1,0,2
2618,37,technician,single,secondary,0,Urban,2511,2020-04-05 12:01:56.868205,1,0,0,1,0,1,0,2
2619,49,management,married,primary,1,Urban,5279,2020-03-11 04:14:33.400051,1,0,0,1,1,0,0,1
2620,58,entrepreneur,married,secondary,0,Urban,7681,2020-06-25 01:12:37.550915,1,0,1,1,1,1,1,1
2621,47,self-employed,married,tertiary,0,Urban,2765,2023-10-24 15:42:56.285521,1,0,0,1,1,1,1,2
2622,26,management,married,tertiary,0,Urban,6871,2024-07-26 21:44:50.114865,1,1,1,1,0,1,0,1
2624,59,unemployed,divorced,primary,0,Suburban,35,2020-04-25 07:52:32.399806,0,1,1,1,1,1,0,0
2625,31,blue-collar,married,secondary,0,Urban,2877,2021-05-19 02:32:51.295396,1,1,1,1,0,1,0,2
2626,21,student,single,tertiary,0,Suburban,328,2024-08-08 09:10:58.213623,0,0,0,1,0,0,0,0
2627,57,admin,married,primary,0,Suburban,3611,2020-12-04 14:34:30.016964,1,1,0,1,0,1,0,2
2628,42,services,married,secondary,0,Rural,2752,2020-11-13 15:55:56.592840,0,0,0,1,0,0,0,2
2629,24,blue-collar,married,secondary,0,Urban,1884,2021-08-03 01:23:05.862486,0,0,0,1,0,0,0,2
2630,38,blue-collar,married,primary,0,Urban,1853,2020-11-25 01:11:29.345060,1,1,0,1,0,0,0,2
2631,63,services,divorced,tertiary,0,Urban,1659,2020-06-13 17:21:55.201164,1,1,1,1,0,1,0,2
2632,33,services,married,primary,0,Urban,2379,2020-04-17 15:16:14.620937,1,0,1,1,0,1,0,2
2633,38,admin,single,secondary,0,Suburban,3793,2020-03-05 16:15:24.529212,1,0,0,1,0,1,0,2
2634,60,technician,married,tertiary,0,Urban,3353,2020-09-08 04:00:59.295214,1,0,1,1,1,1,0,2
2635,49,services,married,secondary,1,Urban,1650,2024-08-29 15:57:15.312833,1,1,1,1,0,1,1,2
2636,45,services,married,secondary,0,Rural,1358,2020-04-06 15:36:16.567964,1,1,0,1,0,1,0,2
2638,37,self-employed,married,tertiary,0,Urban,2696,2020-03-28 04:57:01.651062,1,0,0,1,0,1,0,1
2639,23,student,married,secondary,0,Urban,942,2021-04-13 01:19:08.060670,1,1,0,1,0,0,1,0
2640,29,services,single,secondary,0,Urban,2884,2022-03-11 01:29:10.531280,1,1,0,1,0,0,0,2
2642,40,admin,married,tertiary,0,Urban,4018,2022-11-28 22:21:51.291587,1,1,0,1,1,1,1,2
2643,39,self-employed,married,primary,0,Urban,5074,2020-03-07 11:15:00.706788,1,1,1,1,0,1,0,1
2644,56,services,married,tertiary,0,Urban,2274,2021-10-25 18:58:39.284401,1,1,1,1,0,1,0,2
2645,48,admin,married,secondary,0,Suburban,3554,2021-08-16 19:20:38.792187,1,1,1,1,0,1,0,2
2646,66,blue-collar,divorced,primary,0,Suburban,1197,2020-08-05 13:41:31.618516,0,1,0,1,1,0,0,2
2647,23,student,single,tertiary,0,Urban,1373,2023-03-20 10:52:52.296252,0,0,1,1,0,0,0,0
2648,45,blue-collar,married,tertiary,0,Rural,1014,2020-03-05 16:50:05.390122,0,1,0,1,0,0,0,2
2649,43,blue-collar,single,primary,0,Urban,3543,2020-04-25 00:58:15.011810,1,0,0,1,0,0,0,2
2650,49,blue-collar,single,secondary,0,Urban,3537,2021-12-09 04:29:31.562396,1,0,1,1,1,0,0,2
2651,42,technician,divorced,tertiary,0,Urban,3745,2020-03-08 01:36:04.775161,1,1,0,0,0,1,0,2
2652,43,blue-collar,divorced,primary,0,Suburban,3343,2022-02-02 03:56:19.855301,1,1,1,1,0,1,1,2
2653,44,blue-collar,single,secondary,0,Urban,3567,2020-07-14 22:07:40.462815,1,0,0,1,0,1,0,2
2654,58,admin,single,tertiary,0,Urban,3282,2020-06-14 08:44:36.854279,1,1,0,1,1,1,1,2
2655,50,self-employed,married,secondary,0,Suburban,3761,2021-10-13 06:28:01.816502,1,1,1,1,1,1,1,1
2656,39,blue-collar,married,primary,0,Urban,2420,2022-08-09 08:07:42.602301,1,1,1,1,0,0,0,2
2657,53,management,married,tertiary,0,Rural,6904,2023-01-01 18:46:26.070906,0,0,1,1,0,0,1,1
2658,82,management,married,secondary,0,Suburban,9923,2022-01-10 07:15:43.525371,0,0,1,1,1,1,0,1
2659,60,technician,married,tertiary,0,Urban,3403,2020-03-19 16:49:38.326702,1,0,1,1,0,1,0,2
2660,29,services,single,secondary,0,Urban,1827,2022-04-06 00:13:22.159546,1,0,0,1,0,0,1,2
2661,23,blue-collar,single,primary,0,Suburban,2977,2020-08-13 13:32:54.994962,1,1,1,1,0,0,1,2
2662,36,management,married,tertiary,0,Urban,9056,2020-03-09 01:56:43.372442,1,0,1,1,0,1,1,1
2663,30,technician,married,tertiary,0,Urban,4022,2024-10-05 00:43:41.388235,1,1,1,0,1,1,1,2
2664,46,services,single,secondary,0,Urban,1945,2020-10-03 13:35:36.477905,1,1,0,1,0,1,0,2
2665,55,services,single,primary,0,Urban,1824,2020-07-21 09:16:35.200523,1,0,0,1,0,0,0,2
2666,43,technician,single,secondary,0,Rural,3045,2020-05-18 00:23:35.140451,0,1,1,1,0,1,0,2
2670,48,entrepreneur,married,secondary,1,Urban,3830,2020-03-06 21:13:30.964989,1,1,0,1,0,0,1,2
2671,43,services,divorced,primary,0,Suburban,2458,2021-12-07 13:46:21.014383,1,1,1,1,0,1,0,2
2672,54,blue-collar,married,secondary,0,Urban,3133,2023-08-01 12:53:32.913110,1,0,1,1,0,1,0,2
2673,38,services,married,tertiary,0,Urban,3289,2023-03-16 08:32:29.348322,1,1,0,1,0,1,0,2
2674,42,technician,single,tertiary,0,Urban,2653,2022-04-20 04:13:07.484253,0,1,0,1,0,1,0,2
2675,65,management,married,secondary,0,Urban,7457,2022-04-24 01:43:53.186945,1,0,0,1,0,1,1,1
2676,48,technician,married,tertiary,0,Suburban,2626,2020-03-05 17:33:43.056951,1,1,1,1,1,0,0,2
2677,39,blue-collar,married,primary,0,Suburban,1647,2022-10-07 01:14:35.836151,1,1,1,1,0,1,0,2
2678,53,admin,married,secondary,0,Urban,4096,2023-07-16 05:53:36.256190,1,1,0,1,0,1,0,2
2679,37,admin,divorced,primary,0,Urban,4887,2020-06-17 15:34:03.138231,1,1,1,1,0,0,0,2
2680,27,blue-collar,divorced,primary,0,Suburban,2838,2021-11-27 02:22:37.352434,1,1,1,1,0,1,0,2
2681,26,technician,single,secondary,0,Suburban,2528,2024-12-04 01:16:09.938080,1,1,1,1,0,1,1,2
2682,35,management,single,secondary,0,Suburban,9558,2020-07-09 07:25:54.010151,1,0,0,1,0,1,1,1
2683,22,admin,single,tertiary,0,Urban,3901,2020-03-17 12:20:25.298842,1,1,0,1,0,1,0,2
2684,47,blue-collar,married,secondary,1,Suburban,1075,2022-11-04 02:54:25.410699,1,1,1,1,0,1,0,2
2685,29,entrepreneur,single,secondary,0,Urban,5506,2020-05-17 08:46:06.887779,1,0,0,1,1,0,1,1
2686,63,admin,married,tertiary,0,Urban,4784,2025-01-10 00:08:44.822665,1,1,1,1,0,1,0,2
2687,51,admin,married,tertiary,0,Suburban,3175,2020-03-16 08:19:49.804353,1,1,1,1,0,1,1,2
2688,43,blue-collar,married,primary,0,Urban,1227,2020-08-28 20:40:54.704948,1,0,0,1,0,1,0,2
2689,32,blue-collar,single,secondary,0,Suburban,3665,2020-03-05 16:27:19.308836,1,1,0,1,0,1,0,2
2690,53,blue-collar,married,secondary,0,Rural,3391,2022-06-27 19:59:09.245819,1,1,1,1,0,1,0,2
2691,47,blue-collar,married,secondary,0,Urban,1911,2022-03-16 11:25:32.025270,1,1,1,1,0,1,1,2
2692,61,retired,married,secondary,0,Rural,1921,2020-03-17 04:17:58.867360,1,1,1,1,1,0,0,0
2693,45,admin,married,secondary,0,Suburban,4828,2022-02-22 21:35:21.085913,1,0,0,1,0,0,0,2
2695,23,student,divorced,tertiary,0,Urban,806,2020-11-07 00:07:24.636455,1,1,0,0,0,1,1,0
2696,54,blue-collar,married,primary,0,Urban,2917,2020-03-21 05:56:28.583240,0,1,1,0,0,1,0,2
2697,52,services,married,secondary,0,Rural,1425,2021-07-28 09:49:15.593908,1,1,0,1,0,1,0,2
2698,67,entrepreneur,married,secondary,0,Urban,4199,2021-05-10 15:47:47.617449,1,1,0,1,1,0,1,1
2700,46,self-employed,married,secondary,0,Suburban,5842,2020-03-13 16:22:55.838512,1,0,1,1,0,1,0,1
2701,33,blue-collar,single,secondary,0,Urban,2515,2022-03-23 14:17:21.851951,1,0,1,1,0,0,0,2
2702,24,student,single,tertiary,0,Urban,482,2022-02-15 21:29:40.769232,0,1,0,1,0,1,1,0
2703,40,admin,married,secondary,0,Urban,4897,2020-04-02 07:13:24.384125,1,1,1,1,0,0,0,2
2704,29,admin,single,primary,0,Urban,4245,2020-03-19 11:04:42.020589,1,1,1,1,0,1,0,2
2705,45,self-employed,married,tertiary,0,Urban,4219,2024-10-06 09:32:52.155243,1,0,1,1,1,1,1,1
2706,24,management,single,primary,0,Suburban,7553,2021-05-02 10:23:56.197942,1,0,1,1,1,1,1,1
2707,60,admin,married,tertiary,0,Suburban,4696,2020-09-23 13:32:14.908627,1,0,1,1,1,1,0,2
